game_id,season,week,game_date,posteam,defteam,qtr,yardline_100,ydstogo,game_seconds_remaining,score_differential,wp,kick_distance,inside_twenty,blocked,touchback,return_yards,punter_player_id,punter_player_name,epa,play_id
2016_01_SD_KC,2016,1,2016-09-11,KC,LAC,2.0,56.0,2.0,2031.0,-18.0,0.106643,50.0,true,false,false,0.0,00-0023534,D.Colquitt,0.3481344,1519.0
2016_01_SD_KC,2016,1,2016-09-11,LAC,KC,2.0,56.0,2.0,1864.0,18.0,0.9295143,31.0,false,false,false,0.0,00-0032896,D.Kaser,-0.73933303,1827.0
2016_01_SD_KC,2016,1,2016-09-11,KC,LAC,2.0,47.0,7.0,1816.0,-18.0,0.08657728,25.0,false,false,false,0.0,00-0023534,D.Colquitt,-0.22473395,1976.0
2016_01_SD_KC,2016,1,2016-09-11,LAC,KC,3.0,48.0,6.0,1655.0,18.0,0.91427255,35.0,false,false,false,8.0,00-0032896,D.Kaser,0.15202314,2193.0
2016_01_SD_KC,2016,1,2016-09-11,KC,LAC,3.0,93.0,14.0,1511.0,-18.0,0.031852283,39.0,false,false,false,1.0,00-0023534,D.Colquitt,-0.18352453,2293.0
2016_01_SD_KC,2016,1,2016-09-11,LAC,KC,4.0,56.0,3.0,420.0,10.0,0.93857765,47.0,false,false,false,14.0,00-0032896,D.Kaser,-0.62252855,3475.0
2016_01_SD_KC,2016,1,2016-09-11,LAC,KC,4.0,75.0,10.0,119.0,7.0,0.9523315,17.0,false,false,false,0.0,00-0032896,D.Kaser,-1.7186959,3925.0
2016_01_SD_KC,2016,1,2016-09-11,LAC,KC,4.0,65.0,12.0,8.0,0.0,0.40987778,48.0,false,false,false,13.0,00-0032896,D.Kaser,0.047540043,4231.0
2016_01_TB_ATL,2016,1,2016-09-11,ATL,TB,1.0,72.0,1.0,3484.0,0.0,0.48688558,34.0,false,false,false,0.0,00-0028130,M.Bosher,-1.5043703,124.0
2016_01_TB_ATL,2016,1,2016-09-11,TB,ATL,1.0,68.0,3.0,3046.0,0.0,0.46618786,45.0,false,false,false,13.0,00-0029692,B.Anger,-1.0749016,545.0
2016_01_TB_ATL,2016,1,2016-09-11,ATL,TB,1.0,58.0,4.0,2965.0,0.0,0.5010102,49.0,true,false,false,0.0,00-0028130,M.Bosher,0.24563824,649.0
2016_01_TB_ATL,2016,1,2016-09-11,ATL,TB,2.0,44.0,9.0,2223.0,0.0,0.48542386,35.0,true,false,false,0.0,00-0028130,M.Bosher,-0.38041654,1370.0
2016_01_TB_ATL,2016,1,2016-09-11,TB,ATL,2.0,91.0,10.0,2108.0,0.0,0.39943066,52.0,false,false,false,0.0,00-0029692,B.Anger,0.039011184,1478.0
2016_01_TB_ATL,2016,1,2016-09-11,ATL,TB,3.0,50.0,20.0,1416.0,-11.0,0.14519963,35.0,true,false,false,0.0,00-0028130,M.Bosher,0.2706776,2397.0
2016_01_TB_ATL,2016,1,2016-09-11,TB,ATL,4.0,67.0,2.0,900.0,10.0,0.8582632,52.0,true,false,false,0.0,00-0029692,B.Anger,0.17774516,3000.0
2016_01_TB_ATL,2016,1,2016-09-11,ATL,TB,4.0,55.0,5.0,701.0,-10.0,0.11654724,40.0,true,false,false,0.0,00-0028130,M.Bosher,0.35269648,3150.0
