season,game_id,qtr,posteam,defteam,yardline_100,ydstogo,score_differential,game_seconds_remaining,half_seconds_remaining,shotgun,wp,epa,decision,go_success
2016,2016_01_BUF_BAL,1.0,BAL,BUF,66.0,1.0,0.0,3425.0,1625.0,0.0,0.5102725,-0.9226208,go,0
2016,2016_01_BUF_BAL,1.0,BAL,BUF,71.0,6.0,0.0,3412.0,1612.0,0.0,0.4710029,-0.40504763,punt,0
2016,2016_01_BUF_BAL,1.0,BUF,BAL,76.0,18.0,0.0,3282.0,1482.0,0.0,0.41896108,0.22418077,punt,0
2016,2016_01_BUF_BAL,1.0,BUF,BAL,43.0,6.0,0.0,3030.0,1230.0,0.0,0.4749633,-0.44046333,go,0
2016,2016_01_BUF_BAL,1.0,BUF,BAL,48.0,11.0,0.0,3030.0,1230.0,0.0,0.47592688,0.44795814,punt,0
2016,2016_01_BUF_BAL,1.0,BAL,BUF,32.0,15.0,0.0,2741.0,941.0,0.0,0.5298005,1.7974256,fg,0
2016,2016_01_BUF_BAL,2.0,BUF,BAL,64.0,10.0,-3.0,2587.0,787.0,0.0,0.37058654,0.48040193,punt,0
2016,2016_01_BUF_BAL,2.0,BUF,BAL,1.0,1.0,-10.0,1986.0,186.0,0.0,0.22806047,2.8593578,go,1
2016,2016_01_BUF_BAL,3.0,BUF,BAL,37.0,1.0,-3.0,1553.0,1553.0,1.0,0.41169885,2.62021,go,1
2016,2016_01_BUF_BAL,3.0,BUF,BAL,31.0,15.0,-3.0,1423.0,1423.0,0.0,0.35824838,-3.8552082,fg,0
2016,2016_01_BUF_BAL,3.0,BAL,BUF,53.0,2.0,3.0,1363.0,1363.0,0.0,0.6756751,-1.1369573,punt,0
2016,2016_01_BUF_BAL,3.0,BUF,BAL,55.0,4.0,-3.0,1158.0,1158.0,0.0,0.31441906,0.5606744,punt,0
2016,2016_01_BUF_BAL,3.0,BAL,BUF,42.0,1.0,3.0,946.0,946.0,0.0,0.7249423,-3.14418,go,0
2016,2016_01_BUF_BAL,4.0,BUF,BAL,49.0,1.0,-3.0,859.0,859.0,0.0,0.3345623,-1.8792363,punt,0
2016,2016_01_BUF_BAL,4.0,BAL,BUF,78.0,18.0,3.0,779.0,779.0,0.0,0.63014334,0.465403,punt,0
2016,2016_01_BUF_BAL,4.0,BUF,BAL,59.0,4.0,-3.0,706.0,706.0,0.0,0.26749858,-0.6681594,punt,0
2016,2016_01_BUF_BAL,4.0,BAL,BUF,27.0,14.0,3.0,463.0,463.0,0.0,0.80422646,2.9730997,go,1
2016,2016_01_BUF_BAL,4.0,BAL,BUF,19.0,16.0,3.0,342.0,342.0,0.0,0.84611624,0.4691954,fg,0
2016,2016_01_BUF_BAL,4.0,BUF,BAL,86.0,18.0,-6.0,283.0,283.0,0.0,0.10051204,0.012181396,punt,0
2016,2016_01_CAR_DEN,2.0,CAR,DEN,59.0,5.0,7.0,2700.0,900.0,0.0,0.6815712,-0.42458135,punt,0
2016,2016_01_CAR_DEN,2.0,DEN,CAR,72.0,7.0,-7.0,1915.0,115.0,0.0,0.24192919,-0.02195773,punt,0
2016,2016_01_CAR_DEN,3.0,CAR,DEN,56.0,1.0,10.0,1593.0,1593.0,0.0,0.8327634,-0.77954,punt,0
2016,2016_01_CAR_DEN,3.0,CAR,DEN,89.0,10.0,10.0,1366.0,1366.0,0.0,0.77427065,2.2065659,punt,0
2016,2016_01_CAR_DEN,3.0,DEN,CAR,85.0,9.0,-10.0,1251.0,1251.0,0.0,0.13549532,0.4677549,punt,0
2016,2016_01_CAR_DEN,3.0,CAR,DEN,68.0,17.0,10.0,1150.0,1150.0,0.0,0.79510415,0.6490688,punt,0
2016,2016_01_CAR_DEN,4.0,DEN,CAR,2.0,1.0,-3.0,646.0,646.0,0.0,0.5674122,2.3241966,go,1
2016,2016_01_CAR_DEN,4.0,CAR,DEN,18.0,5.0,-4.0,265.0,265.0,0.0,0.39387465,0.37753,fg,0
2016,2016_01_CAR_DEN,4.0,DEN,CAR,82.0,17.0,1.0,197.0,197.0,0.0,0.5966545,-0.33316803,punt,0
2016,2016_01_CAR_DEN,4.0,CAR,DEN,71.0,21.0,-1.0,120.0,120.0,1.0,0.27019456,2.013688,go,1
2016,2016_01_CHI_HOU,1.0,HOU,CHI,78.0,12.0,-7.0,2970.0,1170.0,0.0,0.25463706,-1.4856143,punt,0
2016,2016_01_CHI_HOU,1.0,CHI,HOU,31.0,1.0,7.0,2869.0,1069.0,0.0,0.7394913,-4.165968,go,0
2016,2016_01_CHI_HOU,2.0,HOU,CHI,10.0,10.0,-7.0,2488.0,688.0,0.0,0.36077246,0.14794803,fg,0
2016,2016_01_CHI_HOU,2.0,CHI,HOU,77.0,9.0,4.0,2295.0,495.0,0.0,0.58666503,-0.6751102,punt,0
2016,2016_01_CHI_HOU,2.0,CHI,HOU,58.0,6.0,-3.0,1915.0,115.0,0.0,0.36404872,-0.42148188,punt,0
2016,2016_01_CHI_HOU,2.0,HOU,CHI,85.0,12.0,3.0,1850.0,50.0,0.0,0.5618314,0.08339177,punt,0
2016,2016_01_CHI_HOU,3.0,HOU,CHI,10.0,10.0,-4.0,1640.0,1640.0,0.0,0.48211133,0.14500402,fg,0
2016,2016_01_CHI_HOU,3.0,CHI,HOU,77.0,12.0,1.0,1569.0,1569.0,0.0,0.44860882,0.38231516,punt,0
2016,2016_01_CHI_HOU,3.0,HOU,CHI,73.0,14.0,-1.0,1504.0,1504.0,0.0,0.43562818,-0.38362747,punt,0
2016,2016_01_CHI_HOU,3.0,CHI,HOU,38.0,2.0,1.0,1370.0,1370.0,0.0,0.55454785,-1.0039206,punt,0
2016,2016_01_CHI_HOU,3.0,HOU,CHI,70.0,1.0,-1.0,1123.0,1123.0,0.0,0.47130617,0.12848926,punt,0
2016,2016_01_CHI_HOU,3.0,CHI,HOU,82.0,6.0,1.0,1065.0,1065.0,0.0,0.46127698,0.004154391,punt,0
2016,2016_01_CHI_HOU,4.0,CHI,HOU,64.0,15.0,-6.0,550.0,550.0,0.0,0.12310553,-0.9445166,punt,0
2016,2016_01_CHI_HOU,4.0,HOU,CHI,20.0,6.0,6.0,374.0,374.0,0.0,0.8944474,0.48327532,fg,0
2016,2016_01_CHI_HOU,4.0,CHI,HOU,76.0,12.0,-9.0,296.0,296.0,0.0,0.03626111,0.4150513,punt,0
2016,2016_01_CHI_HOU,4.0,HOU,CHI,56.0,7.0,9.0,126.0,126.0,0.0,0.98268914,-0.44944385,punt,0
2016,2016_01_CHI_HOU,4.0,CHI,HOU,55.0,10.0,-9.0,18.0,18.0,1.0,0.008920472,-0.66489214,go,0
2016,2016_01_CIN_NYJ,1.0,CIN,NYJ,72.0,7.0,0.0,3462.0,1662.0,0.0,0.34329668,0.7885972,punt,0
2016,2016_01_CIN_NYJ,1.0,NYJ,CIN,4.0,4.0,7.0,2925.0,1125.0,0.0,0.82124716,-3.2331347,fg,0
2016,2016_01_CIN_NYJ,1.0,CIN,NYJ,15.0,5.0,-7.0,2792.0,992.0,0.0,0.2521123,0.23355585,fg,0
2016,2016_01_CIN_NYJ,2.0,NYJ,CIN,61.0,15.0,4.0,2626.0,826.0,0.0,0.6875937,0.23757266,punt,0
2016,2016_01_CIN_NYJ,2.0,CIN,NYJ,85.0,20.0,-3.0,2288.0,488.0,0.0,0.2446484,-0.3688943,punt,0
2016,2016_01_CIN_NYJ,2.0,NYJ,CIN,27.0,5.0,3.0,2003.0,203.0,0.0,0.73649246,1.0801159,fg,0
2016,2016_01_CIN_NYJ,2.0,CIN,NYJ,3.0,3.0,-6.0,1801.0,1.0,0.0,0.33033133,0.037339356,fg,0
2016,2016_01_CIN_NYJ,3.0,NYJ,CIN,77.0,9.0,3.0,1620.0,1620.0,0.0,0.5989875,0.10616655,punt,0
2016,2016_01_CIN_NYJ,3.0,CIN,NYJ,69.0,15.0,-3.0,1507.0,1507.0,0.0,0.2740607,0.8661312,punt,0
2016,2016_01_CIN_NYJ,3.0,NYJ,CIN,61.0,4.0,3.0,1346.0,1346.0,0.0,0.6607094,0.81764185,punt,0
2016,2016_01_CIN_NYJ,4.0,NYJ,CIN,2.0,2.0,-4.0,689.0,689.0,0.0,0.49781117,0.033475667,fg,0
2016,2016_01_CIN_NYJ,4.0,CIN,NYJ,34.0,12.0,1.0,546.0,546.0,0.0,0.5318574,-3.264642,fg,0
2016,2016_01_CIN_NYJ,4.0,NYJ,CIN,6.0,1.0,-1.0,205.0,205.0,0.0,0.65999854,0.06705851,fg,0
2016,2016_01_CIN_NYJ,4.0,CIN,NYJ,29.0,2.0,-2.0,58.0,58.0,0.0,0.4329108,1.0567486,fg,0
2016,2016_01_CLE_PHI,1.0,CLE,PHI,70.0,5.0,-7.0,3224.0,1424.0,0.0,0.25055182,-0.05704469,punt,0
2016,2016_01_CLE_PHI,1.0,PHI,CLE,67.0,12.0,7.0,3085.0,1285.0,0.0,0.71666557,0.5630138,punt,0
2016,2016_01_CLE_PHI,1.0,CLE,PHI,77.0,7.0,-7.0,2970.0,1170.0,0.0,0.2522953,-1.2530506,punt,0
2016,2016_01_CLE_PHI,1.0,PHI,CLE,28.0,8.0,7.0,2751.0,951.0,0.0,0.74104196,-3.1381555,fg,0
2016,2016_01_CLE_PHI,2.0,CLE,PHI,59.0,5.0,-7.0,2690.0,890.0,0.0,0.27521482,-2.942606,go,0
2016,2016_01_CLE_PHI,2.0,PHI,CLE,4.0,4.0,7.0,2553.0,753.0,0.0,0.7994542,0.049567387,fg,0
2016,2016_01_CLE_PHI,2.0,PHI,CLE,72.0,5.0,3.0,2263.0,463.0,0.0,0.5717904,0.05586956,punt,0
2016,2016_01_CLE_PHI,2.0,PHI,CLE,19.0,10.0,3.0,1828.0,28.0,0.0,0.6779471,0.35844648,fg,0
2016,2016_01_CLE_PHI,3.0,CLE,PHI,17.0,10.0,-6.0,1741.0,1741.0,0.0,0.29093754,0.31351477,fg,0
2016,2016_01_CLE_PHI,3.0,PHI,CLE,52.0,10.0,3.0,1562.0,1562.0,0.0,0.664822,0.061751142,punt,0
2016,2016_01_CLE_PHI,3.0,PHI,CLE,40.0,4.0,5.0,1324.0,1324.0,1.0,0.74923944,3.0212965,go,1
2016,2016_01_CLE_PHI,3.0,CLE,PHI,57.0,2.0,-12.0,1114.0,1114.0,0.0,0.084797576,-0.2648192,punt,0
2016,2016_01_CLE_PHI,4.0,PHI,CLE,43.0,14.0,12.0,900.0,900.0,0.0,0.9064524,1.0716611,punt,0
2016,2016_01_CLE_PHI,4.0,CLE,PHI,96.0,7.0,-12.0,836.0,836.0,0.0,0.033074845,-0.13436182,punt,0
2016,2016_01_CLE_PHI,4.0,PHI,CLE,45.0,8.0,12.0,701.0,701.0,0.0,0.9374703,-0.6625891,punt,0
2016,2016_01_CLE_PHI,4.0,CLE,PHI,79.0,9.0,-12.0,608.0,608.0,0.0,0.027487505,0.1578906,punt,0
2016,2016_01_CLE_PHI,4.0,PHI,CLE,40.0,16.0,12.0,275.0,275.0,0.0,0.98632413,-0.34373748,punt,0
2016,2016_01_CLE_PHI,4.0,CLE,PHI,85.0,3.0,-12.0,221.0,221.0,1.0,0.01780609,-3.371867,go,0
2016,2016_01_DET_IND,1.0,IND,DET,48.0,12.0,0.0,3256.0,1456.0,0.0,0.48689947,-0.48681912,punt,0
2016,2016_01_DET_IND,1.0,IND,DET,73.0,8.0,-7.0,2898.0,1098.0,0.0,0.26193902,0.7038583,punt,0
2016,2016_01_DET_IND,1.0,DET,IND,76.0,6.0,7.0,2820.0,1020.0,0.0,0.66320646,0.723114,punt,0
2016,2016_01_DET_IND,1.0,IND,DET,75.0,8.0,-7.0,2779.0,979.0,0.0,0.25875166,0.9385894,punt,0
2016,2016_01_DET_IND,2.0,IND,DET,32.0,4.0,-14.0,2097.0,297.0,0.0,0.13834311,1.3232528,fg,0
2016,2016_01_DET_IND,3.0,DET,IND,71.0,6.0,11.0,1668.0,1668.0,0.0,0.8209961,0.73802274,punt,0
2016,2016_01_DET_IND,3.0,DET,IND,88.0,17.0,3.0,1297.0,1297.0,0.0,0.5116771,0.52118945,punt,0
2016,2016_01_DET_IND,3.0,IND,DET,62.0,10.0,-3.0,1265.0,1265.0,0.0,0.3750897,-0.5221386,punt,0
2016,2016_01_DET_IND,4.0,IND,DET,22.0,6.0,-10.0,862.0,862.0,0.0,0.20589381,0.6465429,fg,0
2016,2016_01_DET_IND,4.0,DET,IND,69.0,4.0,7.0,768.0,768.0,0.0,0.7455997,0.93467134,punt,0
2016,2016_01_GB_JAX,1.0,GB,JAX,20.0,1.0,0.0,3351.0,1551.0,0.0,0.50338364,2.0869205,go,1
2016,2016_01_GB_JAX,1.0,JAX,GB,61.0,12.0,-7.0,3066.0,1266.0,0.0,0.35843423,1.4133978,punt,0
2016,2016_01_GB_JAX,1.0,GB,JAX,94.0,7.0,7.0,3016.0,1216.0,0.0,0.57677984,-0.13785578,punt,0
2016,2016_01_GB_JAX,1.0,GB,JAX,69.0,4.0,0.0,2837.0,1037.0,0.0,0.3661382,0.4059613,punt,0
2016,2016_01_GB_JAX,1.0,JAX,GB,70.0,1.0,0.0,2709.0,909.0,0.0,0.5497981,1.017551,punt,0
2016,2016_01_GB_JAX,2.0,GB,JAX,93.0,6.0,0.0,2631.0,831.0,0.0,0.31470034,-0.09464574,punt,0
2016,2016_01_GB_JAX,2.0,JAX,GB,48.0,5.0,0.0,2532.0,732.0,1.0,0.5603103,3.1585336,go,1
2016,2016_01_GB_JAX,2.0,JAX,GB,8.0,4.0,0.0,2272.0,472.0,0.0,0.64986104,0.09345121,fg,0
2016,2016_01_GB_JAX,3.0,GB,JAX,7.0,7.0,4.0,1514.0,1514.0,0.0,0.7416994,0.06653521,fg,0
2016,2016_01_GB_JAX,3.0,JAX,GB,21.0,7.0,-7.0,1279.0,1279.0,0.0,0.32540545,0.6367591,fg,0
2016,2016_01_GB_JAX,4.0,GB,JAX,2.0,2.0,4.0,724.0,724.0,0.0,0.80448437,0.030693272,fg,0
2016,2016_01_GB_JAX,4.0,JAX,GB,49.0,4.0,-7.0,525.0,525.0,1.0,0.1460761,2.6965685,go,1
2016,2016_01_GB_JAX,4.0,JAX,GB,38.0,3.0,-7.0,449.0,449.0,1.0,0.15758981,2.8163016,go,1
2016,2016_01_GB_JAX,4.0,JAX,GB,32.0,13.0,-7.0,317.0,317.0,0.0,0.14156538,1.6867236,fg,0
2016,2016_01_GB_JAX,4.0,GB,JAX,81.0,9.0,4.0,203.0,203.0,0.0,0.64896774,-0.12610327,punt,0
2016,2016_01_GB_JAX,4.0,JAX,GB,46.0,4.0,-4.0,120.0,120.0,1.0,0.21237645,-0.46939638,go,0
2016,2016_01_GB_JAX,4.0,JAX,GB,56.0,14.0,-4.0,113.0,113.0,1.0,0.15242007,1.7042319,go,1
2016,2016_01_GB_JAX,4.0,JAX,GB,14.0,1.0,-4.0,23.0,23.0,1.0,0.414474,-2.2277858,go,0
2016,2016_01_LA_SF,1.0,LA,SF,46.0,10.0,0.0,3388.0,1588.0,0.0,0.39257142,-0.48330164,punt,0
2016,2016_01_LA_SF,1.0,SF,LA,61.0,1.0,0.0,3242.0,1442.0,0.0,0.59458596,0.11388072,punt,0
2016,2016_01_LA_SF,1.0,LA,SF,95.0,14.0,0.0,3113.0,1313.0,0.0,0.31618926,0.400707,punt,0
2016,2016_01_LA_SF,1.0,LA,SF,73.0,4.0,-7.0,2811.0,1011.0,0.0,0.19578901,0.5452391,punt,0
2016,2016_01_LA_SF,2.0,SF,LA,34.0,1.0,7.0,2653.0,853.0,1.0,0.79657453,-3.685704,go,0
2016,2016_01_LA_SF,2.0,LA,SF,33.0,1.0,-7.0,2496.0,696.0,0.0,0.22792475,0.6994214,go,1
2016,2016_01_LA_SF,2.0,SF,LA,39.0,6.0,7.0,2406.0,606.0,1.0,0.79180473,4.0080276,go,1
2016,2016_01_LA_SF,2.0,LA,SF,46.0,5.0,-14.0,2134.0,334.0,0.0,0.09976886,-0.40445054,punt,0
2016,2016_01_LA_SF,2.0,LA,SF,59.0,8.0,-14.0,1951.0,151.0,0.0,0.08849412,-0.46439695,punt,0
2016,2016_01_LA_SF,2.0,SF,LA,77.0,7.0,14.0,1876.0,76.0,0.0,0.8920963,-1.0178735,punt,0
2016,2016_01_LA_SF,2.0,LA,SF,70.0,19.0,-14.0,1822.0,22.0,0.0,0.071413286,0.06311812,punt,0
2016,2016_01_LA_SF,3.0,SF,LA,85.0,20.0,14.0,1696.0,1696.0,0.0,0.8752442,0.37154084,punt,0
2016,2016_01_LA_SF,3.0,LA,SF,55.0,6.0,-14.0,1576.0,1576.0,0.0,0.08571003,-0.12636787,punt,0
2016,2016_01_LA_SF,3.0,SF,LA,79.0,7.0,14.0,1526.0,1526.0,0.0,0.896774,1.5083412,punt,0
2016,2016_01_LA_SF,3.0,LA,SF,78.0,5.0,-14.0,1461.0,1461.0,0.0,0.059044525,0.08874666,punt,0
2016,2016_01_LA_SF,3.0,SF,LA,67.0,12.0,14.0,1364.0,1364.0,0.0,0.90234834,0.03528001,punt,0
2016,2016_01_LA_SF,3.0,LA,SF,63.0,11.0,-14.0,1211.0,1211.0,0.0,0.061672553,0.59606403,punt,0
2016,2016_01_LA_SF,3.0,SF,LA,82.0,8.0,14.0,1147.0,1147.0,0.0,0.9268835,-1.4399614,punt,0
2016,2016_01_LA_SF,4.0,LA,SF,69.0,4.0,-21.0,673.0,673.0,0.0,0.009360833,0.15246187,punt,0
2016,2016_01_LA_SF,4.0,LA,SF,24.0,10.0,-28.0,161.0,161.0,1.0,0.00007952242,-2.9431891,go,0
2016,2016_01_LA_SF,4.0,SF,LA,80.0,9.0,28.0,31.0,31.0,0.0,0.9998635,0.28180718,punt,0
2016,2016_01_MIA_SEA,1.0,SEA,MIA,56.0,4.0,0.0,3491.0,1691.0,0.0,0.4966851,-0.28469846,punt,0
2016,2016_01_MIA_SEA,1.0,MIA,SEA,76.0,5.0,0.0,3387.0,1587.0,0.0,0.4235022,-0.020744815,punt,0
2016,2016_01_MIA_SEA,1.0,SEA,MIA,21.0,14.0,0.0,3015.0,1215.0,0.0,0.57626706,0.63533074,fg,0
2016,2016_01_MIA_SEA,1.0,MIA,SEA,17.0,1.0,-3.0,2781.0,981.0,0.0,0.4979607,-3.924994,go,0
2016,2016_01_MIA_SEA,2.0,SEA,MIA,74.0,1.0,3.0,2660.0,860.0,0.0,0.5736775,-0.27170196,punt,0
2016,2016_01_MIA_SEA,2.0,MIA,SEA,69.0,8.0,-3.0,2560.0,760.0,0.0,0.33936742,0.46346533,punt,0
2016,2016_01_MIA_SEA,2.0,MIA,SEA,23.0,6.0,-3.0,2329.0,529.0,0.0,0.45916533,0.69015807,fg,0
2016,2016_01_MIA_SEA,2.0,SEA,MIA,59.0,8.0,0.0,2152.0,352.0,0.0,0.4865774,-0.44241443,punt,0
2016,2016_01_MIA_SEA,2.0,MIA,SEA,57.0,5.0,0.0,2070.0,270.0,0.0,0.44868705,-0.33296648,punt,0
2016,2016_01_MIA_SEA,2.0,SEA,MIA,82.0,12.0,0.0,2018.0,218.0,0.0,0.43877292,-0.0054663415,punt,0
2016,2016_01_MIA_SEA,2.0,MIA,SEA,61.0,9.0,0.0,1920.0,120.0,0.0,0.45666394,0.36818194,punt,0
2016,2016_01_MIA_SEA,3.0,MIA,SEA,59.0,10.0,-3.0,1676.0,1676.0,0.0,0.3173736,0.2093525,punt,0
2016,2016_01_MIA_SEA,3.0,SEA,MIA,82.0,22.0,3.0,1473.0,1473.0,0.0,0.59760565,1.1961145,punt,0
2016,2016_01_MIA_SEA,3.0,MIA,SEA,72.0,8.0,-3.0,1390.0,1390.0,0.0,0.2789565,-1.2044497,punt,0
2016,2016_01_MIA_SEA,3.0,SEA,MIA,31.0,1.0,3.0,1202.0,1202.0,1.0,0.7328759,-3.4999893,go,0
2016,2016_01_MIA_SEA,3.0,MIA,SEA,49.0,7.0,-3.0,1112.0,1112.0,0.0,0.3304705,0.2895838,punt,0
2016,2016_01_MIA_SEA,4.0,MIA,SEA,9.0,9.0,-3.0,645.0,645.0,0.0,0.443081,-3.8794296,fg,0
2016,2016_01_MIA_SEA,4.0,SEA,MIA,41.0,6.0,3.0,437.0,437.0,0.0,0.75206846,-0.6887714,punt,0
2016,2016_01_MIA_SEA,4.0,SEA,MIA,66.0,1.0,-4.0,185.0,185.0,1.0,0.22251563,2.0353365,go,1
2016,2016_01_MIA_SEA,4.0,SEA,MIA,53.0,4.0,-4.0,128.0,128.0,1.0,0.20821117,3.0829651,go,1
2016,2016_01_MIN_TEN,1.0,TEN,MIN,36.0,11.0,0.0,3335.0,1535.0,0.0,0.5345999,-1.7482125,punt,0
2016,2016_01_MIN_TEN,1.0,MIN,TEN,74.0,4.0,0.0,3262.0,1462.0,0.0,0.42197576,-0.5367599,punt,0
2016,2016_01_MIN_TEN,1.0,TEN,MIN,10.0,6.0,0.0,2990.0,1190.0,0.0,0.60925955,0.13010146,fg,0
2016,2016_01_MIN_TEN,2.0,MIN,TEN,19.0,18.0,-3.0,2538.0,738.0,0.0,0.4555636,-4.0653863,fg,0
2016,2016_01_MIN_TEN,2.0,TEN,MIN,45.0,2.0,3.0,2281.0,481.0,0.0,0.6267348,-0.8072033,punt,0
2016,2016_01_MIN_TEN,2.0,MIN,TEN,63.0,1.0,-3.0,2103.0,303.0,0.0,0.38656723,-0.8366104,punt,0
2016,2016_01_MIN_TEN,3.0,MIN,TEN,32.0,8.0,-10.0,1741.0,1741.0,0.0,0.17047755,1.5838546,fg,0
2016,2016_01_MIN_TEN,3.0,TEN,MIN,71.0,1.0,7.0,1599.0,1599.0,0.0,0.756434,-0.5880539,punt,0
2016,2016_01_MIN_TEN,3.0,MIN,TEN,15.0,2.0,-7.0,1264.0,1264.0,0.0,0.27125657,0.23141947,fg,0
2016,2016_01_MIN_TEN,3.0,TEN,MIN,76.0,11.0,-2.0,935.0,935.0,0.0,0.3683546,0.5257103,punt,0
2016,2016_01_MIN_TEN,4.0,MIN,TEN,27.0,6.0,2.0,682.0,682.0,0.0,0.64621323,1.0323982,fg,0
2016,2016_01_MIN_TEN,4.0,MIN,TEN,41.0,5.0,12.0,501.0,501.0,0.0,0.94560397,-0.8645448,punt,0
2016,2016_01_MIN_TEN,4.0,TEN,MIN,95.0,20.0,-12.0,442.0,442.0,0.0,0.02189049,0.24472539,punt,0
2016,2016_01_MIN_TEN,4.0,MIN,TEN,12.0,6.0,12.0,161.0,161.0,0.0,0.9950641,0.16440728,fg,0
2016,2016_01_NE_ARI,1.0,ARI,NE,51.0,1.0,0.0,3429.0,1629.0,0.0,0.5191948,-1.0866885,go,0
2016,2016_01_NE_ARI,1.0,ARI,NE,56.0,6.0,0.0,3419.0,1619.0,0.0,0.49289498,-0.69510686,punt,0
2016,2016_01_NE_ARI,1.0,ARI,NE,47.0,7.0,-7.0,3078.0,1278.0,0.0,0.29453138,0.16552779,punt,0
2016,2016_01_NE_ARI,1.0,NE,ARI,29.0,3.0,7.0,2765.0,965.0,0.0,0.73619825,1.0482968,fg,0
2016,2016_01_NE_ARI,2.0,ARI,NE,39.0,10.0,-10.0,2550.0,750.0,0.0,0.20932336,-0.97605515,punt,0
2016,2016_01_NE_ARI,2.0,NE,ARI,74.0,10.0,3.0,1920.0,120.0,0.0,0.56954736,-0.6131755,punt,0
2016,2016_01_NE_ARI,2.0,ARI,NE,62.0,10.0,-3.0,1894.0,94.0,0.0,0.37095258,-0.92672694,punt,0
2016,2016_01_NE_ARI,2.0,NE,ARI,77.0,18.0,3.0,1822.0,22.0,0.0,0.57922953,-0.09849966,punt,0
2016,2016_01_NE_ARI,3.0,ARI,NE,67.0,12.0,-10.0,1328.0,1328.0,0.0,0.1585599,-0.043861393,punt,0
2016,2016_01_NE_ARI,4.0,NE,ARI,35.0,14.0,3.0,760.0,760.0,0.0,0.6522001,1.6437688,fg,0
2016,2016_01_NE_ARI,4.0,NE,ARI,14.0,2.0,-1.0,228.0,228.0,0.0,0.5788991,0.21906188,fg,0
2016,2016_01_NE_ARI,4.0,ARI,NE,29.0,5.0,-2.0,41.0,41.0,0.0,0.46688703,-2.1838624,fg,0
2016,2016_01_NYG_DAL,1.0,DAL,NYG,5.0,5.0,0.0,3097.0,1297.0,0.0,0.60925955,0.0653803,fg,0
2016,2016_01_NYG_DAL,1.0,NYG,DAL,60.0,7.0,-3.0,2957.0,1157.0,0.0,0.37849146,0.7538554,punt,0
2016,2016_01_NYG_DAL,2.0,DAL,NYG,28.0,11.0,3.0,2478.0,678.0,0.0,0.60660833,-1.382872,go,0
2016,2016_01_NYG_DAL,2.0,DAL,NYG,38.0,21.0,3.0,2474.0,674.0,0.0,0.6054719,2.2009099,fg,0
2016,2016_01_NYG_DAL,2.0,DAL,NYG,7.0,4.0,-1.0,2048.0,248.0,0.0,0.586251,0.08396138,fg,0
2016,2016_01_NYG_DAL,3.0,NYG,DAL,86.0,15.0,-3.0,1428.0,1428.0,0.0,0.26115915,0.37892425,punt,0
2016,2016_01_NYG_DAL,3.0,DAL,NYG,59.0,9.0,3.0,1361.0,1361.0,0.0,0.66649324,0.42152616,punt,0
2016,2016_01_NYG_DAL,3.0,NYG,DAL,68.0,3.0,-3.0,1152.0,1152.0,0.0,0.31223565,-0.19627969,punt,0
2016,2016_01_NYG_DAL,4.0,DAL,NYG,36.0,6.0,3.0,844.0,844.0,0.0,0.72349715,1.9203436,fg,0
2016,2016_01_NYG_DAL,4.0,NYG,DAL,55.0,5.0,-6.0,726.0,726.0,0.0,0.16814682,-0.6069905,punt,0
2016,2016_01_NYG_DAL,4.0,DAL,NYG,85.0,15.0,6.0,625.0,625.0,0.0,0.7288721,-0.36785805,punt,0
2016,2016_01_NYG_DAL,4.0,DAL,NYG,67.0,13.0,-1.0,246.0,246.0,0.0,0.40026546,0.16648407,punt,0
2016,2016_01_NYG_DAL,4.0,NYG,DAL,37.0,1.0,1.0,72.0,72.0,0.0,0.8252725,-1.1085669,punt,0
2016,2016_01_OAK_NO,1.0,LV,NO,29.0,18.0,0.0,3448.0,1648.0,0.0,0.5301511,1.160755,fg,0
2016,2016_01_OAK_NO,1.0,NO,LV,24.0,21.0,-3.0,3096.0,1296.0,0.0,0.45693916,0.9697924,fg,0
2016,2016_01_OAK_NO,2.0,NO,LV,2.0,2.0,-7.0,2531.0,731.0,0.0,0.37256387,1.3274508,go,0
2016,2016_01_OAK_NO,2.0,NO,LV,1.0,1.0,-7.0,2520.0,720.0,0.0,0.37759158,2.4544792,go,1
2016,2016_01_OAK_NO,2.0,LV,NO,62.0,9.0,0.0,2351.0,551.0,0.0,0.45011666,-0.5140387,punt,0
2016,2016_01_OAK_NO,2.0,LV,NO,67.0,1.0,-7.0,1972.0,172.0,0.0,0.2581888,-1.315133,punt,0
2016,2016_01_OAK_NO,2.0,NO,LV,47.0,4.0,7.0,1886.0,86.0,0.0,0.75762254,-0.3829177,go,0
2016,2016_01_OAK_NO,2.0,NO,LV,52.0,9.0,7.0,1880.0,80.0,0.0,0.7497052,-0.9475132,punt,0
2016,2016_01_OAK_NO,3.0,LV,NO,68.0,3.0,-7.0,1721.0,1721.0,0.0,0.2140336,0.76538444,punt,0
2016,2016_01_OAK_NO,3.0,NO,LV,85.0,5.0,7.0,1597.0,1597.0,0.0,0.7351881,0.54052854,punt,0
2016,2016_01_OAK_NO,3.0,LV,NO,45.0,10.0,-7.0,1392.0,1392.0,0.0,0.20852154,0.12322335,punt,0
2016,2016_01_OAK_NO,3.0,LV,NO,13.0,8.0,-14.0,1096.0,1096.0,0.0,0.09490931,0.1309874,fg,0
2016,2016_01_OAK_NO,4.0,NO,LV,33.0,5.0,11.0,827.0,827.0,0.0,0.9118525,-3.3300347,fg,0
