season,week,game_id,team,distance_bucket,fg_make_rate_roll6
2021,8,2021_08_CAR_ATL,ATL,41-50,
2021,9,2021_09_ATL_NO,ATL,31-40,
2021,9,2021_09_ATL_NO,ATL,0-30,
2021,10,2021_10_ATL_DAL,ATL,31-40,
2021,11,2021_11_NE_ATL,ATL,41-50,
2021,13,2021_13_TB_ATL,ATL,0-30,
2021,14,2021_14_ATL_CAR,ATL,31-40,1.0
2021,14,2021_14_ATL_CAR,ATL,41-50,
2021,15,2021_15_ATL_SF,ATL,41-50,
2021,15,2021_15_ATL_SF,ATL,0-30,
2021,16,2021_16_DET_ATL,ATL,51-55,
2021,16,2021_16_DET_ATL,ATL,41-50,
2021,17,2021_17_ATL_BUF,ATL,0-30,
2021,18,2021_18_NO_ATL,ATL,51-55,
2021,18,2021_18_NO_ATL,ATL,41-50,
2022,1,2022_01_NO_ATL,ATL,51-55,
2022,1,2022_01_NO_ATL,ATL,56+,
2022,1,2022_01_NO_ATL,ATL,0-30,
2022,1,2022_01_NO_ATL,ATL,41-50,
2022,1,2022_01_NO_ATL,ATL,31-40,
2022,2,2022_02_ATL_LA,ATL,41-50,
2022,2,2022_02_ATL_LA,ATL,0-30,
2022,3,2022_03_ATL_SEA,ATL,41-50,
2022,3,2022_03_ATL_SEA,ATL,51-55,
2022,4,2022_04_CLE_ATL,ATL,0-30,
2022,4,2022_04_CLE_ATL,ATL,41-50,
2022,5,2022_05_ATL_TB,ATL,51-55,
2022,7,2022_07_ATL_CIN,ATL,41-50,
2022,8,2022_08_CAR_ATL,ATL,0-30,
2022,8,2022_08_CAR_ATL,ATL,31-40,
2022,8,2022_08_CAR_ATL,ATL,41-50,
2022,9,2022_09_LAC_ATL,ATL,41-50,0.8333333333333334
2022,9,2022_09_LAC_ATL,ATL,0-30,
2022,10,2022_10_ATL_CAR,ATL,31-40,
2022,11,2022_11_CHI_ATL,ATL,31-40,
2022,11,2022_11_CHI_ATL,ATL,51-55,
2022,12,2022_12_ATL_WAS,ATL,41-50,0.6666666666666666
2022,12,2022_12_ATL_WAS,ATL,56+,
2022,13,2022_13_PIT_ATL,ATL,41-50,0.8333333333333334
2022,13,2022_13_PIT_ATL,ATL,0-30,
2022,13,2022_13_PIT_ATL,ATL,51-55,
2022,15,2022_15_ATL_NO,ATL,0-30,1.0
2022,16,2022_16_ATL_BAL,ATL,31-40,
2022,17,2022_17_ARI_ATL,ATL,0-30,1.0
2022,18,2022_18_TB_ATL,ATL,0-30,1.0
2022,18,2022_18_TB_ATL,ATL,51-55,
2022,18,2022_18_TB_ATL,ATL,41-50,0.8333333333333334
2023,1,2023_01_CAR_ATL,ATL,41-50,
2023,2,2023_02_GB_ATL,ATL,0-30,
2023,2,2023_02_GB_ATL,ATL,31-40,
2023,3,2023_03_ATL_DET,ATL,41-50,
2023,3,2023_03_ATL_DET,ATL,0-30,
2023,5,2023_05_HOU_ATL,ATL,31-40,
2023,6,2023_06_WAS_ATL,ATL,41-50,
2023,7,2023_07_ATL_TB,ATL,0-30,
2023,7,2023_07_ATL_TB,ATL,51-55,
2023,7,2023_07_ATL_TB,ATL,41-50,
2023,8,2023_08_ATL_TEN,ATL,41-50,
2023,8,2023_08_ATL_TEN,ATL,31-40,
2023,8,2023_08_ATL_TEN,ATL,0-30,
2023,9,2023_09_MIN_ATL,ATL,51-55,
2023,9,2023_09_MIN_ATL,ATL,0-30,
2023,9,2023_09_MIN_ATL,ATL,41-50,
2023,10,2023_10_ATL_ARI,ATL,31-40,
2023,12,2023_12_NO_ATL,ATL,31-40,
2023,13,2023_13_ATL_NYJ,ATL,41-50,0.9166666666666666
2023,13,2023_13_ATL_NYJ,ATL,0-30,
2023,14,2023_14_TB_ATL,ATL,41-50,0.9166666666666666
2023,14,2023_14_TB_ATL,ATL,51-55,
2023,14,2023_14_TB_ATL,ATL,0-30,1.0
2023,16,2023_16_IND_ATL,ATL,0-30,1.0
2023,16,2023_16_IND_ATL,ATL,31-40,
2023,16,2023_16_IND_ATL,ATL,41-50,0.8333333333333334
2023,17,2023_17_ATL_CHI,ATL,31-40,1.0
2023,17,2023_17_ATL_CHI,ATL,41-50,0.8333333333333334
2023,18,2023_18_ATL_NO,ATL,0-30,1.0
2024,1,2024_01_PIT_ATL,ATL,0-30,
2024,2,2024_02_ATL_PHI,ATL,31-40,
2024,2,2024_02_ATL_PHI,ATL,0-30,
2024,3,2024_03_KC_ATL,ATL,51-55,
