season,week,game_id,team,interceptions,fumbles_forced,total_turnovers,turnovers_roll6
2016,1,2016_01_NE_ARI,ARI,0.0,2.0,2.0,
2016,2,2016_02_TB_ARI,ARI,4.0,0.0,4.0,
2016,3,2016_03_ARI_BUF,ARI,1.0,2.0,3.0,
2016,4,2016_04_LA_ARI,ARI,0.0,1.0,1.0,
2016,5,2016_05_ARI_SF,ARI,2.0,2.0,4.0,
2016,6,2016_06_NYJ_ARI,ARI,2.0,1.0,3.0,
2016,7,2016_07_SEA_ARI,ARI,0.0,2.0,2.0,2.8333333333333335
2016,8,2016_08_ARI_CAR,ARI,0.0,1.0,1.0,2.8333333333333335
2016,10,2016_10_SF_ARI,ARI,0.0,0.0,0.0,2.3333333333333335
2016,11,2016_11_ARI_MIN,ARI,0.0,1.0,1.0,1.8333333333333333
2016,12,2016_12_ARI_ATL,ARI,1.0,0.0,1.0,1.8333333333333333
2016,13,2016_13_WAS_ARI,ARI,1.0,2.0,3.0,1.3333333333333333
2016,14,2016_14_ARI_MIA,ARI,1.0,1.0,2.0,1.3333333333333333
2016,15,2016_15_NO_ARI,ARI,0.0,1.0,1.0,1.3333333333333333
2016,16,2016_16_ARI_SEA,ARI,0.0,0.0,0.0,1.3333333333333333
2016,17,2016_17_ARI_LA,ARI,2.0,5.0,7.0,1.3333333333333333
2017,1,2017_01_ARI_DET,ARI,1.0,0.0,1.0,
2017,2,2017_02_ARI_IND,ARI,1.0,2.0,3.0,
2017,3,2017_03_DAL_ARI,ARI,0.0,0.0,0.0,
2017,4,2017_04_SF_ARI,ARI,1.0,1.0,2.0,
2017,5,2017_05_ARI_PHI,ARI,1.0,0.0,1.0,
2017,6,2017_06_TB_ARI,ARI,2.0,0.0,2.0,
2017,7,2017_07_ARI_LA,ARI,1.0,0.0,1.0,1.5
2017,9,2017_09_ARI_SF,ARI,1.0,1.0,2.0,1.5
2017,10,2017_10_SEA_ARI,ARI,0.0,1.0,1.0,1.3333333333333333
2017,11,2017_11_ARI_HOU,ARI,1.0,4.0,5.0,1.5
2017,12,2017_12_JAX_ARI,ARI,1.0,2.0,3.0,2.0
2017,13,2017_13_LA_ARI,ARI,1.0,1.0,2.0,2.3333333333333335
2017,14,2017_14_TEN_ARI,ARI,2.0,0.0,2.0,2.3333333333333335
2017,15,2017_15_ARI_WAS,ARI,0.0,1.0,1.0,2.5
2017,16,2017_16_NYG_ARI,ARI,2.0,2.0,4.0,2.3333333333333335
2017,17,2017_17_ARI_SEA,ARI,0.0,2.0,2.0,2.8333333333333335
2018,1,2018_01_WAS_ARI,ARI,0.0,2.0,2.0,
2018,2,2018_02_ARI_LA,ARI,1.0,0.0,1.0,
2018,3,2018_03_CHI_ARI,ARI,1.0,1.0,2.0,
2018,4,2018_04_SEA_ARI,ARI,0.0,2.0,2.0,
2018,5,2018_05_ARI_SF,ARI,2.0,3.0,5.0,
2018,6,2018_06_ARI_MIN,ARI,1.0,1.0,2.0,
2018,7,2018_07_DEN_ARI,ARI,1.0,0.0,1.0,2.3333333333333335
2018,8,2018_08_SF_ARI,ARI,0.0,0.0,0.0,2.1666666666666665
2018,10,2018_10_ARI_KC,ARI,0.0,1.0,1.0,2.0
2018,11,2018_11_OAK_ARI,ARI,0.0,0.0,0.0,1.8333333333333333
2018,12,2018_12_ARI_LAC,ARI,0.0,1.0,1.0,1.5
2018,13,2018_13_ARI_GB,ARI,0.0,0.0,0.0,0.8333333333333334
2018,14,2018_14_DET_ARI,ARI,0.0,1.0,1.0,0.5
2018,15,2018_15_ARI_ATL,ARI,0.0,0.0,0.0,0.5
2018,16,2018_16_LA_ARI,ARI,0.0,1.0,1.0,0.5
2018,17,2018_17_ARI_SEA,ARI,1.0,0.0,1.0,0.5
2019,1,2019_01_DET_ARI,ARI,0.0,2.0,2.0,
2019,2,2019_02_ARI_BAL,ARI,0.0,1.0,1.0,
2019,3,2019_03_CAR_ARI,ARI,0.0,2.0,2.0,
2019,4,2019_04_SEA_ARI,ARI,0.0,3.0,3.0,
2019,5,2019_05_ARI_CIN,ARI,0.0,0.0,0.0,
2019,6,2019_06_ATL_ARI,ARI,0.0,1.0,1.0,
2019,7,2019_07_ARI_NYG,ARI,1.0,3.0,4.0,1.5
2019,8,2019_08_ARI_NO,ARI,1.0,0.0,1.0,1.8333333333333333
2019,9,2019_09_SF_ARI,ARI,0.0,0.0,0.0,1.8333333333333333
2019,10,2019_10_ARI_TB,ARI,2.0,1.0,3.0,1.5
2019,11,2019_11_ARI_SF,ARI,2.0,0.0,2.0,1.5
2019,13,2019_13_LA_ARI,ARI,0.0,0.0,0.0,1.8333333333333333
2019,14,2019_14_PIT_ARI,ARI,0.0,3.0,3.0,1.6666666666666667
2019,15,2019_15_CLE_ARI,ARI,1.0,1.0,2.0,1.5
2019,16,2019_16_ARI_SEA,ARI,0.0,2.0,2.0,1.6666666666666667
2019,17,2019_17_ARI_LA,ARI,0.0,0.0,0.0,2.0
2020,1,2020_01_ARI_SF,ARI,0.0,0.0,0.0,
2020,2,2020_02_WAS_ARI,ARI,0.0,1.0,1.0,
2020,3,2020_03_DET_ARI,ARI,0.0,0.0,0.0,
2020,4,2020_04_ARI_CAR,ARI,1.0,0.0,1.0,
2020,5,2020_05_ARI_NYJ,ARI,0.0,0.0,0.0,
2020,6,2020_06_ARI_DAL,ARI,2.0,2.0,4.0,
2020,7,2020_07_SEA_ARI,ARI,3.0,0.0,3.0,1.0
2020,9,2020_09_MIA_ARI,ARI,0.0,0.0,0.0,1.5
2020,10,2020_10_BUF_ARI,ARI,2.0,0.0,2.0,1.3333333333333333
2020,11,2020_11_ARI_SEA,ARI,0.0,0.0,0.0,1.6666666666666667
2020,12,2020_12_ARI_NE,ARI,2.0,0.0,2.0,1.5
2020,13,2020_13_LA_ARI,ARI,0.0,0.0,0.0,1.8333333333333333
2020,14,2020_14_ARI_NYG,ARI,0.0,5.0,5.0,1.1666666666666667
2020,15,2020_15_PHI_ARI,ARI,0.0,3.0,3.0,1.5
2020,16,2020_16_SF_ARI,ARI,0.0,1.0,1.0,2.0
2020,17,2020_17_ARI_LA,ARI,1.0,1.0,2.0,1.8333333333333333
2021,1,2021_01_ARI_TEN,ARI,1.0,2.0,3.0,
2021,2,2021_02_MIN_ARI,ARI,0.0,2.0,2.0,
2021,3,2021_03_ARI_JAX,ARI,2.0,3.0,5.0,
2021,4,2021_04_ARI_LA,ARI,1.0,1.0,2.0,
2021,5,2021_05_SF_ARI,ARI,1.0,0.0,1.0,
2021,6,2021_06_ARI_CLE,ARI,1.0,2.0,3.0,
2021,7,2021_07_HOU_ARI,ARI,0.0,1.0,1.0,2.6666666666666665
2021,8,2021_08_GB_ARI,ARI,0.0,1.0,1.0,2.3333333333333335
2021,9,2021_09_ARI_SF,ARI,1.0,2.0,3.0,2.1666666666666665
2021,10,2021_10_CAR_ARI,ARI,1.0,0.0,1.0,1.8333333333333333
2021,11,2021_11_ARI_SEA,ARI,0.0,1.0,1.0,1.6666666666666667
2021,13,2021_13_ARI_CHI,ARI,4.0,0.0,4.0,1.6666666666666667
2021,14,2021_14_LA_ARI,ARI,0.0,1.0,1.0,1.8333333333333333
2021,15,2021_15_ARI_DET,ARI,0.0,1.0,1.0,1.8333333333333333
2021,16,2021_16_IND_ARI,ARI,0.0,0.0,0.0,1.8333333333333333
2021,17,2021_17_ARI_DAL,ARI,0.0,2.0,2.0,1.3333333333333333
2021,18,2021_18_SEA_ARI,ARI,1.0,1.0,2.0,1.5
2022,1,2022_01_KC_ARI,ARI,0.0,3.0,3.0,
2022,2,2022_02_ARI_LV,ARI,0.0,2.0,2.0,
2022,3,2022_03_LA_ARI,ARI,0.0,1.0,1.0,
2022,4,2022_04_ARI_CAR,ARI,2.0,0.0,2.0,
2022,5,2022_05_PHI_ARI,ARI,0.0,0.0,0.0,
2022,6,2022_06_ARI_SEA,ARI,0.0,1.0,1.0,
2022,7,2022_07_NO_ARI,ARI,3.0,0.0,3.0,1.5
2022,8,2022_08_ARI_MIN,ARI,0.0,1.0,1.0,1.5
2022,9,2022_09_SEA_ARI,ARI,1.0,0.0,1.0,1.3333333333333333
2022,10,2022_10_ARI_LA,ARI,1.0,1.0,2.0,1.3333333333333333
2022,11,2022_11_SF_ARI,ARI,0.0,0.0,0.0,1.3333333333333333
2022,12,2022_12_LAC_ARI,ARI,0.0,1.0,1.0,1.3333333333333333
2022,14,2022_14_NE_ARI,ARI,1.0,0.0,1.0,1.3333333333333333
2022,15,2022_15_ARI_DEN,ARI,1.0,1.0,2.0,1.0
2022,16,2022_16_TB_ARI,ARI,2.0,0.0,2.0,1.1666666666666667
2022,17,2022_17_ARI_ATL,ARI,0.0,0.0,0.0,1.3333333333333333
2022,18,2022_18_ARI_SF,ARI,0.0,0.0,0.0,1.0
2023,1,2023_01_ARI_WAS,ARI,1.0,2.0,3.0,
2023,2,2023_02_NYG_ARI,ARI,1.0,0.0,1.0,
2023,3,2023_03_DAL_ARI,ARI,1.0,0.0,1.0,
2023,4,2023_04_ARI_SF,ARI,0.0,0.0,0.0,
2023,5,2023_05_CIN_ARI,ARI,1.0,1.0,2.0,
2023,6,2023_06_ARI_LA,ARI,0.0,0.0,0.0,
2023,7,2023_07_ARI_SEA,ARI,1.0,0.0,1.0,1.1666666666666667
2023,8,2023_08_BAL_ARI,ARI,0.0,1.0,1.0,0.8333333333333334
2023,9,2023_09_ARI_CLE,ARI,0.0,0.0,0.0,0.8333333333333334
2023,10,2023_10_ATL_ARI,ARI,0.0,0.0,0.0,0.6666666666666666
2023,11,2023_11_ARI_HOU,ARI,3.0,0.0,3.0,0.6666666666666666
2023,12,2023_12_LA_ARI,ARI,1.0,0.0,1.0,0.8333333333333334
2023,13,2023_13_ARI_PIT,ARI,0.0,0.0,0.0,1.0
2023,15,2023_15_SF_ARI,ARI,0.0,0.0,0.0,0.8333333333333334
2023,16,2023_16_ARI_CHI,ARI,1.0,0.0,1.0,0.6666666666666666
2023,17,2023_17_ARI_PHI,ARI,1.0,0.0,1.0,0.8333333333333334
2023,18,2023_18_SEA_ARI,ARI,0.0,0.0,0.0,1.0
2024,1,2024_01_ARI_BUF,ARI,0.0,1.0,1.0,
2024,2,2024_02_LA_ARI,ARI,0.0,1.0,1.0,
2024,3,2024_03_DET_ARI,ARI,1.0,0.0,1.0,
2024,4,2024_04_WAS_ARI,ARI,1.0,0.0,1.0,
2024,5,2024_05_ARI_SF,ARI,2.0,1.0,3.0,
2024,6,2024_06_ARI_GB,ARI,1.0,0.0,1.0,
2024,7,2024_07_LAC_ARI,ARI,0.0,2.0,2.0,1.3333333333333333
2024,8,2024_08_ARI_MIA,ARI,0.0,2.0,2.0,1.5
2024,9,2024_09_CHI_ARI,ARI,0.0,1.0,1.0,1.6666666666666667
2024,10,2024_10_NYJ_ARI,ARI,0.0,1.0,1.0,1.6666666666666667
2024,12,2024_12_ARI_SEA,ARI,1.0,1.0,2.0,1.6666666666666667
2024,13,2024_13_ARI_MIN,ARI,0.0,2.0,2.0,1.5
2024,14,2024_14_SEA_ARI,ARI,0.0,0.0,0.0,1.6666666666666667
2024,15,2024_15_NE_ARI,ARI,1.0,1.0,2.0,1.3333333333333333
2024,16,2024_16_ARI_CAR,ARI,0.0,0.0,0.0,1.3333333333333333
2024,17,2024_17_ARI_LA,ARI,0.0,0.0,0.0,1.1666666666666667
2024,18,2024_18_SF_ARI,ARI,2.0,4.0,6.0,1.0
2016,1,2016_01_TB_ATL,ATL,1.0,0.0,1.0,
2016,2,2016_02_ATL_OAK,ATL,0.0,0.0,0.0,
2016,3,2016_03_ATL_NO,ATL,1.0,0.0,1.0,
2016,4,2016_04_CAR_ATL,ATL,2.0,0.0,2.0,
2016,5,2016_05_ATL_DEN,ATL,1.0,3.0,4.0,
2016,6,2016_06_ATL_SEA,ATL,0.0,3.0,3.0,
2016,7,2016_07_SD_ATL,ATL,1.0,1.0,2.0,1.8333333333333333
2016,8,2016_08_GB_ATL,ATL,0.0,1.0,1.0,2.0
2016,9,2016_09_ATL_TB,ATL,0.0,2.0,2.0,2.1666666666666665
2016,10,2016_10_ATL_PHI,ATL,0.0,2.0,2.0,2.3333333333333335
2016,12,2016_12_ARI_ATL,ATL,1.0,0.0,1.0,2.3333333333333335
2016,13,2016_13_KC_ATL,ATL,0.0,1.0,1.0,1.8333333333333333
2016,14,2016_14_ATL_LA,ATL,2.0,2.0,4.0,1.5
2016,15,2016_15_SF_ATL,ATL,0.0,1.0,1.0,1.8333333333333333
2016,16,2016_16_ATL_CAR,ATL,2.0,0.0,2.0,1.8333333333333333
2016,17,2016_17_NO_ATL,ATL,1.0,1.0,2.0,1.8333333333333333
2017,1,2017_01_ATL_CHI,ATL,0.0,1.0,1.0,
2017,2,2017_02_GB_ATL,ATL,1.0,1.0,2.0,
2017,3,2017_03_ATL_DET,ATL,0.0,0.0,0.0,
2017,4,2017_04_BUF_ATL,ATL,0.0,1.0,1.0,
2017,6,2017_06_MIA_ATL,ATL,1.0,0.0,1.0,
2017,7,2017_07_ATL_NE,ATL,0.0,1.0,1.0,
2017,8,2017_08_ATL_NYJ,ATL,0.0,1.0,1.0,1.0
2017,9,2017_09_ATL_CAR,ATL,0.0,3.0,3.0,1.0
2017,10,2017_10_DAL_ATL,ATL,0.0,2.0,2.0,1.1666666666666667
2017,11,2017_11_ATL_SEA,ATL,1.0,2.0,3.0,1.5
2017,12,2017_12_TB_ATL,ATL,0.0,0.0,0.0,1.8333333333333333
2017,13,2017_13_MIN_ATL,ATL,0.0,0.0,0.0,1.6666666666666667
2017,14,2017_14_NO_ATL,ATL,1.0,0.0,1.0,1.5
2017,15,2017_15_ATL_TB,ATL,0.0,2.0,2.0,1.5
2017,16,2017_16_ATL_NO,ATL,1.0,0.0,1.0,1.3333333333333333
2017,17,2017_17_CAR_ATL,ATL,3.0,0.0,3.0,1.1666666666666667
2018,1,2018_01_ATL_PHI,ATL,1.0,0.0,1.0,
2018,2,2018_02_CAR_ATL,ATL,1.0,0.0,1.0,
2018,3,2018_03_NO_ATL,ATL,0.0,0.0,0.0,
2018,4,2018_04_CIN_ATL,ATL,1.0,0.0,1.0,
2018,5,2018_05_ATL_PIT,ATL,1.0,1.0,2.0,
2018,6,2018_06_TB_ATL,ATL,2.0,0.0,2.0,
2018,7,2018_07_NYG_ATL,ATL,0.0,0.0,0.0,1.1666666666666667
2018,9,2018_09_ATL_WAS,ATL,1.0,0.0,1.0,1.0
2018,10,2018_10_ATL_CLE,ATL,1.0,1.0,2.0,1.0
2018,11,2018_11_DAL_ATL,ATL,0.0,1.0,1.0,1.3333333333333333
2018,12,2018_12_ATL_NO,ATL,1.0,0.0,1.0,1.3333333333333333
2018,13,2018_13_BAL_ATL,ATL,0.0,3.0,3.0,1.1666666666666667
2018,14,2018_14_ATL_GB,ATL,0.0,0.0,0.0,1.3333333333333333
2018,15,2018_15_ARI_ATL,ATL,2.0,1.0,3.0,1.3333333333333333
2018,16,2018_16_ATL_CAR,ATL,3.0,1.0,4.0,1.6666666666666667
2018,17,2018_17_ATL_TB,ATL,1.0,0.0,1.0,2.0
2019,1,2019_01_ATL_MIN,ATL,0.0,1.0,1.0,
2019,2,2019_02_PHI_ATL,ATL,2.0,1.0,3.0,
2019,3,2019_03_ATL_IND,ATL,0.0,0.0,0.0,
2019,4,2019_04_TEN_ATL,ATL,0.0,3.0,3.0,
2019,5,2019_05_ATL_HOU,ATL,0.0,3.0,3.0,
2019,6,2019_06_ATL_ARI,ATL,0.0,0.0,0.0,
2019,7,2019_07_LA_ATL,ATL,0.0,1.0,1.0,1.6666666666666667
2019,8,2019_08_SEA_ATL,ATL,0.0,0.0,0.0,1.6666666666666667
2019,10,2019_10_ATL_NO,ATL,0.0,0.0,0.0,1.1666666666666667
2019,11,2019_11_ATL_CAR,ATL,4.0,0.0,4.0,1.1666666666666667
2019,12,2019_12_TB_ATL,ATL,2.0,0.0,2.0,1.3333333333333333
2019,13,2019_13_NO_ATL,ATL,0.0,0.0,0.0,1.1666666666666667
2019,14,2019_14_CAR_ATL,ATL,2.0,3.0,5.0,1.1666666666666667
2019,15,2019_15_ATL_SF,ATL,0.0,3.0,3.0,1.8333333333333333
2019,16,2019_16_JAX_ATL,ATL,0.0,1.0,1.0,2.3333333333333335
2019,17,2019_17_ATL_TB,ATL,2.0,3.0,5.0,2.5
2020,1,2020_01_SEA_ATL,ATL,0.0,0.0,0.0,
2020,2,2020_02_ATL_DAL,ATL,0.0,4.0,4.0,
2020,3,2020_03_CHI_ATL,ATL,2.0,1.0,3.0,
2020,4,2020_04_ATL_GB,ATL,0.0,0.0,0.0,
2020,5,2020_05_CAR_ATL,ATL,0.0,0.0,0.0,
2020,6,2020_06_ATL_MIN,ATL,3.0,0.0,3.0,
2020,7,2020_07_DET_ATL,ATL,0.0,0.0,0.0,1.6666666666666667
2020,8,2020_08_ATL_CAR,ATL,1.0,0.0,1.0,1.6666666666666667
2020,9,2020_09_DEN_ATL,ATL,1.0,1.0,2.0,1.1666666666666667
2020,11,2020_11_ATL_NO,ATL,0.0,1.0,1.0,1.0
2020,12,2020_12_LV_ATL,ATL,1.0,4.0,5.0,1.1666666666666667
2020,13,2020_13_NO_ATL,ATL,0.0,2.0,2.0,2.0
2020,14,2020_14_ATL_LAC,ATL,1.0,2.0,3.0,1.8333333333333333
2020,15,2020_15_TB_ATL,ATL,0.0,1.0,1.0,2.3333333333333335
2020,16,2020_16_ATL_KC,ATL,2.0,1.0,3.0,2.3333333333333335
2020,17,2020_17_ATL_TB,ATL,1.0,0.0,1.0,2.5
2021,1,2021_01_PHI_ATL,ATL,0.0,0.0,0.0,
2021,2,2021_02_ATL_TB,ATL,0.0,2.0,2.0,
2021,3,2021_03_ATL_NYG,ATL,0.0,2.0,2.0,
2021,4,2021_04_WAS_ATL,ATL,0.0,0.0,0.0,
2021,5,2021_05_NYJ_ATL,ATL,1.0,1.0,2.0,
2021,7,2021_07_ATL_MIA,ATL,2.0,0.0,2.0,
2021,8,2021_08_CAR_ATL,ATL,0.0,1.0,1.0,1.3333333333333333
2021,9,2021_09_ATL_NO,ATL,0.0,1.0,1.0,1.5
2021,10,2021_10_ATL_DAL,ATL,0.0,1.0,1.0,1.3333333333333333
2021,11,2021_11_NE_ATL,ATL,1.0,0.0,1.0,1.1666666666666667
2021,12,2021_12_ATL_JAX,ATL,1.0,2.0,3.0,1.3333333333333333
2021,13,2021_13_TB_ATL,ATL,1.0,1.0,2.0,1.5
2021,14,2021_14_ATL_CAR,ATL,2.0,0.0,2.0,1.5
2021,15,2021_15_ATL_SF,ATL,0.0,1.0,1.0,1.6666666666666667
2021,16,2021_16_DET_ATL,ATL,1.0,0.0,1.0,1.6666666666666667
2021,17,2021_17_ATL_BUF,ATL,3.0,0.0,3.0,1.6666666666666667
2021,18,2021_18_NO_ATL,ATL,0.0,0.0,0.0,2.0
2022,1,2022_01_NO_ATL,ATL,0.0,1.0,1.0,
2022,2,2022_02_ATL_LA,ATL,2.0,1.0,3.0,
2022,3,2022_03_ATL_SEA,ATL,1.0,0.0,1.0,
2022,4,2022_04_CLE_ATL,ATL,1.0,1.0,2.0,
2022,5,2022_05_ATL_TB,ATL,0.0,0.0,0.0,
2022,6,2022_06_SF_ATL,ATL,2.0,1.0,3.0,
2022,7,2022_07_ATL_CIN,ATL,0.0,0.0,0.0,1.6666666666666667
2022,8,2022_08_CAR_ATL,ATL,1.0,0.0,1.0,1.5
2022,9,2022_09_LAC_ATL,ATL,1.0,1.0,2.0,1.1666666666666667
2022,10,2022_10_ATL_CAR,ATL,0.0,0.0,0.0,1.3333333333333333
2022,11,2022_11_CHI_ATL,ATL,1.0,1.0,2.0,1.0
2022,12,2022_12_ATL_WAS,ATL,1.0,0.0,1.0,1.3333333333333333
2022,13,2022_13_PIT_ATL,ATL,0.0,0.0,0.0,1.0
2022,15,2022_15_ATL_NO,ATL,0.0,1.0,1.0,1.0
2022,16,2022_16_ATL_BAL,ATL,0.0,1.0,1.0,1.0
2022,17,2022_17_ARI_ATL,ATL,0.0,0.0,0.0,0.8333333333333334
2022,18,2022_18_TB_ATL,ATL,0.0,1.0,1.0,0.8333333333333334
2023,1,2023_01_CAR_ATL,ATL,2.0,1.0,3.0,
2023,2,2023_02_GB_ATL,ATL,0.0,0.0,0.0,
2023,3,2023_03_ATL_DET,ATL,1.0,0.0,1.0,
2023,4,2023_04_ATL_JAX,ATL,0.0,1.0,1.0,
2023,5,2023_05_HOU_ATL,ATL,0.0,0.0,0.0,
2023,6,2023_06_WAS_ATL,ATL,0.0,0.0,0.0,
2023,7,2023_07_ATL_TB,ATL,1.0,2.0,3.0,0.8333333333333334
2023,8,2023_08_ATL_TEN,ATL,0.0,0.0,0.0,0.8333333333333334
2023,9,2023_09_MIN_ATL,ATL,0.0,2.0,2.0,0.8333333333333334
2023,10,2023_10_ATL_ARI,ATL,1.0,0.0,1.0,1.0
2023,12,2023_12_NO_ATL,ATL,1.0,2.0,3.0,1.0
2023,13,2023_13_ATL_NYJ,ATL,1.0,4.0,5.0,1.5
2023,14,2023_14_TB_ATL,ATL,0.0,1.0,1.0,2.3333333333333335
2023,15,2023_15_ATL_CAR,ATL,0.0,1.0,1.0,2.0
2023,16,2023_16_IND_ATL,ATL,1.0,1.0,2.0,2.1666666666666665
2023,17,2023_17_ATL_CHI,ATL,0.0,1.0,1.0,2.1666666666666665
2023,18,2023_18_ATL_NO,ATL,0.0,2.0,2.0,2.1666666666666665
2024,1,2024_01_PIT_ATL,ATL,0.0,0.0,0.0,
2024,2,2024_02_ATL_PHI,ATL,1.0,0.0,1.0,
2024,3,2024_03_KC_ATL,ATL,1.0,0.0,1.0,
2024,4,2024_04_NO_ATL,ATL,1.0,0.0,1.0,
2024,5,2024_05_TB_ATL,ATL,0.0,2.0,2.0,
2024,6,2024_06_ATL_CAR,ATL,2.0,2.0,4.0,
2024,7,2024_07_SEA_ATL,ATL,0.0,0.0,0.0,1.5
2024,8,2024_08_ATL_TB,ATL,2.0,2.0,4.0,1.5
2024,9,2024_09_DAL_ATL,ATL,0.0,0.0,0.0,2.0
2024,10,2024_10_ATL_NO,ATL,0.0,0.0,0.0,1.8333333333333333
2024,11,2024_11_ATL_DEN,ATL,0.0,1.0,1.0,1.6666666666666667
2024,13,2024_13_LAC_ATL,ATL,0.0,2.0,2.0,1.5
2024,14,2024_14_ATL_MIN,ATL,0.0,0.0,0.0,1.1666666666666667
2024,15,2024_15_ATL_LV,ATL,2.0,1.0,3.0,1.1666666666666667
2024,16,2024_16_NYG_ATL,ATL,2.0,1.0,3.0,1.0
2024,17,2024_17_ATL_WAS,ATL,1.0,0.0,1.0,1.5
2024,18,2024_18_CAR_ATL,ATL,0.0,1.0,1.0,1.6666666666666667
2016,1,2016_01_BUF_BAL,BAL,0.0,0.0,0.0,
2016,2,2016_02_BAL_CLE,BAL,2.0,1.0,3.0,
2016,3,2016_03_BAL_JAX,BAL,3.0,0.0,3.0,
2016,4,2016_04_OAK_BAL,BAL,0.0,1.0,1.0,
2016,5,2016_05_WAS_BAL,BAL,1.0,2.0,3.0,
2016,6,2016_06_BAL_NYG,BAL,2.0,1.0,3.0,
2016,7,2016_07_BAL_NYJ,BAL,0.0,2.0,2.0,2.1666666666666665
2016,9,2016_09_PIT_BAL,BAL,1.0,0.0,1.0,2.5
2016,10,2016_10_CLE_BAL,BAL,2.0,2.0,4.0,2.1666666666666665
2016,11,2016_11_BAL_DAL,BAL,0.0,0.0,0.0,2.3333333333333335
2016,12,2016_12_CIN_BAL,BAL,0.0,3.0,3.0,2.1666666666666665
2016,13,2016_13_MIA_BAL,BAL,3.0,0.0,3.0,2.1666666666666665
2016,14,2016_14_BAL_NE,BAL,1.0,1.0,2.0,2.1666666666666665
2016,15,2016_15_PHI_BAL,BAL,1.0,2.0,3.0,2.1666666666666665
2016,16,2016_16_BAL_PIT,BAL,2.0,0.0,2.0,2.5
2016,17,2016_17_BAL_CIN,BAL,0.0,0.0,0.0,2.1666666666666665
2017,1,2017_01_BAL_CIN,BAL,4.0,1.0,5.0,
2017,2,2017_02_CLE_BAL,BAL,4.0,1.0,5.0,
2017,3,2017_03_BAL_JAX,BAL,0.0,0.0,0.0,
2017,4,2017_04_PIT_BAL,BAL,1.0,1.0,2.0,
2017,5,2017_05_BAL_OAK,BAL,0.0,1.0,1.0,
2017,6,2017_06_CHI_BAL,BAL,0.0,2.0,2.0,
2017,7,2017_07_BAL_MIN,BAL,1.0,0.0,1.0,2.5
2017,8,2017_08_MIA_BAL,BAL,2.0,0.0,2.0,1.8333333333333333
2017,9,2017_09_BAL_TEN,BAL,1.0,0.0,1.0,1.3333333333333333
2017,11,2017_11_BAL_GB,BAL,3.0,3.0,6.0,1.5
2017,12,2017_12_HOU_BAL,BAL,2.0,1.0,3.0,2.1666666666666665
2017,13,2017_13_DET_BAL,BAL,2.0,2.0,4.0,2.5
2017,14,2017_14_BAL_PIT,BAL,0.0,1.0,1.0,2.8333333333333335
2017,15,2017_15_BAL_CLE,BAL,2.0,2.0,4.0,2.8333333333333335
2017,16,2017_16_IND_BAL,BAL,0.0,0.0,0.0,3.1666666666666665
2017,17,2017_17_CIN_BAL,BAL,0.0,1.0,1.0,3.0
2018,1,2018_01_BUF_BAL,BAL,2.0,0.0,2.0,
2018,2,2018_02_BAL_CIN,BAL,0.0,1.0,1.0,
2018,3,2018_03_DEN_BAL,BAL,1.0,1.0,2.0,
2018,4,2018_04_BAL_PIT,BAL,1.0,1.0,2.0,
2018,5,2018_05_BAL_CLE,BAL,1.0,2.0,3.0,
2018,6,2018_06_BAL_TEN,BAL,0.0,1.0,1.0,
2018,7,2018_07_NO_BAL,BAL,0.0,0.0,0.0,1.8333333333333333
2018,8,2018_08_BAL_CAR,BAL,0.0,0.0,0.0,1.5
2018,9,2018_09_PIT_BAL,BAL,0.0,0.0,0.0,1.3333333333333333
2018,11,2018_11_CIN_BAL,BAL,0.0,0.0,0.0,1.0
2018,12,2018_12_OAK_BAL,BAL,0.0,1.0,1.0,0.6666666666666666
2018,13,2018_13_BAL_ATL,BAL,0.0,2.0,2.0,0.3333333333333333
2018,14,2018_14_BAL_KC,BAL,1.0,0.0,1.0,0.5
2018,15,2018_15_TB_BAL,BAL,1.0,0.0,1.0,0.6666666666666666
2018,16,2018_16_BAL_LAC,BAL,2.0,1.0,3.0,0.8333333333333334
2018,17,2018_17_CLE_BAL,BAL,3.0,0.0,3.0,1.3333333333333333
2019,1,2019_01_BAL_MIA,BAL,2.0,0.0,2.0,
2019,2,2019_02_ARI_BAL,BAL,0.0,0.0,0.0,
2019,3,2019_03_BAL_KC,BAL,0.0,2.0,2.0,
2019,4,2019_04_CLE_BAL,BAL,1.0,0.0,1.0,
2019,5,2019_05_BAL_PIT,BAL,1.0,2.0,3.0,
2019,6,2019_06_CIN_BAL,BAL,1.0,0.0,1.0,
2019,7,2019_07_BAL_SEA,BAL,1.0,0.0,1.0,1.5
2019,9,2019_09_NE_BAL,BAL,1.0,1.0,2.0,1.3333333333333333
2019,10,2019_10_BAL_CIN,BAL,1.0,2.0,3.0,1.6666666666666667
2019,11,2019_11_HOU_BAL,BAL,1.0,1.0,2.0,1.8333333333333333
2019,12,2019_12_BAL_LA,BAL,2.0,1.0,3.0,2.0
2019,13,2019_13_SF_BAL,BAL,0.0,1.0,1.0,2.0
2019,14,2019_14_BAL_BUF,BAL,0.0,2.0,2.0,2.0
2019,15,2019_15_NYJ_BAL,BAL,1.0,1.0,2.0,2.1666666666666665
2019,16,2019_16_BAL_CLE,BAL,1.0,0.0,1.0,2.1666666666666665
2019,17,2019_17_PIT_BAL,BAL,0.0,2.0,2.0,1.8333333333333333
2020,1,2020_01_CLE_BAL,BAL,1.0,3.0,4.0,
