game_id,season,week,game_date,posteam,defteam,qtr,yardline_100,kick_distance,distance_bucket,game_seconds_remaining,score_differential,wp,fg_prob,fg_made,fg_blocked,field_goal_result,kicker_player_id,kicker_player_name,epa,play_id
2016_01_BUF_BAL,2016,1,2016-09-11,BAL,BUF,1.0,32.0,50.0,41-50,2741.0,0.0,0.5298005,0.69603515,true,false,made,00-0029597,J.Tucker,1.7974256,798.0
2016_01_BUF_BAL,2016,1,2016-09-11,BUF,BAL,3.0,31.0,49.0,41-50,1423.0,-3.0,0.35824838,0.7184983,false,false,missed,00-0026003,D.Carpenter,-3.8552082,2119.0
2016_01_BUF_BAL,2016,1,2016-09-11,BAL,BUF,4.0,19.0,37.0,31-40,342.0,3.0,0.84611624,0.9016869,true,false,made,00-0029597,J.Tucker,0.4691954,3214.0
2016_01_CAR_DEN,2016,1,2016-09-08,CAR,DEN,2.0,26.0,44.0,41-50,1807.0,7.0,0.83287156,0.7819999,true,false,made,00-0026858,G.Gano,0.6648524,1826.0
2016_01_CAR_DEN,2016,1,2016-09-08,CAR,DEN,4.0,18.0,36.0,31-40,265.0,-4.0,0.39387465,0.91205645,true,false,made,00-0026858,G.Gano,0.37753,3425.0
2016_01_CAR_DEN,2016,1,2016-09-08,CAR,DEN,4.0,32.0,50.0,41-50,9.0,-1.0,0.5664382,0.6586508,false,false,missed,00-0026858,G.Gano,-1.9405353,4026.0
2016_01_CHI_HOU,2016,1,2016-09-11,HOU,CHI,2.0,10.0,28.0,0-30,2488.0,-7.0,0.36077246,0.96869206,true,false,made,00-0023096,N.Novak,0.14794803,1096.0
2016_01_CHI_HOU,2016,1,2016-09-11,HOU,CHI,3.0,10.0,28.0,0-30,1640.0,-4.0,0.48211133,0.96929663,true,false,made,00-0023096,N.Novak,0.14500402,2249.0
2016_01_CHI_HOU,2016,1,2016-09-11,HOU,CHI,4.0,20.0,38.0,31-40,374.0,6.0,0.8944474,0.897488,true,false,made,00-0023096,N.Novak,0.48327532,3472.0
2016_01_CIN_NYJ,2016,1,2016-09-11,NYJ,CIN,1.0,4.0,22.0,0-30,2925.0,7.0,0.82124716,0.98836213,false,true,blocked,00-0025565,N.Folk,-3.2331347,782.0
2016_01_CIN_NYJ,2016,1,2016-09-11,CIN,NYJ,1.0,15.0,33.0,31-40,2792.0,-7.0,0.2521123,0.9425801,true,false,made,00-0023482,M.Nugent,0.23355585,929.0
2016_01_CIN_NYJ,2016,1,2016-09-11,NYJ,CIN,2.0,27.0,45.0,41-50,2003.0,3.0,0.73649246,0.7783105,true,false,made,00-0025565,N.Folk,1.0801159,1784.0
2016_01_CIN_NYJ,2016,1,2016-09-11,CIN,NYJ,2.0,3.0,21.0,0-30,1801.0,-6.0,0.33033133,0.98755354,true,false,made,00-0023482,M.Nugent,0.037339356,2178.0
2016_01_CIN_NYJ,2016,1,2016-09-11,NYJ,CIN,4.0,2.0,20.0,0-30,689.0,-4.0,0.49781117,0.99115384,true,false,made,00-0025565,N.Folk,0.033475667,3165.0
2016_01_CIN_NYJ,2016,1,2016-09-11,CIN,NYJ,4.0,34.0,52.0,51-55,546.0,1.0,0.5318574,0.65111685,false,false,missed,00-0023482,M.Nugent,-3.264642,3363.0
2016_01_CIN_NYJ,2016,1,2016-09-11,NYJ,CIN,4.0,6.0,23.0,0-30,205.0,-1.0,0.65999854,0.9823113,true,false,made,00-0025565,N.Folk,0.06705851,3613.0
2016_01_CIN_NYJ,2016,1,2016-09-11,CIN,NYJ,4.0,29.0,47.0,41-50,58.0,-2.0,0.4329108,0.73007375,true,false,made,00-0023482,M.Nugent,1.0567486,3904.0
2016_01_CLE_PHI,2016,1,2016-09-11,PHI,CLE,1.0,28.0,46.0,41-50,2751.0,7.0,0.74104196,0.7734163,false,false,missed,00-0030390,C.Sturgis,-3.1381555,794.0
2016_01_CLE_PHI,2016,1,2016-09-11,PHI,CLE,2.0,4.0,22.0,0-30,2553.0,7.0,0.7994542,0.98807555,true,false,made,00-0030390,C.Sturgis,0.049567387,1018.0
2016_01_CLE_PHI,2016,1,2016-09-11,PHI,CLE,2.0,19.0,38.0,31-40,1828.0,3.0,0.6779471,0.89208925,true,false,made,00-0030390,C.Sturgis,0.35844648,1837.0
2016_01_CLE_PHI,2016,1,2016-09-11,CLE,PHI,3.0,17.0,35.0,31-40,1741.0,-6.0,0.29093754,0.9269672,true,false,made,00-0030626,P.Murray,0.31351477,2096.0
2016_01_DET_IND,2016,1,2016-09-11,IND,DET,2.0,32.0,50.0,41-50,2097.0,-14.0,0.13834311,0.7405641,true,false,made,00-0016919,A.Vinatieri,1.3232528,1399.0
2016_01_DET_IND,2016,1,2016-09-11,IND,DET,4.0,22.0,40.0,31-40,862.0,-10.0,0.20589381,0.88043916,true,false,made,00-0016919,A.Vinatieri,0.6465429,3124.0
2016_01_DET_IND,2016,1,2016-09-11,DET,IND,4.0,25.0,43.0,41-50,8.0,-1.0,0.6720678,0.8270817,true,false,made,00-0023853,M.Prater,0.5270409,4164.0
2016_01_GB_JAX,2016,1,2016-09-11,JAX,GB,2.0,8.0,26.0,0-30,2272.0,0.0,0.64986104,0.97742414,true,false,made,00-0031492,J.Myers,0.09345121,1462.0
2016_01_GB_JAX,2016,1,2016-09-11,GB,JAX,3.0,7.0,25.0,0-30,1514.0,4.0,0.7416994,0.98172414,true,false,made,00-0025580,M.Crosby,0.06653521,2515.0
2016_01_GB_JAX,2016,1,2016-09-11,JAX,GB,3.0,21.0,39.0,31-40,1279.0,-7.0,0.32540545,0.88281333,true,false,made,00-0031492,J.Myers,0.6367591,2748.0
2016_01_GB_JAX,2016,1,2016-09-11,GB,JAX,4.0,2.0,20.0,0-30,724.0,4.0,0.80448437,0.9912349,true,false,made,00-0025580,M.Crosby,0.030693272,3253.0
2016_01_GB_JAX,2016,1,2016-09-11,JAX,GB,4.0,32.0,50.0,41-50,317.0,-7.0,0.14156538,0.6773883,true,false,made,00-0031492,J.Myers,1.6867236,3636.0
2016_01_MIA_SEA,2016,1,2016-09-11,SEA,MIA,1.0,21.0,39.0,31-40,3015.0,0.0,0.57626706,0.88273793,true,false,made,00-0025944,S.Hauschka,0.63533074,582.0
2016_01_MIA_SEA,2016,1,2016-09-11,MIA,SEA,2.0,23.0,41.0,41-50,2329.0,-3.0,0.45916533,0.852425,true,false,made,00-0031718,A.Franks,0.69015807,1212.0
2016_01_MIA_SEA,2016,1,2016-09-11,SEA,MIA,2.0,20.0,38.0,31-40,1804.0,0.0,0.6343217,0.87791073,true,false,made,00-0025944,S.Hauschka,0.36626777,2136.0
2016_01_MIA_SEA,2016,1,2016-09-11,MIA,SEA,4.0,9.0,27.0,0-30,645.0,-3.0,0.443081,0.9747385,false,true,blocked,00-0031718,A.Franks,-3.8794296,3209.0
2016_01_MIN_TEN,2016,1,2016-09-11,TEN,MIN,1.0,10.0,28.0,0-30,2990.0,0.0,0.60925955,0.9713396,true,false,made,00-0026968,R.Succop,0.13010146,534.0
2016_01_MIN_TEN,2016,1,2016-09-11,MIN,TEN,2.0,19.0,37.0,31-40,2538.0,-3.0,0.4555636,0.90571856,false,false,missed,00-0029576,B.Walsh,-4.0653863,930.0
2016_01_MIN_TEN,2016,1,2016-09-11,MIN,TEN,2.0,38.0,56.0,56+,1803.0,-10.0,0.20364322,0.51072705,false,false,missed,00-0029576,B.Walsh,-1.5321811,1985.0
2016_01_MIN_TEN,2016,1,2016-09-11,MIN,TEN,3.0,32.0,50.0,41-50,1741.0,-10.0,0.17047755,0.7000393,true,false,made,00-0029576,B.Walsh,1.5838546,2114.0
2016_01_MIN_TEN,2016,1,2016-09-11,MIN,TEN,3.0,15.0,33.0,31-40,1264.0,-7.0,0.27125657,0.94287145,true,false,made,00-0029576,B.Walsh,0.23141947,2470.0
2016_01_MIN_TEN,2016,1,2016-09-11,MIN,TEN,4.0,27.0,45.0,41-50,682.0,2.0,0.64621323,0.7914518,true,false,made,00-0029576,B.Walsh,1.0323982,3070.0
2016_01_MIN_TEN,2016,1,2016-09-11,MIN,TEN,4.0,12.0,30.0,0-30,161.0,12.0,0.9950641,0.95901287,true,false,made,00-0029576,B.Walsh,0.16440728,3598.0
2016_01_NE_ARI,2016,1,2016-09-11,NE,ARI,1.0,29.0,47.0,41-50,2765.0,7.0,0.73619825,0.8001171,true,false,made,00-0024333,S.Gostkowski,1.0482968,902.0
2016_01_NE_ARI,2016,1,2016-09-11,NE,ARI,4.0,35.0,53.0,51-55,760.0,3.0,0.6522001,0.70884925,true,false,made,00-0024333,S.Gostkowski,1.6437688,3157.0
2016_01_NE_ARI,2016,1,2016-09-11,NE,ARI,4.0,14.0,32.0,31-40,228.0,-1.0,0.5788991,0.9442668,true,false,made,00-0024333,S.Gostkowski,0.21906188,3825.0
2016_01_NE_ARI,2016,1,2016-09-11,ARI,NE,4.0,29.0,47.0,41-50,41.0,-2.0,0.46688703,0.7749721,false,false,missed,00-0030896,C.Catanzaro,-2.1838624,4239.0
2016_01_NYG_DAL,2016,1,2016-09-11,DAL,NYG,1.0,5.0,23.0,0-30,3097.0,0.0,0.60925955,0.9847234,true,false,made,00-0028660,D.Bailey,0.0653803,391.0
2016_01_NYG_DAL,2016,1,2016-09-11,DAL,NYG,2.0,38.0,56.0,56+,2474.0,3.0,0.6054719,0.65175617,true,false,made,00-0028660,D.Bailey,2.2009099,979.0
2016_01_NYG_DAL,2016,1,2016-09-11,DAL,NYG,2.0,7.0,25.0,0-30,2048.0,-1.0,0.586251,0.9779812,true,false,made,00-0028660,D.Bailey,0.08396138,1502.0
2016_01_NYG_DAL,2016,1,2016-09-11,DAL,NYG,4.0,36.0,54.0,51-55,844.0,3.0,0.72349715,0.6903035,true,false,made,00-0028660,D.Bailey,1.9203436,2905.0
2016_01_OAK_NO,2016,1,2016-09-11,LV,NO,1.0,29.0,47.0,41-50,3448.0,0.0,0.5301511,0.7807332,true,false,made,00-0019646,S.Janikowski,1.160755,245.0
2016_01_OAK_NO,2016,1,2016-09-11,NO,LV,1.0,24.0,42.0,41-50,3096.0,-3.0,0.45693916,0.83384156,true,false,made,00-0032569,W.Lutz,0.9697924,590.0
2016_01_OAK_NO,2016,1,2016-09-11,LV,NO,3.0,13.0,31.0,31-40,1096.0,-14.0,0.09490931,0.9701947,true,false,made,00-0019646,S.Janikowski,0.1309874,3129.0
2016_01_OAK_NO,2016,1,2016-09-11,NO,LV,4.0,33.0,50.0,41-50,827.0,11.0,0.9118525,0.74616563,false,false,missed,00-0032569,W.Lutz,-3.3300347,3412.0
2016_01_OAK_NO,2016,1,2016-09-11,NO,LV,4.0,2.0,20.0,0-30,526.0,5.0,0.86777294,0.9968821,true,false,made,00-0032569,W.Lutz,0.012380106,3808.0
2016_01_OAK_NO,2016,1,2016-09-11,NO,LV,4.0,43.0,61.0,56+,5.0,-1.0,0.35729745,0.4393038,false,false,missed,00-0032569,W.Lutz,-1.3179114,4667.0
2016_01_PIT_WAS,2016,1,2016-09-12,WAS,PIT,1.0,13.0,31.0,31-40,3061.0,0.0,0.5928356,0.9565667,true,false,made,00-0030098,D.Hopkins,0.20441252,563.0
2016_01_PIT_WAS,2016,1,2016-09-12,WAS,PIT,1.0,23.0,40.0,31-40,2773.0,3.0,0.6361799,0.856097,true,false,made,00-0030098,D.Hopkins,0.78489,835.0
2016_01_PIT_WAS,2016,1,2016-09-12,PIT,WAS,3.0,28.0,46.0,41-50,1583.0,8.0,0.8063099,0.77615386,true,false,made,00-0031136,C.Boswell,1.154329,2093.0
2016_01_PIT_WAS,2016,1,2016-09-12,WAS,PIT,3.0,16.0,34.0,31-40,1024.0,-18.0,0.045586765,0.93485874,true,false,made,00-0030098,D.Hopkins,0.3131252,2719.0
2016_01_SD_KC,2016,1,2016-09-11,KC,LAC,1.0,29.0,47.0,41-50,3415.0,0.0,0.5577257,0.75570345,true,false,made,00-0031203,C.Santos,1.4509296,201.0
2016_01_SD_KC,2016,1,2016-09-11,LAC,KC,3.0,11.0,29.0,0-30,1266.0,18.0,0.9628156,0.96738297,true,false,made,00-0032087,J.Lambo,0.13252737,2496.0
2016_01_SD_KC,2016,1,2016-09-11,LAC,KC,4.0,10.0,28.0,0-30,807.0,14.0,0.95853984,0.9714365,true,false,made,00-0032087,J.Lambo,0.11794336,2978.0
2016_01_SD_KC,2016,1,2016-09-11,LAC,KC,4.0,36.0,54.0,51-55,685.0,17.0,0.9835861,0.6091662,false,false,missed,00-0032087,J.Lambo,-3.1915088,3140.0
2016_01_SD_KC,2016,1,2016-09-11,KC,LAC,4.0,15.0,33.0,31-40,192.0,-10.0,0.07713711,0.93824005,true,false,made,00-0031203,C.Santos,0.2554958,3776.0
2016_01_TB_ATL,2016,1,2016-09-11,TB,ATL,1.0,25.0,43.0,41-50,3297.0,0.0,0.5427412,0.8217832,true,false,made,00-0033102,R.Aguayo,0.89671737,311.0
2016_01_TB_ATL,2016,1,2016-09-11,ATL,TB,1.0,16.0,34.0,31-40,3133.0,-3.0,0.48049927,0.9475348,true,false,made,00-0020578,M.Bryant,0.26893017,440.0
2016_01_TB_ATL,2016,1,2016-09-11,ATL,TB,2.0,16.0,34.0,31-40,1910.0,0.0,0.55936784,0.94448406,true,false,made,00-0020578,M.Bryant,0.24945977,1691.0
2016_01_TB_ATL,2016,1,2016-09-11,ATL,TB,4.0,11.0,29.0,0-30,299.0,-10.0,0.092089295,0.97797,true,false,made,00-0020578,M.Bryant,0.09511073,3519.0
2016_02_ATL_OAK,2016,2,2016-09-18,ATL,LV,2.0,3.0,21.0,0-30,2521.0,0.0,0.59015715,0.989724,true,false,made,00-0020578,M.Bryant,0.035135757,1054.0
2016_02_ATL_OAK,2016,2,2016-09-18,ATL,LV,2.0,2.0,20.0,0-30,1840.0,3.0,0.7191075,0.989891,true,false,made,00-0020578,M.Bryant,0.03246242,1913.0
2016_02_ATL_OAK,2016,2,2016-09-18,LV,ATL,2.0,40.0,58.0,56+,1802.0,-6.0,0.34188813,0.45741624,false,false,missed,00-0019646,S.Janikowski,-1.3722486,2148.0
2016_02_BAL_CLE,2016,2,2016-09-18,BAL,CLE,2.0,34.0,52.0,51-55,1805.0,-11.0,0.19039945,0.6116841,true,false,made,00-0029597,J.Tucker,1.1649477,2095.0
2016_02_BAL_CLE,2016,2,2016-09-18,CLE,BAL,4.0,34.0,52.0,51-55,838.0,1.0,0.5849252,0.65329933,false,false,missed,00-0030626,P.Murray,-2.9153323,3279.0
2016_02_BAL_CLE,2016,2,2016-09-18,BAL,CLE,4.0,31.0,49.0,41-50,683.0,-1.0,0.45516026,0.71503913,true,false,made,00-0029597,J.Tucker,1.546069,3426.0
2016_02_BAL_CLE,2016,2,2016-09-18,BAL,CLE,4.0,23.0,41.0,41-50,177.0,2.0,0.8029965,0.8395334,true,false,made,00-0029597,J.Tucker,0.7134896,3892.0
2016_02_CIN_PIT,2016,2,2016-09-18,CIN,PIT,1.0,7.0,25.0,0-30,2726.0,-7.0,0.32729122,0.9818244,true,false,made,00-0023482,M.Nugent,0.07025646,1046.0
2016_02_CIN_PIT,2016,2,2016-09-18,PIT,CIN,2.0,30.0,49.0,41-50,2054.0,4.0,0.66605425,0.7242959,true,false,made,00-0031136,C.Boswell,1.3657991,1907.0
2016_02_CIN_PIT,2016,2,2016-09-18,CIN,PIT,2.0,15.0,33.0,31-40,1805.0,-7.0,0.3541161,0.932427,true,false,made,00-0023482,M.Nugent,0.202719,2425.0
2016_02_CIN_PIT,2016,2,2016-09-18,CIN,PIT,3.0,3.0,21.0,0-30,1033.0,-11.0,0.15485242,0.98983383,true,false,made,00-0023482,M.Nugent,0.033461962,3369.0
2016_02_DAL_WAS,2016,2,2016-09-18,DAL,WAS,1.0,4.0,22.0,0-30,3269.0,0.0,0.51135683,0.9882843,true,false,made,00-0028660,D.Bailey,0.040223524,376.0
2016_02_DAL_WAS,2016,2,2016-09-18,DAL,WAS,2.0,13.0,31.0,31-40,2079.0,3.0,0.6246763,0.9535133,true,false,made,00-0028660,D.Bailey,0.19837627,1754.0
2016_02_DAL_WAS,2016,2,2016-09-18,WAS,DAL,2.0,18.0,36.0,31-40,1831.0,-6.0,0.40139815,0.9032936,true,false,made,00-0030098,D.Hopkins,0.31006324,2102.0
2016_02_DAL_WAS,2016,2,2016-09-18,WAS,DAL,3.0,11.0,29.0,0-30,1030.0,-3.0,0.5081761,0.9669426,true,false,made,00-0030098,D.Hopkins,0.15228449,2828.0
2016_02_DAL_WAS,2016,2,2016-09-18,WAS,DAL,3.0,4.0,22.0,0-30,907.0,0.0,0.61843526,0.9882391,true,false,made,00-0030098,D.Hopkins,0.048468973,3064.0
2016_02_GB_MIN,2016,2,2016-09-18,MIN,GB,2.0,28.0,46.0,41-50,1831.0,0.0,0.5604661,0.76252204,true,false,made,00-0029576,B.Walsh,0.90527654,1864.0
2016_02_IND_DEN,2016,2,2016-09-18,DEN,IND,1.0,36.0,54.0,51-55,3407.0,0.0,0.5518939,0.60880804,false,false,missed,00-0029822,B.McManus,-2.5123782,194.0
2016_02_IND_DEN,2016,2,2016-09-18,IND,DEN,1.0,30.0,48.0,41-50,3201.0,0.0,0.5335469,0.7383967,true,false,made,00-0016919,A.Vinatieri,1.3607014,349.0
2016_02_IND_DEN,2016,2,2016-09-18,DEN,IND,1.0,5.0,23.0,0-30,3033.0,-3.0,0.5083788,0.98636174,true,false,made,00-0029822,B.McManus,0.05675074,550.0
2016_02_IND_DEN,2016,2,2016-09-18,IND,DEN,2.0,34.0,52.0,51-55,1967.0,-7.0,0.26688698,0.6320337,true,false,made,00-0016919,A.Vinatieri,1.7341096,1665.0
2016_02_IND_DEN,2016,2,2016-09-18,DEN,IND,2.0,25.0,43.0,41-50,1809.0,4.0,0.75163734,0.8000923,true,false,made,00-0029822,B.McManus,0.60641026,1998.0
2016_02_IND_DEN,2016,2,2016-09-18,DEN,IND,3.0,15.0,33.0,31-40,973.0,0.0,0.61093634,0.94279253,true,false,made,00-0029822,B.McManus,0.2744348,2856.0
2016_02_IND_DEN,2016,2,2016-09-18,DEN,IND,4.0,17.0,35.0,31-40,114.0,3.0,0.9238287,0.91871595,true,false,made,00-0029822,B.McManus,0.30994284,4012.0
2016_02_JAX_SD,2016,2,2016-09-18,JAX,LAC,2.0,36.0,54.0,51-55,2531.0,-14.0,0.13619703,0.6116502,false,false,missed,00-0031492,J.Myers,-3.154039,922.0
2016_02_JAX_SD,2016,2,2016-09-18,LAC,JAX,4.0,7.0,25.0,0-30,424.0,28.0,0.99968624,0.98059297,true,false,made,00-0032087,J.Lambo,0.07589895,3418.0
2016_02_KC_HOU,2016,2,2016-09-18,KC,HOU,2.0,36.0,54.0,51-55,2700.0,-7.0,0.2758138,0.69330204,true,false,made,00-0031203,C.Santos,1.7356323,972.0
2016_02_KC_HOU,2016,2,2016-09-18,HOU,KC,2.0,14.0,32.0,31-40,2059.0,4.0,0.7063604,0.94474757,true,false,made,00-0023096,N.Novak,0.23163787,1672.0
2016_02_KC_HOU,2016,2,2016-09-18,HOU,KC,2.0,6.0,24.0,0-30,1884.0,7.0,0.8514989,0.9796484,true,false,made,00-0023096,N.Novak,0.07259876,1977.0
2016_02_KC_HOU,2016,2,2016-09-18,HOU,KC,2.0,39.0,57.0,56+,1803.0,10.0,0.8518067,0.59719366,false,false,missed,00-0023096,N.Novak,-1.791581,2244.0
2016_02_KC_HOU,2016,2,2016-09-18,KC,HOU,4.0,25.0,43.0,41-50,900.0,-10.0,0.17375857,0.8503125,true,false,made,00-0031203,C.Santos,0.7477691,3049.0
2016_02_KC_HOU,2016,2,2016-09-18,HOU,KC,4.0,13.0,31.0,31-40,577.0,7.0,0.9035279,0.95363903,true,false,made,00-0023096,N.Novak,0.22372517,3283.0
2016_02_KC_HOU,2016,2,2016-09-18,KC,HOU,4.0,17.0,35.0,31-40,458.0,-10.0,0.116930954,0.9243972,true,false,made,00-0031203,C.Santos,0.3657498,3523.0
2016_02_KC_HOU,2016,2,2016-09-18,HOU,KC,4.0,26.0,43.0,41-50,180.0,7.0,0.9416453,0.82164675,true,false,made,00-0023096,N.Novak,0.7156794,3882.0
2016_02_KC_HOU,2016,2,2016-09-18,KC,HOU,4.0,12.0,30.0,0-30,52.0,-10.0,0.020840598,0.95314705,true,false,made,00-0031203,C.Santos,0.1537937,4260.0
2016_02_MIA_NE,2016,2,2016-09-18,NE,MIA,2.0,16.0,34.0,31-40,1972.0,21.0,0.9600275,0.9309233,true,false,made,00-0024333,S.Gostkowski,0.29952145,1828.0
2016_02_MIA_NE,2016,2,2016-09-18,MIA,NE,2.0,9.0,27.0,0-30,1805.0,-24.0,0.03100663,0.9700279,true,false,made,00-0031718,A.Franks,0.089916155,2332.0
2016_02_MIA_NE,2016,2,2016-09-18,NE,MIA,4.0,21.0,39.0,31-40,68.0,7.0,0.9888476,0.86840445,false,false,missed,00-0024333,S.Gostkowski,-3.084891,4202.0
2016_02_NO_NYG,2016,2,2016-09-18,NO,NYG,2.0,20.0,38.0,31-40,1965.0,0.0,0.49375233,0.88993555,false,true,blocked,00-0032569,W.Lutz,-9.510034,1677.0
2016_02_NO_NYG,2016,2,2016-09-18,NO,NYG,2.0,21.0,39.0,31-40,1811.0,-7.0,0.21755533,0.86436164,true,false,made,00-0032569,W.Lutz,0.41176125,2057.0
2016_02_NO_NYG,2016,2,2016-09-18,NYG,NO,3.0,35.0,53.0,51-55,1584.0,4.0,0.7097656,0.6316689,false,false,missed,00-0021940,J.Brown,-2.6194925,2310.0
2016_02_NO_NYG,2016,2,2016-09-18,NYG,NO,3.0,30.0,48.0,41-50,1071.0,4.0,0.7251316,0.7358721,true,false,made,00-0021940,J.Brown,1.5393146,2795.0
2016_02_NO_NYG,2016,2,2016-09-18,NYG,NO,4.0,1.0,19.0,0-30,529.0,0.0,0.6716265,0.99228203,true,false,made,00-0021940,J.Brown,0.030001137,3325.0
2016_02_NO_NYG,2016,2,2016-09-18,NO,NYG,4.0,27.0,45.0,41-50,179.0,-3.0,0.37138137,0.7823502,true,false,made,00-0032569,W.Lutz,1.0635899,3815.0
2016_02_NO_NYG,2016,2,2016-09-18,NYG,NO,4.0,5.0,23.0,0-30,2.0,0.0,0.8421728,0.98325,true,false,made,00-0021940,J.Brown,0.05025,4232.0
2016_02_NYJ_BUF,2016,2,2016-09-15,NYJ,BUF,1.0,10.0,28.0,0-30,3104.0,0.0,0.5074986,0.9713254,true,false,made,00-0025565,N.Folk,0.109617345,559.0
2016_02_NYJ_BUF,2016,2,2016-09-15,NYJ,BUF,1.0,11.0,29.0,0-30,2704.0,-4.0,0.4020452,0.9673858,true,false,made,00-0025565,N.Folk,0.13474312,986.0
2016_02_NYJ_BUF,2016,2,2016-09-15,BUF,NYJ,2.0,21.0,39.0,31-40,1810.0,-13.0,0.1940938,0.8644645,true,false,made,00-0026003,D.Carpenter,0.41281387,2214.0
2016_02_NYJ_BUF,2016,2,2016-09-15,NYJ,BUF,4.0,18.0,36.0,31-40,640.0,3.0,0.7357807,0.91577286,true,false,made,00-0025565,N.Folk,0.38237995,3675.0
2016_02_PHI_CHI,2016,2,2016-09-19,PHI,CHI,1.0,7.0,25.0,0-30,3075.0,0.0,0.561477,0.98158646,true,false,made,00-0030390,C.Sturgis,0.06628885,428.0
2016_02_PHI_CHI,2016,2,2016-09-19,CHI,PHI,1.0,13.0,31.0,31-40,2826.0,-3.0,0.49125525,0.9563944,false,false,missed,00-0026138,C.Barth,-3.1572335,693.0
2016_02_PHI_CHI,2016,2,2016-09-19,PHI,CHI,2.0,11.0,29.0,0-30,1951.0,-4.0,0.4378655,0.96472836,true,false,made,00-0030390,C.Sturgis,0.14448436,1610.0
2016_02_PHI_CHI,2016,2,2016-09-19,PHI,CHI,2.0,35.0,53.0,51-55,1808.0,-1.0,0.50667864,0.58842164,true,false,made,00-0030390,C.Sturgis,1.3191267,2015.0
2016_02_SEA_LA,2016,2,2016-09-18,LA,SEA,1.0,21.0,39.0,31-40,3342.0,0.0,0.5960243,0.88288474,true,false,made,00-0029621,G.Zuerlein,0.6458483,268.0
2016_02_SEA_LA,2016,2,2016-09-18,SEA,LA,2.0,5.0,23.0,0-30,2688.0,-3.0,0.4844885,0.98630047,true,false,made,00-0025944,S.Hauschka,0.04716831,988.0
2016_02_SEA_LA,2016,2,2016-09-18,LA,SEA,2.0,10.0,28.0,0-30,1868.0,0.0,0.6022654,0.9679987,true,false,made,00-0029621,G.Zuerlein,0.12387652,1842.0
2016_02_SEA_LA,2016,2,2016-09-18,LA,SEA,4.0,29.0,47.0,41-50,855.0,3.0,0.72259074,0.75676155,true,false,made,00-0029621,G.Zuerlein,1.4084699,2922.0
2016_02_SF_CAR,2016,2,2016-09-18,SF,CAR,1.0,11.0,29.0,0-30,3384.0,0.0,0.5570246,0.9672614,true,false,made,00-0004091,P.Dawson,0.12886903,277.0
2016_02_SF_CAR,2016,2,2016-09-18,CAR,SF,2.0,21.0,39.0,31-40,1806.0,4.0,0.72949404,0.8642332,true,false,made,00-0026858,G.Gano,0.4090357,2402.0
2016_02_SF_CAR,2016,2,2016-09-18,SF,CAR,4.0,21.0,39.0,31-40,763.0,-21.0,0.011427111,0.88187313,true,false,made,00-0004091,P.Dawson,0.5448326,3652.0
2016_02_SF_CAR,2016,2,2016-09-18,CAR,SF,4.0,13.0,31.0,31-40,491.0,11.0,0.95651263,0.9547217,true,false,made,00-0026858,G.Gano,0.2114048,3989.0
2016_02_SF_CAR,2016,2,2016-09-18,CAR,SF,4.0,31.0,49.0,41-50,253.0,7.0,0.91679025,0.6946493,true,false,made,00-0026858,G.Gano,1.5010711,4302.0
2016_02_SF_CAR,2016,2,2016-09-18,CAR,SF,4.0,23.0,41.0,41-50,71.0,16.0,0.9995704,0.8360964,true,false,made,00-0026858,G.Gano,0.57797945,4749.0
2016_02_TB_ARI,2016,2,2016-09-18,ARI,TB,2.0,5.0,22.0,0-30,2508.0,7.0,0.799769,0.9844478,true,false,made,00-0030896,C.Catanzaro,0.06713454,1228.0
2016_02_TB_ARI,2016,2,2016-09-18,ARI,TB,3.0,22.0,40.0,31-40,1380.0,17.0,0.9495769,0.8809946,true,false,made,00-0030896,C.Catanzaro,0.65374833,2862.0
2016_02_TB_ARI,2016,2,2016-09-18,TB,ARI,3.0,26.0,45.0,41-50,1023.0,-26.0,0.00079912273,0.8378937,false,false,missed,00-0033102,R.Aguayo,-4.16943,3283.0
2016_02_TEN_DET,2016,2,2016-09-18,TEN,DET,1.0,33.0,51.0,51-55,3182.0,0.0,0.42491564,0.7477937,false,false,missed,00-0026968,R.Succop,-4.2041664,347.0
2016_02_TEN_DET,2016,2,2016-09-18,TEN,DET,2.0,28.0,46.0,41-50,2528.0,-9.0,0.16968125,0.78522795,true,false,made,00-0026968,R.Succop,1.1190847,1177.0
2016_02_TEN_DET,2016,2,2016-09-18,DET,TEN,2.0,24.0,42.0,41-50,1869.0,6.0,0.82014275,0.8159785,true,false,made,00-0023853,M.Prater,0.7029064,2089.0
2016_02_TEN_DET,2016,2,2016-09-18,DET,TEN,3.0,9.0,27.0,0-30,1004.0,9.0,0.9031716,0.98568803,true,false,made,00-0023853,M.Prater,0.06995742,3083.0
2016_03_ARI_BUF,2016,3,2016-09-25,BUF,ARI,1.0,1.0,19.0,0-30,2912.0,0.0,0.63559556,0.9925166,true,false,made,00-0026003,D.Carpenter,0.029434638,695.0
2016_03_ARI_BUF,2016,3,2016-09-25,ARI,BUF,4.0,42.0,60.0,56+,641.0,-17.0,0.017012043,0.46014544,true,false,made,00-0030896,C.Catanzaro,3.301761,4079.0
2016_03_ARI_BUF,2016,3,2016-09-25,BUF,ARI,4.0,27.0,45.0,41-50,292.0,14.0,0.9909863,0.78222203,true,false,made,00-0026003,D.Carpenter,1.0360312,4601.0
