game_id,season,week,game_date,posteam,defteam,home_team,away_team,fixed_drive,drive_epa,drive_success_rate,drive_posteam_score_start,drive_posteam_score_end,drive_start_yard_line,fixed_drive_result,drive_points
2023_17_NE_BUF,2023,17,2023-12-31,NE,BUF,BUF,NE,1.0,6.297351,1.0,0.0,7.0,unknown,Touchdown,7.0
2023_17_NO_TB,2023,17,2023-12-31,TB,NO,TB,NO,8.0,-3.3229506,0.0,0.0,0.0,TB 25,Punt,0.0
2023_18_MIN_DET,2023,18,2024-01-07,DET,MIN,DET,MIN,22.0,-1.7737335,0.5,30.0,30.0,MIN 39,End of half,0.0
2023_18_MIN_DET,2023,18,2024-01-07,DET,MIN,DET,MIN,5.0,3.6891959,0.5555555555555556,7.0,13.0,DET 36,Touchdown,6.0
2023_18_LA_SF,2023,18,2024-01-07,LA,SF,SF,LA,15.0,-1.7507864,0.2857142857142857,21.0,21.0,LA 34,Punt,0.0
2024_01_JAX_MIA,2024,1,2024-09-08,JAX,MIA,MIA,JAX,4.0,7.214605,0.875,0.0,7.0,JAX 4,Touchdown,7.0
2024_01_WAS_TB,2024,1,2024-09-08,TB,WAS,TB,WAS,10.0,4.1727657,0.7142857142857143,16.0,23.0,TB 46,Touchdown,7.0
2023_18_MIN_DET,2023,18,2024-01-07,DET,MIN,DET,MIN,16.0,5.5072045,0.4,20.0,27.0,DET 25,Touchdown,7.0
2023_18_JAX_TEN,2023,18,2024-01-07,TEN,JAX,TEN,JAX,16.0,-5.193162,0.1666666666666666,28.0,28.0,TEN 25,Turnover,0.0
2023_18_PHI_NYG,2023,18,2024-01-07,PHI,NYG,NYG,PHI,14.0,-5.2609425,0.0,0.0,0.0,PHI 20,Turnover,0.0
2023_18_HOU_IND,2023,18,2024-01-06,HOU,IND,IND,HOU,10.0,4.6605544,0.8888888888888888,7.0,14.0,HOU 43,Touchdown,7.0
2023_18_JAX_TEN,2023,18,2024-01-07,JAX,TEN,TEN,JAX,19.0,-3.1109605,0.25,20.0,20.0,JAX 25,Turnover on downs,0.0
2024_03_NYG_CLE,2024,3,2024-09-22,CLE,NYG,CLE,NYG,2.0,2.299769,1.0,0.0,7.0,NYG 24,Touchdown,7.0
2023_18_PIT_BAL,2023,18,2024-01-06,BAL,PIT,BAL,PIT,4.0,-3.0011683,0.0,0.0,0.0,BAL 25,Punt,0.0
2023_18_DAL_WAS,2023,18,2024-01-07,WAS,DAL,WAS,DAL,3.0,-5.222409,0.0,0.0,0.0,WAS 25,Turnover,0.0
2024_02_NYG_WAS,2024,2,2024-09-15,NYG,WAS,WAS,NYG,6.0,5.502517,0.5833333333333334,6.0,12.0,NYG 31,Touchdown,6.0
2024_01_DEN_SEA,2024,1,2024-09-08,SEA,DEN,SEA,DEN,28.0,-3.8787665,0.0,26.0,26.0,SEA 38,Punt,0.0
2024_04_JAX_HOU,2024,4,2024-09-29,HOU,JAX,HOU,JAX,11.0,-1.9976939,0.4,17.0,17.0,HOU 30,Punt,0.0
2024_03_WAS_CIN,2024,3,2024-09-23,WAS,CIN,CIN,WAS,9.0,6.297351,0.7272727272727273,21.0,28.0,CIN 33,Touchdown,7.0
2023_18_HOU_IND,2023,18,2024-01-06,HOU,IND,IND,HOU,2.0,6.0533338,0.6666666666666666,0.0,7.0,HOU 25,Touchdown,7.0
2024_02_NYJ_TEN,2024,2,2024-09-15,TEN,NYJ,TEN,NYJ,15.0,5.349418,0.7142857142857143,10.0,17.0,TEN 29,Touchdown,7.0
2024_05_IND_JAX,2024,5,2024-10-06,JAX,IND,JAX,IND,6.0,6.68505,1.0,3.0,10.0,JAX 15,Touchdown,7.0
2024_03_NYG_CLE,2024,3,2024-09-22,NYG,CLE,CLE,NYG,14.0,-3.6391692,0.6666666666666666,21.0,21.0,NYG 18,Turnover,0.0
2024_02_PIT_DEN,2024,2,2024-09-15,PIT,DEN,DEN,PIT,17.0,-2.4191303,0.3333333333333333,13.0,13.0,PIT 14,Punt,0.0
2024_03_KC_ATL,2024,3,2024-09-22,KC,ATL,ATL,KC,16.0,-1.638447,0.6,22.0,22.0,KC 30,Punt,0.0
2024_03_CHI_IND,2024,3,2024-09-22,CHI,IND,IND,CHI,21.0,-5.557391,0.0,9.0,9.0,CHI 18,Turnover,0.0
2024_03_DEN_TB,2024,3,2024-09-22,TB,DEN,TB,DEN,15.0,-2.1830008,0.2857142857142857,7.0,7.0,TB 41,Punt,0.0
2024_03_GB_TEN,2024,3,2024-09-22,TEN,GB,TEN,GB,9.0,-5.0354657,0.4285714285714285,7.0,7.0,TEN 15,Turnover on downs,0.0
2023_18_CLE_CIN,2023,18,2024-01-07,CIN,CLE,CIN,CLE,4.0,4.7192364,0.6666666666666666,0.0,7.0,CIN 40,Touchdown,7.0
2024_02_PIT_DEN,2024,2,2024-09-15,DEN,PIT,DEN,PIT,16.0,1.6139863,0.4,0.0,3.0,DEN 30,Field goal,3.0
2023_18_BUF_MIA,2023,18,2024-01-07,MIA,BUF,MIA,BUF,5.0,6.2655864,0.5384615384615384,0.0,7.0,MIA 20,Touchdown,7.0
2023_17_LA_NYG,2023,17,2023-12-31,LA,NYG,NYG,LA,20.0,5.1133833,0.6666666666666666,20.0,26.0,LA 25,Touchdown,6.0
2024_02_ATL_PHI,2024,2,2024-09-16,ATL,PHI,PHI,ATL,16.0,6.262846,0.875,15.0,22.0,ATL 30,Touchdown,7.0
2024_02_BUF_MIA,2024,2,2024-09-12,BUF,MIA,MIA,BUF,20.0,-0.59525114,0.0,31.0,31.0,BUF 12,End of half,0.0
2023_18_CHI_GB,2023,18,2024-01-07,GB,CHI,GB,CHI,4.0,6.979028,0.6666666666666666,0.0,7.0,GB 8,Touchdown,7.0
2024_04_JAX_HOU,2024,4,2024-09-29,JAX,HOU,HOU,JAX,2.0,0.72776604,1.0,0.0,7.0,HOU 2,Touchdown,7.0
2023_17_NE_BUF,2023,17,2023-12-31,NE,BUF,BUF,NE,9.0,-5.038291,0.0,7.0,7.0,NE 25,Turnover,0.0
2024_02_LV_BAL,2024,2,2024-09-15,BAL,LV,BAL,LV,24.0,-0.17090607,0.3333333333333333,23.0,23.0,BAL 30,Turnover on downs,0.0
2024_04_BUF_BAL,2024,4,2024-09-29,BUF,BAL,BAL,BUF,16.0,-2.8929107,0.4,10.0,10.0,BUF 30,Missed field goal,0.0
2024_05_GB_LA,2024,5,2024-10-06,GB,LA,LA,GB,9.0,-7.283963,0.0,7.0,7.0,GB 10,Opp touchdown,0.0
2024_05_CLE_WAS,2024,5,2024-10-06,WAS,CLE,WAS,CLE,10.0,1.8154777,0.4444444444444444,7.0,10.0,WAS 20,Field goal,3.0
2024_05_BAL_CIN,2024,5,2024-10-06,CIN,BAL,CIN,BAL,20.0,-1.9529331,0.5,38.0,38.0,CIN 30,Turnover,0.0
2023_17_CIN_KC,2023,17,2023-12-31,KC,CIN,KC,CIN,20.0,-1.4633384,0.0,25.0,25.0,CIN 38,End of half,0.0
2024_06_ARI_GB,2024,6,2024-10-13,ARI,GB,GB,ARI,12.0,0.5037533,0.4545454545454545,7.0,10.0,GB 45,Field goal,3.0
2023_18_DAL_WAS,2023,18,2024-01-07,DAL,WAS,WAS,DAL,16.0,-1.0057936,0.4,35.0,35.0,DAL 8,Missed field goal,0.0
2024_04_MIN_GB,2024,4,2024-09-29,GB,MIN,GB,MIN,6.0,-3.2802353,0.4444444444444444,0.0,0.0,GB 30,Missed field goal,0.0
2024_04_BUF_BAL,2024,4,2024-09-29,BUF,BAL,BAL,BUF,3.0,2.1311095,0.5714285714285714,0.0,3.0,BUF 30,Field goal,3.0
2023_18_BUF_MIA,2023,18,2024-01-07,BUF,MIA,MIA,BUF,18.0,0.0,0.0,21.0,21.0,BUF 22,End of half,0.0
2024_05_CLE_WAS,2024,5,2024-10-06,WAS,CLE,WAS,CLE,16.0,-5.324684,0.5,24.0,24.0,WAS 30,Turnover,0.0
2024_01_JAX_MIA,2024,1,2024-09-08,MIA,JAX,MIA,JAX,14.0,0.010758834,0.2,7.0,7.0,MIA 11,Punt,0.0
2024_07_DET_MIN,2024,7,2024-10-20,MIN,DET,MIN,DET,12.0,-0.3173374,0.0,10.0,10.0,MIN 20,End of half,0.0
2024_05_NYG_SEA,2024,5,2024-10-06,SEA,NYG,SEA,NYG,21.0,-8.286355,0.4,20.0,20.0,SEA 34,Opp touchdown,0.0
2024_06_DET_DAL,2024,6,2024-10-13,DAL,DET,DAL,DET,3.0,-2.1812012,0.5454545454545454,3.0,3.0,DAL 30,Turnover,0.0
2024_01_TEN_CHI,2024,1,2024-09-08,TEN,CHI,CHI,TEN,10.0,-0.2240498,0.0,17.0,17.0,TEN 17,End of half,0.0
2024_07_MIA_IND,2024,7,2024-10-20,IND,MIA,IND,MIA,19.0,-1.9830121,0.25,10.0,10.0,IND 14,Punt,0.0
2024_07_LV_LA,2024,7,2024-10-20,LV,LA,LA,LV,12.0,1.9807179,0.6,3.0,6.0,LV 30,Field goal,3.0
2024_01_LV_LAC,2024,1,2024-09-08,LAC,LV,LAC,LV,1.0,-2.545216,0.5,0.0,0.0,LAC 36,Punt,0.0
2024_03_NYG_CLE,2024,3,2024-09-22,NYG,CLE,CLE,NYG,16.0,-2.9097924,0.1428571428571428,21.0,21.0,NYG 43,Punt,0.0
2024_07_NYJ_PIT,2024,7,2024-10-20,NYJ,PIT,PIT,NYJ,19.0,-2.5504062,0.5,15.0,15.0,NYJ 26,Missed field goal,0.0
2024_07_SEA_ATL,2024,7,2024-10-20,ATL,SEA,ATL,SEA,13.0,-2.60432,0.3333333333333333,14.0,14.0,ATL 30,Punt,0.0
2024_01_NYJ_SF,2024,1,2024-09-09,NYJ,SF,SF,NYJ,19.0,5.2796755,0.7142857142857143,13.0,19.0,NYJ 30,Touchdown,6.0
2024_01_WAS_TB,2024,1,2024-09-08,TB,WAS,TB,WAS,1.0,1.5259022,0.5555555555555556,0.0,3.0,TB 30,Field goal,3.0
2023_17_MIA_BAL,2023,17,2023-12-31,MIA,BAL,BAL,MIA,3.0,2.1165104,0.7142857142857143,7.0,10.0,MIA 27,Field goal,3.0
2024_07_DET_MIN,2024,7,2024-10-20,MIN,DET,MIN,DET,10.0,-2.9267588,0.5,10.0,10.0,MIN 25,Turnover,0.0
2024_02_TB_DET,2024,2,2024-09-15,TB,DET,DET,TB,20.0,-2.3579297,0.0,20.0,20.0,TB 6,Punt,0.0
2024_05_BUF_HOU,2024,5,2024-10-06,HOU,BUF,HOU,BUF,19.0,-1.4897335,0.3,20.0,20.0,HOU 12,Turnover,0.0
2024_04_CIN_CAR,2024,4,2024-09-29,CAR,CIN,CAR,CIN,3.0,-5.718109,0.1666666666666666,0.0,0.0,CAR 20,Turnover,0.0
2024_05_DAL_PIT,2024,5,2024-10-06,PIT,DAL,PIT,DAL,20.0,0.0,0.4,17.0,17.0,unknown,End of half,0.0
2024_01_CAR_NO,2024,1,2024-09-08,NO,CAR,NO,CAR,3.0,-0.8293147,0.4,7.0,10.0,CAR 40,Field goal,3.0
2024_01_CAR_NO,2024,1,2024-09-08,CAR,NO,NO,CAR,17.0,-5.114808,0.2,10.0,10.0,CAR 32,Punt,0.0
2024_03_CAR_LV,2024,3,2024-09-22,LV,CAR,LV,CAR,2.0,-2.3563035,0.2,0.0,0.0,LV 30,Punt,0.0
2024_06_DET_DAL,2024,6,2024-10-13,DAL,DET,DAL,DET,20.0,-2.4952734,0.5833333333333334,9.0,9.0,DAL 41,Turnover,0.0
2024_03_DEN_TB,2024,3,2024-09-22,TB,DEN,TB,DEN,21.0,-0.6999086,0.0,7.0,7.0,TB 38,End of half,0.0
2024_06_TB_NO,2024,6,2024-10-13,NO,TB,NO,TB,8.0,-1.2646272,0.4285714285714285,10.0,13.0,TB 28,Field goal,3.0
2023_17_NE_BUF,2023,17,2023-12-31,BUF,NE,BUF,NE,21.0,-0.77471304,0.2222222222222222,27.0,27.0,BUF 12,Punt,0.0
2024_01_JAX_MIA,2024,1,2024-09-08,MIA,JAX,MIA,JAX,9.0,5.99629,0.5333333333333333,0.0,7.0,MIA 30,Touchdown,7.0
2024_03_LAC_PIT,2024,3,2024-09-22,LAC,PIT,PIT,LAC,11.0,-0.30286962,0.0,10.0,10.0,PIT 48,End of half,0.0
2024_04_NE_SF,2024,4,2024-09-29,SF,NE,SF,NE,22.0,-0.59873164,0.2857142857142857,30.0,30.0,SF 15,End of half,0.0
2024_04_MIN_GB,2024,4,2024-09-29,GB,MIN,GB,MIN,19.0,-2.2948349,0.5,7.0,7.0,GB 20,Turnover on downs,0.0
2024_08_BUF_SEA,2024,8,2024-10-27,BUF,SEA,SEA,BUF,2.0,7.3155723,0.631578947368421,0.0,7.0,BUF 10,Touchdown,7.0
2024_02_LV_BAL,2024,2,2024-09-15,LV,BAL,BAL,LV,3.0,-1.7910599,0.6666666666666666,0.0,0.0,LV 30,Punt,0.0
2024_02_SEA_NE,2024,2,2024-09-15,NE,SEA,NE,SEA,18.0,-2.291359,0.25,20.0,20.0,NE 20,Missed field goal,0.0
2024_03_JAX_BUF,2024,3,2024-09-23,BUF,JAX,BUF,JAX,5.0,6.0863757,0.7,13.0,20.0,BUF 32,Touchdown,7.0
2024_06_ARI_GB,2024,6,2024-10-13,GB,ARI,GB,ARI,19.0,2.1637926,0.4666666666666667,31.0,34.0,GB 22,Field goal,3.0
2024_01_LA_DET,2024,1,2024-09-08,DET,LA,DET,LA,15.0,-2.4637191,0.5555555555555556,17.0,17.0,DET 30,Turnover,0.0
2024_01_NYJ_SF,2024,1,2024-09-09,NYJ,SF,SF,NYJ,15.0,5.187944,0.5714285714285714,7.0,13.0,NYJ 30,Touchdown,6.0
2024_05_ARI_SF,2024,5,2024-10-06,ARI,SF,SF,ARI,2.0,6.1140566,1.0,0.0,7.0,ARI 28,Touchdown,7.0
2024_08_BUF_SEA,2024,8,2024-10-27,SEA,BUF,SEA,BUF,17.0,-1.2157633,0.375,10.0,10.0,SEA 10,Punt,0.0
2024_06_HOU_NE,2024,6,2024-10-13,NE,HOU,NE,HOU,20.0,5.664664,0.7,7.0,14.0,NE 30,Touchdown,7.0
2024_03_PHI_NO,2024,3,2024-09-22,NO,PHI,NO,PHI,13.0,-5.186393,0.2,3.0,3.0,PHI 27,Turnover on downs,0.0
2024_05_CLE_WAS,2024,5,2024-10-06,WAS,CLE,WAS,CLE,22.0,-2.4075568,0.0,34.0,34.0,WAS 8,Punt,0.0
2023_17_NYJ_CLE,2023,17,2023-12-28,CLE,NYJ,CLE,NYJ,15.0,-2.0256042,0.25,34.0,34.0,CLE 16,Punt,0.0
2024_09_HOU_NYJ,2024,9,2024-10-31,HOU,NYJ,NYJ,HOU,17.0,-1.7303021,0.3571428571428571,10.0,10.0,HOU 26,Missed field goal,0.0
2024_03_SF_LA,2024,3,2024-09-22,SF,LA,LA,SF,3.0,6.289765,0.4210526315789473,7.0,14.0,SF 23,Touchdown,7.0
2024_01_DEN_SEA,2024,1,2024-09-08,DEN,SEA,SEA,DEN,11.0,-2.0555089,0.2,5.0,8.0,SEA 9,Field goal,3.0
2024_07_DEN_NO,2024,7,2024-10-17,NO,DEN,NO,DEN,15.0,-2.5093722,0.3076923076923077,3.0,3.0,NO 19,Punt,0.0
2024_05_MIA_NE,2024,5,2024-10-06,MIA,NE,NE,MIA,1.0,2.2297776,0.5555555555555556,0.0,3.0,MIA 26,Field goal,3.0
2024_01_BAL_KC,2024,1,2024-09-05,BAL,KC,KC,BAL,14.0,-1.1218121,0.4444444444444444,10.0,10.0,BAL 30,Punt,0.0
2024_01_WAS_TB,2024,1,2024-09-08,WAS,TB,TB,WAS,6.0,6.0236907,0.5,0.0,7.0,WAS 26,Touchdown,7.0
2024_04_PIT_IND,2024,4,2024-09-29,IND,PIT,IND,PIT,5.0,-0.58738345,0.3,14.0,17.0,PIT 39,Field goal,3.0
2024_03_BAL_DAL,2024,3,2024-09-22,DAL,BAL,DAL,BAL,5.0,-1.5508127,0.4,3.0,3.0,DAL 30,Turnover,0.0
2023_18_PIT_BAL,2023,18,2024-01-06,PIT,BAL,BAL,PIT,5.0,-3.3739343,0.1666666666666666,7.0,7.0,PIT 37,Punt,0.0
2023_18_MIN_DET,2023,18,2024-01-07,DET,MIN,DET,MIN,18.0,1.5084736,0.5,27.0,30.0,DET 25,Field goal,3.0
2024_04_MIN_GB,2024,4,2024-09-29,GB,MIN,GB,MIN,17.0,-2.0342577,0.25,7.0,7.0,GB 2,Punt,0.0
2024_09_DET_GB,2024,9,2024-11-03,GB,DET,GB,DET,12.0,1.6004171,0.5,3.0,6.0,GB 25,Field goal,3.0
2023_17_GB_MIN,2023,17,2023-12-31,MIN,GB,MIN,GB,17.0,4.076194,0.2857142857142857,3.0,3.0,MIN 17,Punt,0.0
2024_03_LAC_PIT,2024,3,2024-09-22,LAC,PIT,PIT,LAC,3.0,-1.7204812,0.4,0.0,0.0,LAC 24,Punt,0.0
2024_07_NYJ_PIT,2024,7,2024-10-20,NYJ,PIT,PIT,NYJ,8.0,-1.6255218,0.4,7.0,7.0,NYJ 13,Punt,0.0
2024_08_NO_LAC,2024,8,2024-10-27,LAC,NO,LAC,NO,25.0,5.274925,0.6,19.0,26.0,LAC 34,Touchdown,7.0
2024_08_DAL_SF,2024,8,2024-10-27,DAL,SF,SF,DAL,7.0,1.0945576,0.5555555555555556,7.0,10.0,DAL 43,Field goal,3.0
2024_04_CLE_LV,2024,4,2024-09-29,LV,CLE,LV,CLE,14.0,-1.4366902,0.5714285714285714,20.0,20.0,LV 26,Punt,0.0
2024_06_TB_NO,2024,6,2024-10-13,NO,TB,NO,TB,14.0,-2.0653157,0.4285714285714285,27.0,27.0,NO 40,Punt,0.0
2024_02_NYG_WAS,2024,2,2024-09-15,WAS,NYG,WAS,NYG,7.0,-0.034150068,0.0,9.0,9.0,WAS 30,End of half,0.0
2024_07_LV_LA,2024,7,2024-10-20,LV,LA,LA,LV,20.0,-2.148308,0.3333333333333333,9.0,12.0,LA 14,Field goal,3.0
2024_10_CIN_BAL,2024,10,2024-11-07,BAL,CIN,BAL,CIN,13.0,-1.2145836,0.3333333333333333,7.0,7.0,BAL 28,Punt,0.0
2024_03_LAC_PIT,2024,3,2024-09-22,LAC,PIT,PIT,LAC,15.0,-2.0507395,0.25,10.0,10.0,LAC 34,Punt,0.0
2024_03_MIA_SEA,2024,3,2024-09-22,SEA,MIA,SEA,MIA,3.0,4.4090986,0.8333333333333334,3.0,10.0,SEA 47,Touchdown,7.0
2024_01_LV_LAC,2024,1,2024-09-08,LV,LAC,LAC,LV,19.0,-3.1250577,0.4444444444444444,7.0,7.0,LV 20,Missed field goal,0.0
2024_01_NYJ_SF,2024,1,2024-09-09,NYJ,SF,SF,NYJ,7.0,-2.6363752,0.2,7.0,7.0,NYJ 30,Punt,0.0
2024_03_BAL_DAL,2024,3,2024-09-22,DAL,BAL,DAL,BAL,11.0,2.6663737,0.8,3.0,6.0,DAL 30,Field goal,3.0
2024_01_MIN_NYG,2024,1,2024-09-08,MIN,NYG,NYG,MIN,21.0,0.0,0.0,28.0,28.0,MIN 40,End of half,0.0
2024_06_CIN_NYG,2024,6,2024-10-13,CIN,NYG,NYG,CIN,1.0,6.297351,0.6,0.0,7.0,CIN 31,Touchdown,7.0
2024_06_PIT_LV,2024,6,2024-10-13,PIT,LV,LV,PIT,5.0,1.7910912,0.4166666666666667,3.0,6.0,PIT 26,Field goal,3.0
2024_07_CAR_WAS,2024,7,2024-10-20,CAR,WAS,WAS,CAR,4.0,-4.037106,0.6666666666666666,0.0,0.0,CAR 25,Turnover,0.0
2024_01_TEN_CHI,2024,1,2024-09-08,TEN,CHI,CHI,TEN,15.0,-1.5390345,0.25,17.0,17.0,TEN 21,Punt,0.0
2024_07_KC_SF,2024,7,2024-10-20,SF,KC,SF,KC,7.0,0.64284563,0.4,0.0,3.0,SF 41,Field goal,3.0
2024_04_PIT_IND,2024,4,2024-09-29,IND,PIT,IND,PIT,7.0,-1.3392478,0.4,17.0,17.0,IND 28,Punt,0.0
2024_08_MIN_LA,2024,8,2024-10-24,MIN,LA,LA,MIN,3.0,5.637917,0.9166666666666666,7.0,14.0,MIN 30,Touchdown,7.0
2023_18_DEN_LV,2023,18,2024-01-07,DEN,LV,LV,DEN,1.0,-2.4409642,0.4,0.0,0.0,DEN 32,Punt,0.0
2024_01_ARI_BUF,2024,1,2024-09-08,ARI,BUF,BUF,ARI,7.0,-0.1420186,0.0,17.0,17.0,ARI 4,End of half,0.0
2024_04_DAL_NYG,2024,4,2024-09-26,NYG,DAL,NYG,DAL,15.0,-3.562703,0.3333333333333333,15.0,15.0,NYG 30,Turnover on downs,0.0
2024_02_TB_DET,2024,2,2024-09-15,TB,DET,DET,TB,16.0,-2.981864,0.2,20.0,20.0,TB 9,Punt,0.0
2024_01_MIN_NYG,2024,1,2024-09-08,NYG,MIN,NYG,MIN,16.0,-3.6824272,0.4,6.0,6.0,NYG 49,Turnover,0.0
2024_01_MIN_NYG,2024,1,2024-09-08,NYG,MIN,NYG,MIN,5.0,-0.66802645,0.2666666666666666,3.0,3.0,NYG 28,Punt,0.0
2024_05_BAL_CIN,2024,5,2024-10-06,BAL,CIN,CIN,BAL,1.0,6.2973504,0.7857142857142857,0.0,7.0,BAL 30,Touchdown,7.0
2024_06_SF_SEA,2024,6,2024-10-10,SEA,SF,SEA,SF,18.0,-4.7304225,0.6,17.0,17.0,SEA 3,Turnover,0.0
2024_04_KC_LAC,2024,4,2024-09-29,KC,LAC,LAC,KC,7.0,-2.0579236,0.4,0.0,0.0,KC 35,Punt,0.0
2023_18_CLE_CIN,2023,18,2024-01-07,CLE,CIN,CIN,CLE,7.0,-2.3146985,0.3333333333333333,0.0,0.0,CLE 25,Punt,0.0
2024_03_BAL_DAL,2024,3,2024-09-22,DAL,BAL,DAL,BAL,21.0,6.987477,0.5,18.0,25.0,DAL 9,Touchdown,7.0
2024_03_MIA_SEA,2024,3,2024-09-22,MIA,SEA,SEA,MIA,12.0,-4.162448,0.0,3.0,3.0,SEA 48,Punt,0.0
2024_08_DAL_SF,2024,8,2024-10-27,DAL,SF,SF,DAL,19.0,5.5753055,0.4615384615384615,10.0,17.0,DAL 30,Touchdown,7.0
2024_10_MIA_LA,2024,10,2024-11-11,MIA,LA,LA,MIA,18.0,2.006479,0.4166666666666667,17.0,20.0,MIA 30,Field goal,3.0
2024_04_MIN_GB,2024,4,2024-09-29,GB,MIN,GB,MIN,2.0,-1.9510326,0.4166666666666667,0.0,0.0,GB 30,Missed field goal,0.0
2024_06_TB_NO,2024,6,2024-10-13,TB,NO,NO,TB,6.0,-8.198473,0.0,17.0,17.0,TB 24,Opp touchdown,0.0
2024_08_NO_LAC,2024,8,2024-10-27,NO,LAC,LAC,NO,6.0,-1.5640055,0.2,2.0,2.0,NO 16,Punt,0.0
2024_09_WAS_NYG,2024,9,2024-11-03,NYG,WAS,NYG,WAS,13.0,4.7766423,0.4117647058823529,10.0,16.0,NYG 20,Touchdown,6.0
2024_03_JAX_BUF,2024,3,2024-09-23,JAX,BUF,BUF,JAX,19.0,-0.6745608,0.4615384615384615,10.0,10.0,JAX 30,Turnover on downs,0.0
2024_08_GB_JAX,2024,8,2024-10-27,GB,JAX,JAX,GB,23.0,-0.87990886,0.4,27.0,27.0,GB 30,Punt,0.0
2024_07_SEA_ATL,2024,7,2024-10-20,SEA,ATL,ATL,SEA,14.0,-2.1890144,0.1428571428571428,24.0,24.0,SEA 26,Punt,0.0
2024_04_LA_CHI,2024,4,2024-09-29,LA,CHI,CHI,LA,13.0,5.1846604,0.7777777777777778,9.0,15.0,LA 30,Touchdown,6.0
2024_05_NYG_SEA,2024,5,2024-10-06,SEA,NYG,SEA,NYG,2.0,0.067573,1.0,6.0,7.0,unknown,Opp touchdown,1.0
2024_09_TB_KC,2024,9,2024-11-04,TB,KC,KC,TB,8.0,-1.878923,0.0,7.0,7.0,TB 45,Punt,0.0
2024_04_WAS_ARI,2024,4,2024-09-29,ARI,WAS,ARI,WAS,7.0,-1.7645026,0.25,7.0,7.0,ARI 18,Punt,0.0
2024_08_DAL_SF,2024,8,2024-10-27,SF,DAL,SF,DAL,18.0,-1.9043838,0.25,27.0,27.0,SF 17,Punt,0.0
2024_04_LA_CHI,2024,4,2024-09-29,CHI,LA,CHI,LA,18.0,-1.8262265,0.2857142857142857,24.0,24.0,CHI 38,Punt,0.0
2023_17_GB_MIN,2023,17,2023-12-31,GB,MIN,MIN,GB,16.0,7.0055394,0.6428571428571429,23.0,30.0,GB 10,Touchdown,7.0
2024_01_NE_CIN,2024,1,2024-09-08,CIN,NE,CIN,NE,3.0,-0.813944,0.2,0.0,0.0,CIN 11,Punt,0.0
2023_18_BUF_MIA,2023,18,2024-01-07,MIA,BUF,MIA,BUF,15.0,-2.1973832,0.2,14.0,14.0,MIA 25,Punt,0.0
2024_01_ARI_BUF,2024,1,2024-09-08,ARI,BUF,BUF,ARI,9.0,-2.6294427,0.4,17.0,17.0,ARI 30,Punt,0.0
2024_06_CLE_PHI,2024,6,2024-10-13,CLE,PHI,PHI,CLE,2.0,-3.2259407,0.0,0.0,0.0,CLE 33,Punt,0.0
2024_05_GB_LA,2024,5,2024-10-06,GB,LA,LA,GB,16.0,-0.22038196,0.3333333333333333,24.0,24.0,GB 7,Punt,0.0
2024_02_NYJ_TEN,2024,2,2024-09-15,NYJ,TEN,TEN,NYJ,22.0,0.0,0.0,24.0,24.0,NYJ 14,End of half,0.0
2024_02_LV_BAL,2024,2,2024-09-15,LV,BAL,BAL,LV,13.0,-0.0017012559,0.0,6.0,6.0,LV 30,End of half,0.0
2024_08_ARI_MIA,2024,8,2024-10-27,ARI,MIA,MIA,ARI,11.0,-1.3686812,0.5,10.0,10.0,ARI 30,Punt,0.0
2024_05_NYJ_MIN,2024,5,2024-10-06,MIN,NYJ,MIN,NYJ,5.0,0.067573,1.0,9.0,10.0,unknown,Opp touchdown,1.0
2024_10_PIT_WAS,2024,10,2024-11-10,PIT,WAS,WAS,PIT,20.0,-2.2496316,0.0,21.0,21.0,PIT 24,Turnover,0.0
2024_05_BAL_CIN,2024,5,2024-10-06,BAL,CIN,CIN,BAL,23.0,-4.2588673,0.5,38.0,38.0,BAL 30,Turnover,0.0
2024_04_WAS_ARI,2024,4,2024-09-29,WAS,ARI,ARI,WAS,15.0,6.9730763,0.5882352941176471,27.0,35.0,WAS 30,Touchdown,8.0
2024_11_MIN_TEN,2024,11,2024-11-17,TEN,MIN,TEN,MIN,12.0,-2.461197,0.5,3.0,3.0,TEN 20,Punt,0.0
2024_08_CAR_DEN,2024,8,2024-10-27,DEN,CAR,DEN,CAR,23.0,-0.09583455,0.5,28.0,28.0,CAR 47,End of half,0.0
2024_03_GB_TEN,2024,3,2024-09-22,GB,TEN,TEN,GB,10.0,3.506205,0.5,20.0,27.0,TEN 36,Touchdown,7.0
2024_06_ARI_GB,2024,6,2024-10-13,ARI,GB,GB,ARI,4.0,-1.8036671,0.4285714285714285,0.0,0.0,ARI 35,Punt,0.0
2024_10_ATL_NO,2024,10,2024-11-10,ATL,NO,NO,ATL,18.0,-2.219059,0.5,17.0,17.0,ATL 10,Missed field goal,0.0
2023_17_LV_IND,2023,17,2023-12-31,IND,LV,IND,LV,19.0,-0.5411426,0.0,23.0,23.0,IND 49,End of half,0.0
2024_02_LV_BAL,2024,2,2024-09-15,LV,BAL,BAL,LV,9.0,-2.346997,0.3333333333333333,3.0,3.0,LV 47,Turnover,0.0
2024_11_CIN_LAC,2024,11,2024-11-17,CIN,LAC,LAC,CIN,20.0,-2.5834897,0.3636363636363636,27.0,27.0,CIN 14,Missed field goal,0.0
2024_12_DEN_LV,2024,12,2024-11-24,LV,DEN,LV,DEN,1.0,-1.9806466,0.375,0.0,0.0,LV 30,Punt,0.0
