game_id,posteam,fixed_drive,order_sequence,ydstogo,yardline_100,game_seconds_remaining,field_goal_attempt,punt_attempt,kick_distance,epa,wp,season,week,game_date,home_team,away_team,defteam,decision,drive_epa,drive_success_rate,drive_posteam_score_start,drive_posteam_score_end,drive_start_yard_line,fixed_drive_result,drive_points,epa_per_drive_roll6,success_rate_roll6,points_per_drive_roll6,ydstogo_bin,yardline_bin,off_go_attempts,off_go_conv_rate,def_go_faced,def_go_stop_rate
2023_02_LAC_TEN,LAC,21.0,4070.0,10.0,75.0,583.0,0.0,1.0,47.0,-0.55097914,0.28046525,2023,2,2023-09-17,TEN,LAC,TEN,PUNT,-2.8642836,0.0,24.0,24.0,LAC 25,Punt,0.0,,,,6-10,61-80,1.0,0.0,1.0,1.0
2023_03_IND_BAL,IND,27.0,4638.0,6.0,71.0,515.0,0.0,1.0,50.0,-1.6392533,0.2929967,2023,3,2023-09-24,BAL,IND,BAL,PUNT,-3.5940812,0.2,19.0,19.0,IND 25,Punt,0.0,,,,6-10,61-80,2.0,0.5,2.0,0.5
2023_04_WAS_PHI,WAS,19.0,4618.0,5.0,70.0,515.0,0.0,1.0,29.0,-1.0462575,0.23209691,2023,4,2023-10-01,PHI,WAS,PHI,PUNT,-2.9530518,0.0,31.0,31.0,WAS 25,Punt,0.0,,,,3-5,61-80,1.0,0.0,1.0,1.0
2023_08_NYJ_NYG,NYG,33.0,4656.0,21.0,86.0,501.0,0.0,1.0,47.0,0.11432418,0.21181098,2023,8,2023-10-29,NYG,NYJ,NYJ,PUNT,-2.93646,0.1666666666666666,10.0,10.0,NYG 25,Punt,0.0,-0.7593848,0.3990979908539432,1.2416667,11+,81-100,,,1.0,1.0
2023_12_BUF_PHI,BUF,27.0,5071.0,6.0,22.0,356.0,1.0,0.0,40.0,0.6227044,0.88444465,2023,12,2023-11-26,PHI,BUF,PHI,FG,2.0199714,0.3076923076923077,31.0,34.0,BUF 25,Field goal,3.0,0.09322148,0.3879187947545673,2.1228957,6-10,21-40,1.0,0.0,3.0,0.6666666666666667
2023_13_CIN_JAX,JAX,22.0,4409.0,21.0,59.0,312.0,0.0,1.0,42.0,-0.3649242,0.28188172,2023,13,2023-12-04,JAX,CIN,CIN,PUNT,-1.9861825,0.3,31.0,31.0,JAX 25,Punt,0.0,0.22936535,0.3828634870554062,2.1072853,11+,41-60,2.0,0.0,1.0,1.0
2023_13_IND_TEN,TEN,27.0,5021.0,11.0,27.0,264.0,1.0,0.0,46.0,1.0209733,0.8044764,2023,13,2023-12-03,TEN,IND,IND,FG,1.845442,0.4285714285714285,25.0,28.0,TEN 25,Field goal,3.0,-0.12820943,0.3929026831962172,1.5040404,11+,21-40,1.0,,1.0,1.0
2023_14_LA_BAL,BAL,25.0,4807.0,6.0,71.0,547.0,0.0,1.0,51.0,-0.12484272,0.3250196,2023,14,2023-12-10,BAL,LA,LA,PUNT,-2.0869458,0.0,31.0,31.0,BAL 25,Punt,0.0,0.7418285,0.4394510974435217,2.710062,6-10,61-80,2.0,0.0,3.0,0.3333333333333333
2023_15_HOU_TEN,TEN,21.0,4255.0,20.0,62.0,394.0,0.0,1.0,35.0,-0.39220452,0.294106,2023,15,2023-12-17,TEN,HOU,HOU,PUNT,-2.0934224,0.125,16.0,16.0,TEN 25,Punt,0.0,-0.088970415,0.359558244345826,1.5338482,11+,61-80,1.0,0.0,,
2023_15_MIN_CIN,CIN,20.0,4191.0,18.0,83.0,511.0,0.0,1.0,56.0,0.08428372,0.22805129,2023,15,2023-12-16,CIN,MIN,MIN,PUNT,-2.8149128,0.2,24.0,24.0,CIN 25,Punt,0.0,0.4224944,0.3790775179236718,2.2229438,11+,81-100,,,,
2024_02_SEA_NE,NE,22.0,4291.0,1.0,61.0,500.0,0.0,1.0,45.0,-0.53197247,0.39385694,2024,2,2024-09-15,NE,SEA,SEA,PUNT,-1.5513341,0.4,20.0,20.0,NE 30,Punt,0.0,,,,1,61-80,2.0,0.5,3.0,0.6666666666666667
2024_09_LA_SEA,SEA,28.0,5113.0,1.0,16.0,445.0,0.0,0.0,43.406976744186046,-3.7972393,0.836647,2024,9,2024-11-03,SEA,LA,LA,GO,-1.6936855,0.625,20.0,20.0,SEA 30,Turnover on downs,0.0,-0.004049162,0.4573436426033702,1.9220538,1,0-20,4.0,0.0,4.0,0.75
2024_09_NE_TEN,TEN,21.0,4679.0,1.0,6.0,154.0,1.0,0.0,25.0,0.061741233,0.98328525,2024,9,2024-11-03,TEN,NE,NE,FG,1.8454423,0.5,17.0,20.0,TEN 22,Field goal,3.0,-0.88112855,0.4140269939612045,1.4046232,1,0-20,1.0,0.0,2.0,1.0
2024_12_MIN_CHI,CHI,24.0,4434.0,16.0,76.0,467.0,0.0,1.0,54.0,0.46842492,0.25572687,2024,12,2024-11-24,CHI,MIN,MIN,PUNT,-1.9810423,0.5,27.0,27.0,CHI 30,Punt,0.0,0.11621214,0.3871295113310329,1.9334415,11+,61-80,,,2.0,0.5
2024_13_TB_CAR,TB,26.0,4859.0,7.0,37.0,396.0,1.0,0.0,55.0,-2.7842731,0.6176691,2024,13,2024-12-01,CAR,TB,CAR,FG,-3.1691444,0.2857142857142857,23.0,23.0,TB 34,Missed field goal,0.0,0.80050546,0.442609968402452,2.597222,6-10,21-40,1.0,0.0,2.0,1.0
2024_16_ARI_CAR,CAR,21.0,4409.0,7.0,67.0,473.0,0.0,1.0,57.0,0.63743263,0.31134102,2024,16,2024-12-22,CAR,ARI,ARI,PUNT,-1.2076929,0.6,30.0,30.0,CAR 30,Punt,0.0,0.029363418,0.4152641833622694,1.9083343,6-10,61-80,4.0,0.0,1.0,1.0
2024_17_DEN_CIN,CIN,17.0,4340.0,14.0,57.0,411.0,0.0,1.0,47.0,0.4456239,0.22922069,2024,17,2024-12-28,CIN,DEN,DEN,PUNT,-1.0654626,0.5714285714285714,24.0,24.0,CIN 26,Punt,0.0,0.7125323,0.4947899154934289,2.6014569,11+,41-60,1.0,0.0,,
2024_18_JAX_IND,IND,24.0,4615.0,5.0,20.0,327.0,1.0,0.0,38.0,0.46502876,0.9149249,2024,18,2025-01-05,IND,JAX,JAX,FG,1.5438483,0.5833333333333334,23.0,26.0,IND 30,Field goal,3.0,-0.13084443,0.4173184184642518,2.041809,3-5,0-20,3.0,1.0,1.0,1.0
