season,team,ydstogo_bin,yardline_bin,go_attempts,go_conv_rate,side,go_faced,go_stop_rate
2020,LA,2,0-20,1.0,0.0,offense,,
2020,ARI,3-5,0-20,2.0,0.0,offense,,
2020,ARI,1,41-60,6.0,1.0,offense,,
2020,CAR,3-5,61-80,2.0,0.0,offense,,
2020,PHI,1,41-60,4.0,0.5,offense,,
2020,DEN,3-5,0-20,1.0,0.0,offense,,
2020,NO,6-10,21-40,2.0,0.5,offense,,
2020,NYJ,1,41-60,2.0,1.0,offense,,
2020,BAL,3-5,0-20,2.0,0.0,offense,,
2020,BAL,3-5,41-60,2.0,1.0,offense,,
2020,CIN,2,0-20,1.0,1.0,offense,,
2020,GB,3-5,21-40,2.0,0.0,offense,,
2020,JAX,11+,41-60,2.0,0.0,offense,,
2020,CIN,11+,81-100,2.0,0.0,offense,,
2020,MIA,2,0-20,1.0,0.0,offense,,
2020,SEA,6-10,21-40,1.0,0.0,offense,,
2020,MIN,1,61-80,2.0,0.0,offense,,
2020,NYG,2,0-20,1.0,0.0,offense,,
2020,PIT,6-10,61-80,1.0,0.0,offense,,
2020,ATL,1,0-20,1.0,1.0,offense,,
2020,CLE,11+,61-80,1.0,0.0,offense,,
2021,CHI,6-10,61-80,2.0,0.0,offense,,
2021,DAL,3-5,81-100,1.0,0.0,offense,,
2021,DEN,6-10,21-40,2.0,1.0,offense,,
2021,DEN,2,41-60,2.0,1.0,offense,,
2021,WAS,6-10,21-40,4.0,0.0,offense,,
2021,IND,2,0-20,3.0,0.3333333333333333,offense,,
2021,ATL,3-5,0-20,1.0,1.0,offense,,
2021,TB,11+,81-100,1.0,0.0,offense,,
2021,ATL,6-10,41-60,4.0,0.0,offense,,
2021,DEN,6-10,41-60,5.0,0.2,offense,,
2021,JAX,3-5,21-40,2.0,0.5,offense,,
2021,MIN,6-10,61-80,2.0,0.0,offense,,
2021,ARI,3-5,41-60,3.0,0.6666666666666666,offense,,
2021,NYJ,2,41-60,1.0,0.0,offense,,
2021,JAX,3-5,41-60,2.0,0.5,offense,,
2021,HOU,11+,41-60,3.0,0.0,offense,,
2021,WAS,3-5,21-40,4.0,0.75,offense,,
2021,DEN,2,0-20,3.0,0.3333333333333333,offense,,
2021,IND,11+,21-40,2.0,0.5,offense,,
2021,NO,2,41-60,2.0,0.0,offense,,
2021,DAL,1,21-40,2.0,0.5,offense,,
2021,SF,2,21-40,1.0,0.0,offense,,
2021,ARI,11+,21-40,2.0,0.0,offense,,
2021,GB,1,41-60,3.0,1.0,offense,,
2021,NYG,6-10,41-60,5.0,0.2,offense,,
2021,TB,1,0-20,2.0,0.5,offense,,
2021,BAL,6-10,61-80,3.0,0.0,offense,,
2021,KC,11+,21-40,1.0,0.0,offense,,
2021,SEA,11+,81-100,1.0,0.0,offense,,
2021,PHI,6-10,21-40,4.0,0.25,offense,,
2021,WAS,11+,61-80,1.0,1.0,offense,,
2021,CIN,3-5,0-20,2.0,0.5,offense,,
