season,team,ydstogo_bin,yardline_bin,go_attempts,go_conv_rate,side,go_faced,go_stop_rate
2019,NYG,2,21-40,1.0,1.0,offense,,
2019,ARI,2,0-20,2.0,0.5,offense,,
2019,NE,1,21-40,2.0,0.5,offense,,
2019,JAX,2,21-40,1.0,0.0,offense,,
2019,HOU,6-10,81-100,1.0,0.0,offense,,
2019,MIA,1,0-20,4.0,0.5,offense,,
2019,DET,6-10,21-40,3.0,0.0,offense,,
2019,SEA,3-5,61-80,2.0,0.5,offense,,
2019,MIN,1,21-40,1.0,1.0,offense,,
2019,MIN,1,61-80,2.0,0.5,offense,,
2019,IND,2,0-20,1.0,1.0,offense,,
2019,NO,2,81-100,1.0,0.0,offense,,
2019,KC,6-10,21-40,1.0,0.0,offense,,
2019,MIA,6-10,61-80,2.0,0.0,offense,,
2019,HOU,3-5,61-80,1.0,0.0,offense,,
2019,LAC,3-5,81-100,1.0,1.0,offense,,
2019,NE,11+,0-20,1.0,0.0,offense,,
2019,ATL,6-10,21-40,2.0,0.5,offense,,
2019,LAC,11+,61-80,2.0,0.5,offense,,
2019,NYJ,6-10,21-40,1.0,0.0,offense,,
2019,DAL,1,0-20,2.0,1.0,offense,,
2019,DET,3-5,0-20,1.0,1.0,offense,,
2019,PHI,1,41-60,1.0,0.0,offense,,
2019,SEA,11+,81-100,1.0,1.0,offense,,
2019,DEN,1,41-60,2.0,1.0,offense,,
2019,JAX,1,21-40,1.0,0.0,offense,,
2019,DET,6-10,61-80,1.0,0.0,offense,,
2019,TB,2,21-40,1.0,0.0,offense,,
2020,CLE,3-5,61-80,3.0,0.0,offense,,
2020,CLE,6-10,21-40,4.0,0.25,offense,,
2020,DAL,1,61-80,3.0,0.6666666666666666,offense,,
2020,GB,1,21-40,4.0,0.75,offense,,
2020,MIN,3-5,21-40,2.0,0.0,offense,,
2020,PHI,3-5,41-60,5.0,0.0,offense,,
2020,CIN,3-5,0-20,2.0,0.5,offense,,
2020,WAS,1,41-60,6.0,0.6666666666666666,offense,,
2020,ARI,3-5,21-40,1.0,1.0,offense,,
2020,DAL,1,41-60,5.0,0.8,offense,,
2020,DAL,6-10,41-60,4.0,0.25,offense,,
2020,LA,3-5,41-60,1.0,0.0,offense,,
2020,TB,2,61-80,2.0,0.0,offense,,
2020,MIN,11+,21-40,2.0,0.0,offense,,
2020,MIN,6-10,41-60,2.0,0.0,offense,,
2020,WAS,2,0-20,1.0,1.0,offense,,
2020,CLE,3-5,0-20,1.0,0.0,offense,,
2020,CAR,2,41-60,1.0,1.0,offense,,
2020,NYJ,3-5,41-60,2.0,0.5,offense,,
2020,CHI,2,61-80,1.0,0.0,offense,,
2020,LAC,1,21-40,3.0,0.3333333333333333,offense,,
2020,DET,2,21-40,1.0,1.0,offense,,
2020,IND,2,0-20,1.0,1.0,offense,,
2020,NYG,11+,41-60,3.0,0.3333333333333333,offense,,
2020,ARI,6-10,61-80,1.0,0.0,offense,,
2020,ATL,3-5,41-60,1.0,0.0,offense,,
2020,PHI,1,0-20,1.0,0.0,offense,,
2020,CHI,1,81-100,1.0,0.0,offense,,
2020,ATL,3-5,0-20,3.0,0.6666666666666666,offense,,
2020,DEN,6-10,41-60,2.0,0.5,offense,,
2020,DET,6-10,0-20,1.0,0.0,offense,,
2020,NO,1,41-60,2.0,0.5,offense,,
2020,TB,2,21-40,2.0,0.5,offense,,
2020,LAC,1,61-80,1.0,0.0,offense,,
2020,TB,1,0-20,1.0,0.0,offense,,
2020,CIN,6-10,61-80,2.0,0.5,offense,,
2020,CIN,11+,61-80,3.0,1.0,offense,,
2020,DEN,6-10,0-20,1.0,1.0,offense,,
2020,HOU,2,0-20,1.0,0.0,offense,,
2020,TEN,3-5,0-20,3.0,0.3333333333333333,offense,,
2020,JAX,6-10,41-60,1.0,0.0,offense,,
2020,LAC,6-10,81-100,2.0,0.0,offense,,
2020,ATL,11+,61-80,1.0,1.0,offense,,
2020,ATL,1,61-80,1.0,1.0,offense,,
2020,WAS,1,61-80,2.0,0.0,offense,,
2020,DET,11+,61-80,1.0,0.0,offense,,
2020,CHI,11+,21-40,2.0,0.5,offense,,
2020,CLE,1,21-40,2.0,0.0,offense,,
2020,LAC,11+,41-60,2.0,0.5,offense,,
2020,NO,1,61-80,1.0,0.0,offense,,
2020,CIN,1,81-100,1.0,1.0,offense,,
2020,NYG,3-5,41-60,1.0,0.0,offense,,
2020,CIN,2,61-80,1.0,1.0,offense,,
2020,SF,11+,41-60,1.0,0.0,offense,,
2020,LA,3-5,81-100,1.0,0.0,offense,,
2020,ARI,6-10,41-60,1.0,0.0,offense,,
2020,GB,6-10,0-20,1.0,0.0,offense,,
2020,LV,6-10,0-20,1.0,0.0,offense,,
2020,DEN,1,21-40,1.0,0.0,offense,,
2020,BUF,6-10,81-100,1.0,0.0,offense,,
2021,CHI,11+,21-40,2.0,0.0,offense,,
2021,TB,3-5,21-40,2.0,0.5,offense,,
2021,TB,6-10,61-80,2.0,0.0,offense,,
2021,NO,6-10,41-60,3.0,0.6666666666666666,offense,,
2021,NO,3-5,0-20,1.0,0.0,offense,,
2021,HOU,2,21-40,2.0,0.5,offense,,
2021,MIN,3-5,41-60,5.0,0.4,offense,,
2021,CAR,2,0-20,1.0,0.0,offense,,
2021,CAR,6-10,21-40,5.0,0.2,offense,,
2021,IND,1,61-80,2.0,0.5,offense,,
2021,IND,1,21-40,5.0,0.8,offense,,
2021,DET,1,61-80,6.0,0.6666666666666666,offense,,
2021,LAC,11+,41-60,2.0,0.0,offense,,
2021,IND,1,0-20,6.0,0.6666666666666666,offense,,
2021,PIT,3-5,21-40,6.0,0.1666666666666666,offense,,
2021,NO,1,61-80,5.0,0.6,offense,,
2021,TEN,2,21-40,3.0,0.3333333333333333,offense,,
2021,PIT,2,61-80,2.0,0.0,offense,,
2021,IND,1,41-60,5.0,1.0,offense,,
2021,LAC,3-5,21-40,6.0,0.3333333333333333,offense,,
2021,LAC,6-10,21-40,3.0,0.6666666666666666,offense,,
2021,MIA,3-5,41-60,4.0,0.0,offense,,
2021,PHI,6-10,41-60,2.0,0.0,offense,,
2021,CAR,1,61-80,4.0,1.0,offense,,
2021,DET,3-5,0-20,4.0,0.25,offense,,
2021,JAX,2,61-80,3.0,0.3333333333333333,offense,,
2021,LAC,2,41-60,3.0,1.0,offense,,
2021,SEA,6-10,61-80,2.0,0.5,offense,,
2021,SF,2,41-60,1.0,0.0,offense,,
2021,TEN,2,41-60,3.0,1.0,offense,,
2021,ATL,2,41-60,2.0,0.5,offense,,
2021,CLE,6-10,41-60,2.0,0.5,offense,,
2021,PIT,11+,21-40,2.0,0.0,offense,,
2021,WAS,11+,41-60,3.0,0.3333333333333333,offense,,
2021,SF,1,0-20,2.0,0.5,offense,,
2021,DAL,3-5,61-80,1.0,1.0,offense,,
2021,BAL,6-10,41-60,3.0,0.0,offense,,
2021,NYJ,3-5,41-60,3.0,0.6666666666666666,offense,,
2021,HOU,11+,81-100,1.0,,offense,,
2021,NE,1,0-20,1.0,0.0,offense,,
2021,NYG,11+,61-80,1.0,0.0,offense,,
2021,WAS,11+,21-40,2.0,0.0,offense,,
2021,ARI,3-5,21-40,2.0,0.0,offense,,
2021,DAL,6-10,61-80,2.0,0.0,offense,,
2021,NYJ,6-10,81-100,1.0,1.0,offense,,
2021,LA,11+,0-20,1.0,0.0,offense,,
2021,DEN,1,21-40,1.0,0.0,offense,,
2021,GB,2,21-40,2.0,0.5,offense,,
2021,TB,6-10,41-60,1.0,1.0,offense,,
2021,CLE,2,41-60,1.0,0.0,offense,,
2021,TB,11+,41-60,1.0,0.0,offense,,
2021,NYG,2,41-60,1.0,1.0,offense,,
2021,TB,6-10,21-40,1.0,1.0,offense,,
2021,PHI,1,21-40,4.0,0.25,offense,,
2021,SEA,3-5,61-80,3.0,0.0,offense,,
2021,CAR,3-5,0-20,3.0,0.3333333333333333,offense,,
2021,DEN,11+,81-100,1.0,0.0,offense,,
2021,TB,3-5,81-100,1.0,0.0,offense,,
2021,NO,11+,21-40,2.0,0.0,offense,,
2021,NYJ,3-5,0-20,1.0,0.0,offense,,
2021,PIT,1,61-80,1.0,0.0,offense,,
2021,PIT,2,21-40,1.0,1.0,offense,,
2021,LAC,6-10,41-60,1.0,1.0,offense,,
2022,NYJ,3-5,0-20,2.0,0.5,offense,,
2022,MIN,2,0-20,1.0,0.0,offense,,
2022,ATL,2,41-60,4.0,0.25,offense,,
2022,ATL,1,41-60,3.0,0.3333333333333333,offense,,
2022,CIN,1,21-40,3.0,0.3333333333333333,offense,,
2022,CHI,11+,61-80,2.0,0.0,offense,,
2022,SF,6-10,41-60,2.0,0.0,offense,,
2022,ARI,1,0-20,4.0,0.5,offense,,
2022,ATL,1,0-20,3.0,0.6666666666666666,offense,,
2022,LAC,3-5,61-80,2.0,0.5,offense,,
2022,BAL,1,0-20,4.0,0.25,offense,,
2022,NO,3-5,21-40,3.0,0.0,offense,,
2022,NYG,2,41-60,1.0,0.0,offense,,
2022,DAL,3-5,41-60,1.0,1.0,offense,,
2022,MIN,6-10,41-60,4.0,0.5,offense,,
2022,GB,3-5,41-60,4.0,0.0,offense,,
2022,KC,11+,21-40,1.0,0.0,offense,,
2022,ARI,2,41-60,3.0,1.0,offense,,
2022,LV,1,21-40,4.0,1.0,offense,,
2022,CAR,11+,61-80,3.0,0.0,offense,,
2022,CLE,1,21-40,6.0,0.6666666666666666,offense,,
2022,CLE,3-5,0-20,4.0,0.5,offense,,
2022,CLE,1,61-80,3.0,0.6666666666666666,offense,,
2022,LA,1,21-40,2.0,1.0,offense,,
2022,DET,6-10,21-40,1.0,0.0,offense,,
2022,DEN,1,21-40,3.0,1.0,offense,,
2022,LV,1,41-60,3.0,0.3333333333333333,offense,,
2022,SEA,3-5,61-80,3.0,0.3333333333333333,offense,,
2022,CAR,11+,21-40,3.0,0.0,offense,,
2022,NYG,11+,61-80,1.0,0.0,offense,,
2022,BUF,3-5,0-20,2.0,0.5,offense,,
2022,TB,6-10,0-20,3.0,0.3333333333333333,offense,,
2022,HOU,6-10,61-80,2.0,1.0,offense,,
2022,HOU,6-10,0-20,1.0,0.0,offense,,
2022,DEN,6-10,41-60,2.0,0.0,offense,,
2022,PIT,6-10,61-80,2.0,0.5,offense,,
2022,LV,2,41-60,3.0,0.3333333333333333,offense,,
2022,DET,2,61-80,1.0,1.0,offense,,
2022,NYJ,3-5,21-40,3.0,0.3333333333333333,offense,,
2022,GB,2,41-60,1.0,1.0,offense,,
2022,MIA,1,0-20,3.0,0.3333333333333333,offense,,
2022,CLE,3-5,41-60,2.0,0.0,offense,,
2022,DAL,3-5,21-40,1.0,0.0,offense,,
2022,DEN,6-10,21-40,4.0,0.0,offense,,
2022,NYG,3-5,21-40,2.0,0.0,offense,,
2022,NYJ,6-10,61-80,3.0,0.0,offense,,
2022,HOU,2,61-80,1.0,1.0,offense,,
2022,DEN,11+,0-20,2.0,0.0,offense,,
2022,LA,2,0-20,1.0,1.0,offense,,
2022,LV,6-10,41-60,1.0,0.0,offense,,
2022,CLE,6-10,41-60,2.0,0.0,offense,,
2022,NYG,3-5,41-60,1.0,0.0,offense,,
2022,DAL,1,0-20,2.0,0.5,offense,,
2022,HOU,6-10,41-60,1.0,0.0,offense,,
2022,GB,2,0-20,1.0,1.0,offense,,
2022,WAS,6-10,0-20,1.0,0.0,offense,,
2022,NYG,2,21-40,2.0,0.5,offense,,
2022,PHI,6-10,0-20,1.0,0.0,offense,,
2022,SEA,3-5,41-60,1.0,0.0,offense,,
2022,MIA,11+,61-80,1.0,0.0,offense,,
2022,NO,1,41-60,1.0,0.0,offense,,
2022,LV,11+,41-60,1.0,0.0,offense,,
2022,MIN,6-10,0-20,1.0,0.0,offense,,
2023,NYG,3-5,41-60,5.0,0.4,offense,,
2023,NYG,6-10,41-60,5.0,0.4,offense,,
2023,DEN,11+,41-60,1.0,0.0,offense,,
2023,PHI,11+,61-80,1.0,0.0,offense,,
2023,PIT,6-10,61-80,3.0,0.3333333333333333,offense,,
2023,SF,11+,41-60,3.0,0.0,offense,,
2023,CLE,6-10,41-60,5.0,0.0,offense,,
2023,TEN,3-5,41-60,5.0,0.2,offense,,
2023,LAC,3-5,0-20,2.0,0.5,offense,,
2023,MIN,3-5,41-60,3.0,0.6666666666666666,offense,,
2023,CAR,1,21-40,5.0,0.4,offense,,
2023,NYJ,3-5,41-60,5.0,0.4,offense,,
2023,DET,3-5,21-40,6.0,0.5,offense,,
2023,SEA,1,41-60,2.0,0.5,offense,,
2023,LA,2,41-60,4.0,0.25,offense,,
2023,DEN,3-5,61-80,3.0,0.6666666666666666,offense,,
2023,CAR,6-10,61-80,4.0,0.0,offense,,
2023,ARI,3-5,21-40,4.0,0.0,offense,,
2023,DAL,3-5,0-20,3.0,0.0,offense,,
2023,MIA,1,61-80,2.0,0.0,offense,,
2023,MIA,1,0-20,4.0,0.75,offense,,
2023,MIN,6-10,21-40,2.0,1.0,offense,,
2023,NYJ,6-10,41-60,4.0,0.25,offense,,
2023,PHI,2,0-20,2.0,0.5,offense,,
2023,CLE,1,21-40,2.0,1.0,offense,,
2023,GB,6-10,0-20,1.0,1.0,offense,,
2023,CAR,1,41-60,3.0,0.6666666666666666,offense,,
2023,MIN,3-5,61-80,2.0,0.5,offense,,
2023,SEA,1,0-20,2.0,0.0,offense,,
2023,NO,1,41-60,3.0,0.6666666666666666,offense,,
2023,WAS,11+,81-100,2.0,0.0,offense,,
2023,MIN,6-10,0-20,2.0,0.5,offense,,
2023,CAR,3-5,61-80,1.0,0.0,offense,,
2023,KC,2,0-20,1.0,0.0,offense,,
2023,NYJ,11+,21-40,2.0,0.0,offense,,
2023,ATL,3-5,61-80,2.0,0.0,offense,,
2023,BAL,1,0-20,3.0,0.6666666666666666,offense,,
2023,DET,6-10,0-20,4.0,0.0,offense,,
2023,NO,1,0-20,3.0,0.3333333333333333,offense,,
2023,LV,3-5,61-80,2.0,0.5,offense,,
2023,ATL,1,61-80,2.0,0.5,offense,,
2023,CHI,2,0-20,1.0,1.0,offense,,
2023,KC,11+,81-100,1.0,0.0,offense,,
2023,WAS,3-5,61-80,1.0,0.0,offense,,
2023,LA,2,21-40,2.0,0.5,offense,,
2023,TEN,6-10,61-80,2.0,0.0,offense,,
2023,CAR,1,81-100,1.0,1.0,offense,,
2023,DAL,2,0-20,1.0,0.0,offense,,
2023,NYG,2,61-80,1.0,1.0,offense,,
2023,LAC,6-10,61-80,1.0,0.0,offense,,
2023,MIN,11+,61-80,1.0,0.0,offense,,
2023,BAL,11+,41-60,1.0,0.0,offense,,
2023,SEA,11+,41-60,3.0,0.0,offense,,
2023,WAS,1,61-80,2.0,0.5,offense,,
2023,IND,2,41-60,1.0,1.0,offense,,
2023,NE,6-10,41-60,2.0,0.0,offense,,
2023,DAL,2,21-40,4.0,0.75,offense,,
2023,PHI,6-10,21-40,2.0,0.0,offense,,
2023,BAL,3-5,21-40,1.0,1.0,offense,,
2023,CHI,3-5,61-80,1.0,0.0,offense,,
2023,BUF,11+,81-100,1.0,0.0,offense,,
2023,CLE,3-5,0-20,2.0,0.5,offense,,
2023,KC,6-10,0-20,1.0,0.0,offense,,
2023,TEN,1,21-40,1.0,1.0,offense,,
2023,ATL,11+,81-100,1.0,0.0,offense,,
2023,BAL,2,41-60,1.0,0.0,offense,,
2023,PIT,1,41-60,1.0,1.0,offense,,
2024,GB,11+,61-80,1.0,,offense,,
2018,GB,11+,81-100,1.0,0.0,offense,,
2024,MIA,2,0-20,4.0,0.5,offense,,
2024,CHI,11+,41-60,4.0,0.0,offense,,
2024,IND,11+,0-20,1.0,1.0,offense,,
2024,CAR,11+,41-60,2.0,0.0,offense,,
2024,SF,2,0-20,1.0,0.0,offense,,
2024,DET,6-10,21-40,3.0,0.3333333333333333,offense,,
2024,LV,3-5,21-40,2.0,0.5,offense,,
2024,GB,6-10,21-40,5.0,0.0,offense,,
2024,HOU,11+,41-60,2.0,0.0,offense,,
2024,HOU,2,41-60,3.0,1.0,offense,,
2024,NE,2,41-60,2.0,0.5,offense,,
2024,PHI,1,0-20,4.0,0.5,offense,,
2024,BUF,2,41-60,2.0,0.5,offense,,
2024,NYG,3-5,41-60,3.0,0.3333333333333333,offense,,
2024,NYJ,1,0-20,2.0,0.5,offense,,
2024,SEA,11+,41-60,1.0,0.0,offense,,
2024,WAS,6-10,41-60,2.0,0.0,offense,,
2024,IND,1,0-20,1.0,1.0,offense,,
2024,DEN,1,61-80,2.0,1.0,offense,,
2024,NO,6-10,41-60,3.0,0.0,offense,,
2024,NYJ,11+,61-80,1.0,0.0,offense,,
2024,NYG,2,61-80,1.0,0.0,offense,,
2024,DAL,2,61-80,2.0,0.0,offense,,
2024,SEA,6-10,41-60,2.0,1.0,offense,,
2024,WAS,6-10,0-20,1.0,1.0,offense,,
2024,LV,1,41-60,3.0,0.6666666666666666,offense,,
2024,MIA,2,21-40,1.0,0.0,offense,,
2024,CAR,6-10,41-60,5.0,0.6,offense,,
2024,LV,1,21-40,2.0,0.5,offense,,
2024,CIN,1,61-80,3.0,0.3333333333333333,offense,,
2024,SEA,11+,81-100,1.0,0.0,offense,,
2024,NO,2,0-20,1.0,0.0,offense,,
2024,PIT,11+,81-100,1.0,0.0,offense,,
2024,IND,3-5,61-80,1.0,0.0,offense,,
2024,LAC,6-10,21-40,2.0,0.0,offense,,
2024,PIT,2,21-40,1.0,0.0,offense,,
2024,PIT,1,21-40,1.0,1.0,offense,,
2024,SF,2,21-40,1.0,0.0,offense,,
2024,GB,2,21-40,5.0,0.4,offense,,
2024,MIN,11+,21-40,1.0,0.0,offense,,
2024,CAR,6-10,21-40,1.0,0.0,offense,,
2024,CIN,11+,41-60,1.0,0.0,offense,,
2024,DET,3-5,61-80,1.0,1.0,offense,,
2024,WAS,1,41-60,3.0,0.6666666666666666,offense,,
2024,ARI,11+,81-100,1.0,0.0,offense,,
2024,BUF,1,41-60,1.0,0.0,offense,,
2024,TEN,3-5,21-40,2.0,0.5,offense,,
2024,MIN,2,0-20,2.0,0.5,offense,,
2016,CHI,6-10,41-60,2.0,0.0,offense,,
2016,CLE,3-5,41-60,3.0,0.3333333333333333,offense,,
2016,PHI,3-5,21-40,4.0,0.25,offense,,
2016,PIT,1,21-40,4.0,1.0,offense,,
2016,ATL,3-5,41-60,4.0,0.5,offense,,
2016,GB,2,0-20,1.0,0.0,offense,,
2016,IND,6-10,61-80,4.0,0.75,offense,,
2016,LA,3-5,21-40,2.0,0.0,offense,,
2016,LA,11+,41-60,1.0,0.0,offense,,
2016,CAR,3-5,0-20,2.0,0.0,offense,,
2016,BAL,6-10,41-60,4.0,0.0,offense,,
2016,CHI,3-5,0-20,1.0,0.0,offense,,
2016,CIN,6-10,0-20,1.0,0.0,offense,,
2016,NYJ,1,0-20,4.0,0.5,offense,,
2016,PIT,11+,21-40,2.0,0.0,offense,,
2016,SF,3-5,0-20,2.0,0.5,offense,,
2016,WAS,11+,41-60,2.0,0.5,offense,,
2016,NE,2,21-40,1.0,1.0,offense,,
2016,NE,1,21-40,3.0,1.0,offense,,
2016,TB,11+,61-80,2.0,0.0,offense,,
2016,IND,11+,81-100,1.0,0.0,offense,,
2016,KC,6-10,61-80,2.0,0.5,offense,,
2016,LV,1,0-20,2.0,0.0,offense,,
2016,SF,6-10,0-20,2.0,0.0,offense,,
2016,DEN,1,61-80,3.0,0.6666666666666666,offense,,
2016,DEN,3-5,41-60,1.0,1.0,offense,,
2016,BAL,11+,0-20,1.0,0.0,offense,,
2016,BAL,2,61-80,2.0,0.5,offense,,
2016,PIT,3-5,41-60,1.0,1.0,offense,,
2016,SF,3-5,41-60,1.0,1.0,offense,,
2016,JAX,6-10,61-80,3.0,0.0,offense,,
2016,BUF,6-10,21-40,3.0,0.0,offense,,
2016,LV,3-5,41-60,2.0,0.5,offense,,
2016,LAC,6-10,41-60,4.0,0.25,offense,,
2016,DEN,6-10,41-60,1.0,0.0,offense,,
2016,TB,11+,21-40,2.0,0.5,offense,,
2016,BUF,11+,0-20,1.0,0.0,offense,,
2016,NYJ,6-10,81-100,1.0,,offense,,
2016,CAR,1,41-60,4.0,1.0,offense,,
2016,MIN,1,61-80,1.0,0.0,offense,,
2016,CAR,6-10,61-80,1.0,0.0,offense,,
2016,TEN,1,21-40,1.0,1.0,offense,,
2016,PHI,11+,81-100,1.0,0.0,offense,,
2016,CHI,6-10,0-20,1.0,0.0,offense,,
2016,DET,1,21-40,1.0,0.0,offense,,
2016,LA,11+,61-80,1.0,1.0,offense,,
2016,MIA,1,21-40,1.0,0.0,offense,,
2016,CHI,11+,41-60,1.0,0.0,offense,,
2016,NYJ,2,21-40,1.0,1.0,offense,,
2016,LV,6-10,0-20,1.0,0.0,offense,,
2016,PHI,11+,21-40,1.0,0.0,offense,,
2016,JAX,6-10,21-40,1.0,0.0,offense,,
2016,NYG,1,21-40,1.0,0.0,offense,,
2017,HOU,3-5,81-100,1.0,0.0,offense,,
2017,NE,1,0-20,3.0,0.6666666666666666,offense,,
2017,KC,6-10,81-100,1.0,0.0,offense,,
2017,LV,1,0-20,1.0,1.0,offense,,
2017,IND,1,81-100,1.0,,offense,,
2017,BUF,11+,21-40,1.0,0.0,offense,,
2017,NYG,2,0-20,2.0,0.0,offense,,
2017,GB,6-10,21-40,3.0,0.5,offense,,
2017,CIN,2,0-20,1.0,1.0,offense,,
2017,ARI,11+,81-100,1.0,0.0,offense,,
2017,DEN,3-5,41-60,3.0,0.0,offense,,
2017,LAC,3-5,21-40,3.0,0.3333333333333333,offense,,
2017,LAC,6-10,21-40,1.0,0.0,offense,,
2017,CHI,11+,41-60,2.0,0.0,offense,,
2017,ARI,2,41-60,1.0,1.0,offense,,
2017,DEN,1,0-20,1.0,0.0,offense,,
2017,CAR,1,41-60,1.0,0.0,offense,,
2017,KC,2,0-20,1.0,0.0,offense,,
2017,DEN,6-10,61-80,3.0,0.0,offense,,
2017,IND,11+,21-40,1.0,0.0,offense,,
2017,LV,11+,41-60,1.0,1.0,offense,,
2017,NYG,3-5,61-80,5.0,0.2,offense,,
2017,WAS,6-10,61-80,4.0,0.25,offense,,
2017,IND,3-5,41-60,3.0,0.6666666666666666,offense,,
2017,LV,3-5,41-60,1.0,0.0,offense,,
2017,ATL,6-10,21-40,1.0,0.0,offense,,
2017,LA,1,41-60,1.0,0.0,offense,,
2017,CIN,11+,61-80,1.0,1.0,offense,,
2017,NYG,2,81-100,1.0,1.0,offense,,
2017,ARI,3-5,41-60,1.0,1.0,offense,,
2017,NYJ,6-10,41-60,1.0,0.0,offense,,
2017,GB,6-10,0-20,1.0,1.0,offense,,
2017,MIN,1,61-80,1.0,0.0,offense,,
2017,IND,2,41-60,1.0,1.0,offense,,
2017,CIN,11+,21-40,1.0,0.0,offense,,
2017,NYG,11+,0-20,2.0,0.0,offense,,
2017,PHI,11+,21-40,1.0,0.0,offense,,
2017,ARI,3-5,21-40,1.0,0.0,offense,,
2017,CIN,1,61-80,1.0,0.0,offense,,
2017,DET,6-10,41-60,1.0,0.0,offense,,
2017,NYG,3-5,81-100,1.0,0.0,offense,,
2017,TEN,2,21-40,1.0,0.0,offense,,
2017,LAC,11+,21-40,1.0,0.0,offense,,
2018,ATL,6-10,0-20,2.0,0.0,offense,,
2018,HOU,3-5,0-20,2.0,0.5,offense,,
2018,CLE,6-10,21-40,5.0,0.4,offense,,
2018,DEN,11+,61-80,2.0,0.5,offense,,
2018,LA,6-10,21-40,2.0,0.0,offense,,
2018,CIN,11+,61-80,1.0,0.0,offense,,
2018,BAL,3-5,41-60,2.0,0.5,offense,,
2018,CLE,3-5,41-60,3.0,0.6666666666666666,offense,,
2018,PHI,3-5,41-60,4.0,0.25,offense,,
2018,BUF,1,0-20,2.0,1.0,offense,,
2018,IND,2,21-40,1.0,1.0,offense,,
2018,TB,6-10,41-60,2.0,0.5,offense,,
2018,SF,1,21-40,1.0,1.0,offense,,
2018,CIN,6-10,0-20,1.0,1.0,offense,,
2018,IND,6-10,41-60,1.0,0.0,offense,,
2018,NYJ,1,41-60,4.0,0.75,offense,,
2018,TEN,1,21-40,1.0,1.0,offense,,
2018,TEN,11+,61-80,1.0,1.0,offense,,
2018,TEN,3-5,41-60,1.0,0.0,offense,,
2018,TB,1,61-80,1.0,1.0,offense,,
2018,SF,11+,61-80,3.0,0.0,offense,,
2018,ATL,2,61-80,1.0,1.0,offense,,
2018,GB,11+,21-40,1.0,1.0,offense,,
2018,CIN,3-5,61-80,2.0,0.0,offense,,
2018,NYG,3-5,21-40,4.0,0.5,offense,,
2018,LV,3-5,21-40,1.0,1.0,offense,,
2018,WAS,2,21-40,2.0,0.0,offense,,
2018,WAS,2,61-80,2.0,1.0,offense,,
2018,CLE,2,21-40,1.0,0.0,offense,,
2018,BUF,3-5,0-20,1.0,0.0,offense,,
2018,JAX,3-5,61-80,3.0,0.0,offense,,
2018,NE,1,41-60,2.0,1.0,offense,,
2018,PIT,1,0-20,1.0,1.0,offense,,
2018,BUF,11+,41-60,2.0,0.0,offense,,
2018,SEA,6-10,81-100,1.0,1.0,offense,,
2018,NYJ,3-5,61-80,1.0,0.0,offense,,
2018,MIA,11+,41-60,2.0,0.0,offense,,
2018,PIT,6-10,41-60,1.0,0.0,offense,,
2018,GB,1,41-60,3.0,0.3333333333333333,offense,,
2018,BAL,2,0-20,2.0,0.5,offense,,
2018,KC,11+,81-100,1.0,,offense,,
2018,CIN,1,61-80,1.0,0.0,offense,,
2018,DEN,11+,41-60,1.0,0.0,offense,,
2018,DEN,2,21-40,1.0,1.0,offense,,
2018,ARI,6-10,21-40,1.0,1.0,offense,,
2018,DAL,11+,21-40,2.0,0.5,offense,,
2018,NYJ,1,21-40,2.0,1.0,offense,,
2018,NYJ,11+,61-80,1.0,0.0,offense,,
2018,PIT,11+,61-80,1.0,1.0,offense,,
2018,TB,2,41-60,1.0,1.0,offense,,
2018,CIN,3-5,41-60,1.0,0.0,offense,,
2018,DEN,11+,21-40,1.0,0.0,offense,,
2018,SF,3-5,21-40,1.0,1.0,offense,,
2019,BUF,1,21-40,7.0,0.5714285714285714,offense,,
2019,NYG,6-10,21-40,4.0,0.75,offense,,
2019,TB,6-10,21-40,4.0,0.0,offense,,
2019,CHI,6-10,41-60,5.0,0.25,offense,,
2019,TEN,1,61-80,2.0,0.0,offense,,
2019,HOU,1,0-20,3.0,1.0,offense,,
2019,JAX,1,41-60,3.0,1.0,offense,,
2019,LAC,2,21-40,3.0,0.6666666666666666,offense,,
2019,NO,3-5,21-40,2.0,0.0,offense,,
2019,LV,1,21-40,4.0,0.5,offense,,
2019,CIN,6-10,0-20,4.0,0.0,offense,,
2019,BAL,3-5,61-80,2.0,0.5,offense,,
2019,LAC,6-10,21-40,2.0,0.0,offense,,
2019,LA,1,41-60,2.0,0.0,offense,,
2019,CIN,1,41-60,4.0,0.75,offense,,
2019,BAL,6-10,41-60,3.0,0.0,offense,,
2019,BUF,1,41-60,1.0,1.0,offense,,
2019,TB,1,0-20,1.0,1.0,offense,,
2019,GB,3-5,0-20,1.0,0.0,offense,,
2019,HOU,3-5,21-40,4.0,0.25,offense,,
2019,BAL,2,0-20,1.0,1.0,offense,,
2019,TEN,1,41-60,1.0,0.0,offense,,
2019,NO,2,41-60,1.0,0.0,offense,,
2019,ARI,1,61-80,1.0,0.0,offense,,
2019,DEN,11+,21-40,1.0,0.0,offense,,
2019,NYG,11+,0-20,1.0,0.0,offense,,
2019,LV,3-5,61-80,2.0,0.5,offense,,
2019,GB,11+,21-40,2.0,0.0,offense,,
2019,CAR,6-10,21-40,2.0,1.0,offense,,
2019,KC,2,41-60,1.0,1.0,offense,,
2019,NYG,3-5,21-40,3.0,0.6666666666666666,offense,,
