game_id,season,week,game_date,home_team,away_team,posteam,defteam,qtr,game_seconds_remaining,yardline_100,ydstogo,score_differential,roof,temp,wind,shotgun,no_huddle,epa,wp,decision,kick_distance,punt_attempt,field_goal_attempt,drive,fixed_drive,order_sequence,play_id,ydstogo_bin,yardline_bin,go_conv_rate,go_attempts,go_stop_rate,go_faced,epa_per_drive_roll6,success_rate_roll6,points_per_drive_roll6
2017_05_JAX_PIT,2017,5,2017-10-08,PIT,JAX,JAX,PIT,1.0,3151.0,39.0,8.0,-3.0,outdoors,73.0,9.0,0.0,0.0,0.08111872,0.33805928,PUNT,35.0,1.0,0.0,3.0,3.0,456.0,456.0,6-10,21-40,0.0,2.0,,,,,
2017_07_TB_BUF,2017,7,2017-10-22,BUF,TB,TB,BUF,1.0,2725.0,7.0,6.0,0.0,outdoors,74.0,9.0,0.0,0.0,0.067430064,0.5126049,FG,25.0,0.0,1.0,3.0,3.0,946.0,946.0,6-10,0-20,,,,,,,
2017_08_CAR_TB,2017,8,2017-10-29,TB,CAR,CAR,TB,2.0,1983.0,56.0,10.0,7.0,outdoors,63.0,13.0,0.0,0.0,0.18100289,0.73445916,PUNT,48.0,1.0,0.0,8.0,8.0,1665.0,1665.0,6-10,41-60,0.0,1.0,1.0,2.0,0.061613545,0.3988682031500014,1.9575758
2017_09_ATL_CAR,2017,9,2017-11-05,CAR,ATL,CAR,ATL,2.0,2443.0,53.0,6.0,-10.0,outdoors,61.0,4.0,0.0,0.0,0.6634979,0.25022092,PUNT,50.0,1.0,0.0,8.0,8.0,1241.0,1241.0,6-10,41-60,0.0,1.0,,,-0.022500478,0.410530648126802,1.9478277
2017_09_ATL_CAR,2017,9,2017-11-05,CAR,ATL,CAR,ATL,4.0,333.0,46.0,7.0,10.0,outdoors,61.0,4.0,0.0,0.0,-0.11128645,0.93954927,PUNT,38.0,1.0,0.0,20.0,20.0,3287.0,3287.0,6-10,41-60,0.0,1.0,,,-0.022500478,0.410530648126802,1.9478277
2017_13_PHI_SEA,2017,13,2017-12-03,SEA,PHI,PHI,SEA,2.0,1818.0,46.0,2.0,-7.0,outdoors,44.0,3.0,0.0,0.0,-0.4724692,0.26184425,PUNT,43.0,1.0,0.0,8.0,8.0,1865.0,1865.0,2,41-60,0.0,1.0,,,-0.08039134,0.398777877765973,1.8988789
2017_13_WAS_DAL,2017,13,2017-11-30,DAL,WAS,DAL,WAS,1.0,2914.0,42.0,9.0,0.0,closed,,,0.0,0.0,0.68067837,0.49791625,PUNT,41.0,1.0,0.0,6.0,6.0,702.0,702.0,6-10,41-60,0.0,1.0,0.0,1.0,-0.3181489,0.3346211737031701,1.9572095
2017_14_OAK_KC,2017,14,2017-12-10,KC,LV,KC,LV,4.0,690.0,46.0,6.0,26.0,outdoors,46.0,13.0,0.0,0.0,-1.466787,0.99983704,PUNT,13.0,1.0,0.0,19.0,19.0,3316.0,3316.0,6-10,41-60,0.0,1.0,,,0.15248542,0.3988023238701972,1.851295
2017_15_LA_SEA,2017,15,2017-12-17,SEA,LA,SEA,LA,2.0,1893.0,73.0,29.0,-27.0,outdoors,47.0,15.0,0.0,0.0,-1.6692219,0.0026662,PUNT,46.0,1.0,0.0,13.0,13.0,2018.0,2018.0,11+,61-80,,,,,0.43286982,0.4344331440164772,2.3155372
2017_15_LA_SEA,2017,15,2017-12-17,SEA,LA,SEA,LA,3.0,1565.0,74.0,15.0,-34.0,outdoors,47.0,15.0,0.0,0.0,-1.3484658,0.0013180086,PUNT,41.0,1.0,0.0,17.0,17.0,2458.0,2458.0,11+,61-80,,,,,0.43286982,0.4344331440164772,2.3155372
2017_15_LA_SEA,2017,15,2017-12-17,SEA,LA,SEA,LA,3.0,1239.0,74.0,18.0,-40.0,outdoors,47.0,15.0,0.0,0.0,1.125475,0.0004906663,PUNT,61.0,1.0,0.0,19.0,19.0,2792.0,2792.0,11+,61-80,,,,,0.43286982,0.4344331440164772,2.3155372
2018_01_SEA_DEN,2018,1,2018-09-09,DEN,SEA,SEA,DEN,1.0,2982.0,61.0,3.0,0.0,outdoors,84.0,5.0,0.0,0.0,0.6728065,0.47529516,PUNT,59.0,1.0,0.0,6.0,6.0,754.0,754.0,3-5,61-80,,,,,,,
2018_01_SF_MIN,2018,1,2018-09-09,MIN,SF,SF,MIN,4.0,354.0,60.0,15.0,-8.0,dome,,,0.0,0.0,0.11178097,0.07255308,PUNT,42.0,1.0,0.0,21.0,21.0,3630.0,3630.0,11+,41-60,,,0.5,2.0,,,
2018_03_BUF_MIN,2018,3,2018-09-23,MIN,BUF,BUF,MIN,1.0,3147.0,11.0,6.0,7.0,dome,,,0.0,0.0,0.08928197,0.71220523,FG,30.0,0.0,1.0,3.0,3.0,518.0,518.0,6-10,0-20,0.0,1.0,,,,,
2018_03_BUF_MIN,2018,3,2018-09-23,MIN,BUF,BUF,MIN,3.0,1145.0,48.0,13.0,27.0,dome,,,0.0,0.0,0.14244954,0.9977343,PUNT,43.0,1.0,0.0,16.0,16.0,2812.0,2812.0,11+,41-60,0.0,2.0,0.5,2.0,,,
2018_03_TEN_JAX,2018,3,2018-09-23,JAX,TEN,TEN,JAX,1.0,3003.0,20.0,1.0,0.0,outdoors,89.0,10.0,0.0,0.0,0.43118516,0.5085139,FG,39.0,0.0,1.0,4.0,4.0,683.0,683.0,1,0-20,0.6666666666666666,3.0,0.6666666666666667,3.0,,,
2018_04_PHI_TEN,2018,4,2018-09-30,TEN,PHI,TEN,PHI,4.0,562.0,15.0,10.0,-7.0,outdoors,80.0,4.0,0.0,0.0,0.26458156,0.24619731,FG,33.0,0.0,1.0,16.0,16.0,3009.0,3009.0,6-10,0-20,,,1.0,1.0,,,
2017_04_OAK_DEN,2017,4,2017-10-01,DEN,LV,DEN,LV,2.0,2172.0,54.0,7.0,10.0,outdoors,72.0,7.0,0.0,0.0,0.9923534,0.8147247,PUNT,53.0,1.0,0.0,9.0,9.0,1430.0,1430.0,6-10,41-60,,,,,,,
2017_04_OAK_DEN,2017,4,2017-10-01,DEN,LV,DEN,LV,4.0,520.0,44.0,6.0,9.0,outdoors,72.0,7.0,0.0,0.0,-0.15532483,0.91913855,PUNT,37.0,1.0,0.0,20.0,20.0,3170.0,3170.0,6-10,41-60,,,,,,,
2017_05_BAL_OAK,2017,5,2017-10-08,LV,BAL,LV,BAL,1.0,3011.0,14.0,12.0,-14.0,outdoors,72.0,8.0,0.0,0.0,0.22898924,0.19564226,FG,32.0,0.0,1.0,3.0,3.0,592.0,592.0,11+,0-20,,,,,,,
2017_07_CIN_PIT,2017,7,2017-10-22,PIT,CIN,CIN,PIT,3.0,1707.0,74.0,1.0,-6.0,outdoors,79.0,6.0,0.0,0.0,0.116978236,0.23096517,PUNT,51.0,1.0,0.0,10.0,10.0,2127.0,2127.0,1,61-80,0.0,1.0,1.0,1.0,-0.4064829,0.3678232092559186,1.5896465
2017_11_WAS_NO,2017,11,2017-11-19,NO,WAS,WAS,NO,2.0,1906.0,38.0,12.0,7.0,dome,,,0.0,0.0,-1.4867722,0.7701776,PUNT,38.0,1.0,0.0,8.0,8.0,1978.0,1978.0,11+,21-40,,,1.0,1.0,0.6742723,0.4217648585022986,2.4160907
2017_11_WAS_NO,2017,11,2017-11-19,NO,WAS,NO,WAS,3.0,1351.0,42.0,9.0,-4.0,dome,,,0.0,0.0,0.12373555,0.3712478,PUNT,36.0,1.0,0.0,11.0,11.0,2747.0,2747.0,6-10,41-60,0.0,1.0,0.0,1.0,-0.25359988,0.3460010207080171,1.9438616
2017_13_WAS_DAL,2017,13,2017-11-30,DAL,WAS,DAL,WAS,2.0,1803.0,51.0,2.0,10.0,closed,,,1.0,0.0,-0.19828846,0.8257297,GO,43.65204991087344,0.0,0.0,13.0,13.0,2049.0,2049.0,2,41-60,0.0,1.0,1.0,2.0,-0.3181489,0.3346211737031701,1.9572095
2017_14_CHI_CIN,2017,14,2017-12-10,CIN,CHI,CIN,CHI,1.0,3295.0,71.0,1.0,-6.0,outdoors,31.0,11.0,0.0,0.0,0.025981383,0.290969,PUNT,53.0,1.0,0.0,3.0,3.0,543.0,543.0,1,61-80,0.0,1.0,,,-0.8926969,0.3396322380855209,1.0534512
2017_14_DAL_NYG,2017,14,2017-12-10,NYG,DAL,NYG,DAL,2.0,2280.0,37.0,3.0,0.0,outdoors,39.0,11.0,0.0,0.0,-1.8803915,0.6273272,PUNT,37.0,1.0,0.0,4.0,4.0,1371.0,1371.0,3-5,21-40,0.3333333333333333,3.0,1.0,1.0,-0.50255996,0.4117613713447047,1.6950144
2017_17_NO_TB,2017,17,2017-12-31,TB,NO,NO,TB,2.0,1863.0,57.0,9.0,1.0,outdoors,71.0,3.0,0.0,0.0,-0.2912382,0.5417459,PUNT,44.0,1.0,0.0,10.0,10.0,1786.0,1786.0,6-10,41-60,0.0,1.0,1.0,2.0,0.060967565,0.3938900232009206,1.9472934
2017_17_NO_TB,2017,17,2017-12-31,TB,NO,NO,TB,3.0,1601.0,57.0,10.0,1.0,outdoors,71.0,3.0,0.0,0.0,0.6943329,0.4902963,PUNT,47.0,1.0,0.0,12.0,12.0,2177.0,2177.0,6-10,41-60,0.0,1.0,1.0,2.0,0.060967565,0.3938900232009206,1.9472934
2017_09_ARI_SF,2017,9,2017-11-05,SF,ARI,ARI,SF,3.0,1296.0,54.0,13.0,4.0,outdoors,61.0,8.0,0.0,0.0,0.4320083,0.5980474,PUNT,39.0,1.0,0.0,19.0,19.0,3094.0,3094.0,11+,41-60,0.0,1.0,,,-0.3852137,0.3751104609805589,1.6598401
2017_10_SEA_ARI,2017,10,2017-11-09,ARI,SEA,ARI,SEA,4.0,260.0,15.0,8.0,-12.0,open,,,1.0,0.0,-3.0629249,0.046552684,GO,43.65204991087344,0.0,0.0,23.0,23.0,4166.0,4166.0,6-10,0-20,0.0,2.0,1.0,2.0,0.060164925,0.3901530250022627,1.8885837
2017_12_TB_ATL,2017,12,2017-11-26,ATL,TB,ATL,TB,1.0,2703.0,55.0,8.0,0.0,closed,,,0.0,0.0,-0.2909796,0.56546783,PUNT,55.0,1.0,0.0,4.0,4.0,850.0,850.0,6-10,41-60,0.3333333333333333,3.0,1.0,2.0,-0.62874514,0.3445471234835653,1.4932984
2017_12_TB_ATL,2017,12,2017-11-26,ATL,TB,ATL,TB,3.0,1057.0,49.0,8.0,14.0,closed,,,0.0,0.0,-0.62217313,0.93727535,PUNT,49.0,1.0,0.0,13.0,13.0,2820.0,2820.0,6-10,41-60,0.3333333333333333,3.0,1.0,2.0,-0.62874514,0.3445471234835653,1.4932984
2017_17_NO_TB,2017,17,2017-12-31,TB,NO,NO,TB,2.0,2533.0,72.0,4.0,7.0,outdoors,71.0,3.0,0.0,0.0,0.058105517,0.6642162,PUNT,47.0,1.0,0.0,6.0,6.0,1102.0,1102.0,3-5,61-80,,,1.0,1.0,0.060967565,0.3938900232009206,1.9472934
2017_17_OAK_LAC,2017,17,2017-12-31,LAC,LV,LAC,LV,1.0,3266.0,41.0,7.0,0.0,outdoors,62.0,2.0,0.0,0.0,-0.28711823,0.60597014,PUNT,30.0,1.0,0.0,2.0,2.0,335.0,335.0,6-10,41-60,0.0,2.0,,,-0.65191555,0.3657363774709174,1.3817663
2018_04_KC_DEN,2018,4,2018-10-01,DEN,KC,DEN,KC,2.0,1855.0,24.0,1.0,0.0,outdoors,65.0,5.0,0.0,0.0,1.4804504,0.57591766,GO,43.65204991087344,0.0,0.0,9.0,9.0,1888.0,1888.0,1,21-40,1.0,3.0,0.25,4.0,,,
2017_06_IND_TEN,2017,6,2017-10-16,TEN,IND,TEN,IND,1.0,3380.0,30.0,7.0,0.0,outdoors,57.0,7.0,0.0,0.0,1.5682358,0.5426741,FG,48.0,0.0,1.0,1.0,1.0,257.0,257.0,6-10,21-40,,,1.0,2.0,,,
2017_12_NO_LA,2017,12,2017-11-26,LA,NO,LA,NO,1.0,2888.0,32.0,13.0,7.0,outdoors,72.0,1.0,0.0,0.0,1.7553306,0.72828805,FG,50.0,0.0,1.0,3.0,3.0,685.0,685.0,11+,21-40,,,1.0,1.0,0.74615926,0.4388833741056628,2.5608718
2017_12_NO_LA,2017,12,2017-11-26,LA,NO,LA,NO,3.0,1122.0,28.0,11.0,7.0,outdoors,72.0,1.0,0.0,0.0,1.3185256,0.819436,FG,46.0,0.0,1.0,15.0,15.0,2796.0,2796.0,11+,21-40,,,1.0,1.0,0.74615926,0.4388833741056628,2.5608718
2017_12_NO_LA,2017,12,2017-11-26,LA,NO,LA,NO,4.0,857.0,30.0,20.0,10.0,outdoors,72.0,1.0,0.0,0.0,1.5238583,0.8830148,FG,49.0,0.0,1.0,17.0,17.0,3131.0,3131.0,11+,21-40,,,1.0,1.0,0.74615926,0.4388833741056628,2.5608718
2017_14_CHI_CIN,2017,14,2017-12-10,CIN,CHI,CIN,CHI,4.0,168.0,46.0,19.0,-26.0,outdoors,31.0,11.0,1.0,0.0,-1.8955818,7.454727e-05,GO,43.65204991087344,0.0,0.0,20.0,20.0,4110.0,4110.0,11+,41-60,0.3333333333333333,3.0,1.0,1.0,-0.8926969,0.3396322380855209,1.0534512
2017_14_DET_TB,2017,14,2017-12-10,TB,DET,DET,TB,3.0,1474.0,49.0,6.0,7.0,outdoors,55.0,9.0,0.0,0.0,-0.55170333,0.7217723,PUNT,49.0,1.0,0.0,16.0,16.0,2560.0,2560.0,6-10,41-60,0.0,1.0,1.0,2.0,-0.6731325,0.3517410059899478,1.4129113
2017_15_HOU_JAX,2017,15,2017-12-17,JAX,HOU,JAX,HOU,2.0,1856.0,20.0,10.0,21.0,outdoors,72.0,5.0,0.0,0.0,0.44550964,0.96983945,FG,38.0,0.0,1.0,12.0,12.0,2141.0,2141.0,6-10,0-20,0.0,1.0,1.0,1.0,-0.5780758,0.3470865497519909,1.2311578
2017_17_NO_TB,2017,17,2017-12-31,TB,NO,NO,TB,2.0,1959.0,30.0,5.0,1.0,outdoors,71.0,3.0,0.0,0.0,-2.7569811,0.5848463,GO,43.65204991087344,0.0,0.0,8.0,8.0,1595.0,1595.0,3-5,21-40,0.4,5.0,1.0,2.0,0.060967565,0.3938900232009206,1.9472934
2018_01_NYJ_DET,2018,1,2018-09-10,DET,NYJ,DET,NYJ,4.0,404.0,35.0,1.0,-31.0,dome,,,1.0,1.0,-5.5255265,0.000110464985,GO,43.65204991087344,0.0,0.0,24.0,24.0,3676.0,3676.0,1,21-40,0.5,2.0,0.75,4.0,,,
2018_01_SF_MIN,2018,1,2018-09-09,MIN,SF,SF,MIN,2.0,2507.0,24.0,11.0,-10.0,dome,,,0.0,0.0,0.8908976,0.22144161,FG,42.0,0.0,1.0,6.0,6.0,1084.0,1084.0,11+,21-40,,,1.0,2.0,,,
2018_02_NE_JAX,2018,2,2018-09-16,JAX,NE,JAX,NE,4.0,587.0,48.0,6.0,11.0,outdoors,97.0,15.0,0.0,0.0,-0.004537113,0.9402555,PUNT,39.0,1.0,0.0,18.0,18.0,3372.0,3372.0,6-10,41-60,0.5,2.0,,,,,
2017_08_CAR_TB,2017,8,2017-10-29,TB,CAR,CAR,TB,1.0,3448.0,63.0,5.0,0.0,outdoors,63.0,13.0,0.0,0.0,0.32005227,0.45961368,PUNT,47.0,1.0,0.0,2.0,2.0,244.0,244.0,3-5,61-80,0.0,1.0,1.0,1.0,0.061613545,0.3988682031500014,1.9575758
2017_10_NE_DEN,2017,10,2017-11-12,DEN,NE,DEN,NE,1.0,3222.0,21.0,2.0,-7.0,outdoors,48.0,5.0,0.0,0.0,0.6433205,0.41926128,FG,39.0,0.0,1.0,3.0,3.0,407.0,407.0,2,21-40,1.0,1.0,0.0,1.0,0.7611472,0.4339213792440916,2.347132
2017_12_NO_LA,2017,12,2017-11-26,LA,NO,LA,NO,4.0,151.0,8.0,5.0,10.0,outdoors,72.0,1.0,0.0,0.0,0.09003101,0.9902609,FG,26.0,0.0,1.0,21.0,21.0,4118.0,4118.0,3-5,0-20,,,1.0,1.0,0.74615926,0.4388833741056628,2.5608718
2018_01_SF_MIN,2018,1,2018-09-09,MIN,SF,SF,MIN,3.0,1458.0,15.0,6.0,-14.0,dome,,,0.0,0.0,0.18227778,0.10486167,FG,33.0,0.0,1.0,13.0,13.0,2489.0,2489.0,6-10,0-20,0.0,2.0,,,,,
2018_02_OAK_DEN,2018,2,2018-09-16,DEN,LV,DEN,LV,1.0,3009.0,66.0,1.0,-3.0,outdoors,92.0,4.0,0.0,0.0,-0.63355523,0.48870867,PUNT,66.0,1.0,0.0,4.0,4.0,595.0,595.0,1,61-80,,,,,,,
2018_02_OAK_DEN,2018,2,2018-09-16,DEN,LV,DEN,LV,1.0,2810.0,73.0,1.0,-3.0,outdoors,92.0,4.0,0.0,0.0,-0.76057136,0.4459296,PUNT,51.0,1.0,0.0,6.0,6.0,797.0,797.0,1,61-80,,,,,,,
2017_03_OAK_WAS,2017,3,2017-09-24,WAS,LV,WAS,LV,2.0,1819.0,45.0,6.0,14.0,outdoors,76.0,0.0,0.0,0.0,-0.5150154,0.9098387,PUNT,34.0,1.0,0.0,12.0,12.0,1833.0,1833.0,6-10,41-60,0.0,1.0,,,,,
2017_05_BAL_OAK,2017,5,2017-10-08,LV,BAL,LV,BAL,3.0,1751.0,76.0,11.0,-14.0,outdoors,72.0,8.0,0.0,0.0,-0.0679611,0.09650839,PUNT,46.0,1.0,0.0,10.0,10.0,1900.0,1900.0,11+,61-80,0.0,3.0,,,,,
2017_05_BAL_OAK,2017,5,2017-10-08,LV,BAL,LV,BAL,3.0,1489.0,77.0,14.0,-14.0,outdoors,72.0,8.0,0.0,0.0,1.2338363,0.075682335,PUNT,62.0,1.0,0.0,12.0,12.0,2072.0,2072.0,11+,61-80,0.0,3.0,,,,,
2017_08_CAR_TB,2017,8,2017-10-29,TB,CAR,CAR,TB,3.0,1408.0,87.0,4.0,10.0,outdoors,63.0,13.0,0.0,0.0,-0.391973,0.7691557,PUNT,53.0,1.0,0.0,14.0,14.0,2432.0,2432.0,3-5,81-100,,,,,0.061613545,0.3988682031500014,1.9575758
2017_11_CIN_DEN,2017,11,2017-11-19,DEN,CIN,DEN,CIN,2.0,1880.0,57.0,18.0,-6.0,outdoors,60.0,7.0,0.0,0.0,-0.14063269,0.25734022,PUNT,45.0,1.0,0.0,11.0,11.0,1702.0,1702.0,11+,41-60,0.0,2.0,,,-0.47470012,0.3458467458467458,1.5840327
2017_12_GB_PIT,2017,12,2017-11-26,PIT,GB,GB,PIT,4.0,900.0,81.0,16.0,0.0,outdoors,38.0,7.0,0.0,0.0,-0.18782724,0.3469428,PUNT,46.0,1.0,0.0,15.0,15.0,2731.0,2731.0,11+,81-100,,,1.0,2.0,-0.042182133,0.373584265679854,1.9330808
2017_12_GB_PIT,2017,12,2017-11-26,PIT,GB,GB,PIT,4.0,783.0,81.0,25.0,0.0,outdoors,38.0,7.0,0.0,0.0,0.4326845,0.34258828,PUNT,49.0,1.0,0.0,17.0,17.0,2984.0,2984.0,11+,81-100,,,1.0,2.0,-0.042182133,0.373584265679854,1.9330808
2017_12_TEN_IND,2017,12,2017-11-26,IND,TEN,IND,TEN,1.0,3556.0,83.0,18.0,0.0,open,,,0.0,0.0,0.55506736,0.45431122,PUNT,54.0,1.0,0.0,1.0,1.0,120.0,120.0,11+,81-100,0.0,1.0,,,-0.4916948,0.3728977193202307,1.6683178
2017_14_PHI_LA,2017,14,2017-12-10,LA,PHI,PHI,LA,3.0,1513.0,70.0,5.0,3.0,outdoors,83.0,0.0,0.0,0.0,-5.569779,0.5116404,PUNT,0.0,1.0,0.0,16.0,16.0,2776.0,2776.0,3-5,61-80,,,1.0,1.0,0.6424621,0.4315803991182778,2.470299
2017_14_PHI_LA,2017,14,2017-12-10,LA,PHI,PHI,LA,4.0,7.0,62.0,4.0,2.0,outdoors,83.0,0.0,0.0,0.0,-0.008677608,0.86087245,PUNT,38.0,1.0,0.0,23.0,23.0,4580.0,4580.0,3-5,61-80,,,1.0,1.0,0.6424621,0.4315803991182778,2.470299
2017_15_CHI_DET,2017,15,2017-12-16,DET,CHI,DET,CHI,4.0,574.0,49.0,29.0,17.0,dome,,,0.0,0.0,-0.32902944,0.99256176,PUNT,43.0,1.0,0.0,17.0,17.0,3099.0,3099.0,11+,41-60,0.0,2.0,1.0,1.0,-0.39566,0.3448231256293496,1.4776936
2017_15_CIN_MIN,2017,15,2017-12-17,MIN,CIN,MIN,CIN,3.0,1136.0,37.0,22.0,27.0,dome,,,0.0,0.0,-0.7164908,0.99857545,PUNT,28.0,1.0,0.0,18.0,18.0,2467.0,2467.0,11+,21-40,,,1.0,1.0,-0.31129986,0.3472756947504423,1.6458043
2018_01_SEA_DEN,2018,1,2018-09-09,DEN,SEA,SEA,DEN,2.0,1920.0,33.0,11.0,-7.0,outdoors,84.0,5.0,0.0,0.0,0.76604426,0.27061364,GO,43.65204991087344,0.0,0.0,12.0,12.0,1830.0,1830.0,11+,21-40,0.0,2.0,1.0,1.0,,,
2018_02_KC_PIT,2018,2,2018-09-16,PIT,KC,PIT,KC,1.0,3562.0,81.0,12.0,0.0,outdoors,80.0,10.0,0.0,0.0,-3.0764084,0.45431122,PUNT,39.0,1.0,0.0,1.0,1.0,145.0,145.0,11+,81-100,,,,,,,
2018_02_OAK_DEN,2018,2,2018-09-16,DEN,LV,DEN,LV,3.0,1067.0,21.0,7.0,-12.0,outdoors,92.0,4.0,0.0,0.0,0.6407515,0.1276875,FG,39.0,0.0,1.0,15.0,15.0,2727.0,2727.0,6-10,21-40,0.3333333333333333,3.0,0.5,2.0,,,
2018_03_BUF_MIN,2018,3,2018-09-23,MIN,BUF,BUF,MIN,3.0,941.0,61.0,2.0,27.0,dome,,,0.0,0.0,-0.34794223,0.9992409,PUNT,48.0,1.0,0.0,18.0,18.0,3014.0,3014.0,2,61-80,,,,,,,
2018_03_GB_WAS,2018,3,2018-09-23,WAS,GB,WAS,GB,4.0,120.0,17.0,9.0,11.0,outdoors,62.0,6.0,0.0,0.0,0.29506347,0.9970612,FG,35.0,0.0,1.0,22.0,22.0,4045.0,4045.0,6-10,0-20,,,,,,,
2017_04_PHI_LAC,2017,4,2017-10-01,LAC,PHI,PHI,LAC,1.0,2710.0,27.0,12.0,7.0,outdoors,72.0,6.0,0.0,0.0,1.0061561,0.7291168,FG,45.0,0.0,1.0,4.0,4.0,849.0,849.0,11+,21-40,0.0,1.0,1.0,2.0,,,
2017_04_PHI_LAC,2017,4,2017-10-01,LAC,PHI,PHI,LAC,2.0,2207.0,22.0,13.0,10.0,outdoors,72.0,6.0,0.0,0.0,0.6531911,0.83622926,FG,40.0,0.0,1.0,6.0,6.0,1329.0,1329.0,11+,21-40,0.0,1.0,1.0,2.0,,,
2017_04_PHI_LAC,2017,4,2017-10-01,LAC,PHI,PHI,LAC,3.0,961.0,29.0,13.0,6.0,outdoors,72.0,6.0,0.0,0.0,1.2403356,0.77481794,FG,47.0,0.0,1.0,14.0,14.0,2924.0,2924.0,11+,21-40,0.0,1.0,1.0,2.0,,,
2017_07_ARI_LA,2017,7,2017-10-22,LA,ARI,ARI,LA,2.0,2700.0,75.0,3.0,-3.0,outdoors,54.0,10.0,0.0,0.0,0.29680768,0.29370344,PUNT,40.0,1.0,0.0,5.0,5.0,977.0,977.0,3-5,61-80,,,1.0,1.0,0.35607052,0.4417261144939716,2.1410534
2017_10_SEA_ARI,2017,10,2017-11-09,ARI,SEA,ARI,SEA,3.0,1100.0,41.0,2.0,-5.0,open,,,0.0,0.0,-0.78200114,0.31083167,PUNT,32.0,1.0,0.0,17.0,17.0,3153.0,3153.0,2,41-60,1.0,1.0,,,0.060164925,0.3901530250022627,1.8885837
2017_11_CIN_DEN,2017,11,2017-11-19,DEN,CIN,DEN,CIN,1.0,2948.0,22.0,1.0,-6.0,outdoors,60.0,7.0,0.0,0.0,1.582165,0.3690564,GO,43.65204991087344,0.0,0.0,5.0,5.0,687.0,687.0,1,21-40,0.5,2.0,0.3333333333333333,3.0,-0.47470012,0.3458467458467458,1.5840327
2017_11_TB_MIA,2017,11,2017-11-19,MIA,TB,MIA,TB,4.0,753.0,44.0,9.0,-7.0,outdoors,81.0,9.0,0.0,0.0,0.7414855,0.15673877,PUNT,42.0,1.0,0.0,19.0,19.0,3318.0,3318.0,6-10,41-60,0.0,4.0,1.0,2.0,-0.6741631,0.3404876857702814,1.3800505
2017_12_GB_PIT,2017,12,2017-11-26,PIT,GB,GB,PIT,2.0,2026.0,64.0,1.0,0.0,outdoors,38.0,7.0,0.0,0.0,-0.47983995,0.48225817,PUNT,48.0,1.0,0.0,8.0,8.0,1567.0,1567.0,1,61-80,,,1.0,1.0,-0.042182133,0.373584265679854,1.9330808
2017_13_IND_JAX,2017,13,2017-12-03,JAX,IND,JAX,IND,1.0,3245.0,51.0,7.0,0.0,outdoors,70.0,7.0,0.0,0.0,4.4933925,0.58472717,GO,43.65204991087344,0.0,0.0,2.0,2.0,346.0,346.0,6-10,41-60,1.0,3.0,0.5,2.0,-0.6235425,0.3409214312211192,1.3242618
2017_13_IND_JAX,2017,13,2017-12-03,JAX,IND,JAX,IND,4.0,734.0,44.0,10.0,17.0,outdoors,70.0,7.0,0.0,0.0,0.48697937,0.97793555,PUNT,40.0,1.0,0.0,13.0,13.0,3051.0,3051.0,6-10,41-60,1.0,3.0,0.5,2.0,-0.6235425,0.3409214312211192,1.3242618
2017_14_PHI_LA,2017,14,2017-12-10,LA,PHI,PHI,LA,2.0,2234.0,67.0,13.0,7.0,outdoors,83.0,0.0,0.0,0.0,0.1189902,0.6167485,PUNT,42.0,1.0,0.0,9.0,9.0,1710.0,1710.0,11+,61-80,0.0,1.0,,,0.6424621,0.4315803991182778,2.470299
2017_14_PHI_LA,2017,14,2017-12-10,LA,PHI,PHI,LA,2.0,1991.0,80.0,11.0,7.0,outdoors,83.0,0.0,0.0,0.0,0.6335807,0.6276139,PUNT,62.0,1.0,0.0,11.0,11.0,1969.0,1969.0,11+,61-80,0.0,1.0,,,0.6424621,0.4315803991182778,2.470299
2017_16_PIT_HOU,2017,16,2017-12-25,HOU,PIT,PIT,HOU,1.0,3344.0,16.0,8.0,0.0,closed,,,0.0,0.0,0.2779798,0.47733897,FG,34.0,0.0,1.0,1.0,1.0,208.0,208.0,6-10,0-20,,,1.0,1.0,-0.69293743,0.320680036291906,1.2119269
2018_03_TEN_JAX,2018,3,2018-09-23,JAX,TEN,TEN,JAX,3.0,1505.0,18.0,11.0,0.0,outdoors,89.0,10.0,0.0,0.0,0.37783757,0.4975988,FG,36.0,0.0,1.0,13.0,13.0,2328.0,2328.0,11+,0-20,,,,,,,
2018_03_TEN_JAX,2018,3,2018-09-23,JAX,TEN,TEN,JAX,3.0,1117.0,45.0,1.0,3.0,outdoors,89.0,10.0,0.0,0.0,-1.1118577,0.64792514,GO,43.65204991087344,0.0,0.0,15.0,15.0,2697.0,2769.0,1,41-60,0.0,1.0,0.75,4.0,,,
2017_03_OAK_WAS,2017,3,2017-09-24,WAS,LV,WAS,LV,2.0,2529.0,85.0,12.0,7.0,outdoors,76.0,0.0,0.0,0.0,0.960945,0.7286906,PUNT,54.0,1.0,0.0,8.0,8.0,1063.0,1063.0,11+,81-100,,,,,,,
2017_13_IND_JAX,2017,13,2017-12-03,JAX,IND,IND,JAX,2.0,2225.0,9.0,1.0,-10.0,outdoors,70.0,7.0,0.0,0.0,0.10310171,0.22766998,FG,27.0,0.0,1.0,5.0,5.0,1262.0,1262.0,1,0-20,0.0,1.0,,,-0.18183689,0.3698624906396556,1.4452819
